ana,アナ
tiger,タイガー
negros,ネグロス
comalcalco,コマルカルコ
enchilada,エンチラーダ
tomateros,トマテロス
fe,フェ
sombrerete,ソンブレレテ
metepec,メテペク
neozapatismo,ネオサパティスモ
tlalpujahua,トゥラルプハワ
rayón,ライヨン
tlacotalpan,トラコタルパン
parras,パラス
mapimí,マピミ
venta,ベンタ
camino,カミーノ
tierra,テーラ
adentro,アデントロ
tepotzotlán,テポツォトゥラン
piedras,ピエドラス
negras,ネグラス
tepito,テピート
milpa,ミルパ
alta,アルタ
alameda,アラメダ
central,セントラル
batopilas,バトピラス
latinoamericana,タワー
iztacalco,イスタカルコ
xicotepec,ヒコテペク
palizada,パリサーダ
clásico,クラシコ
tapatío,タパティオ
cuetzalan,クェツァラン
balché,バルチェ
banco,バンコ
prog,プログ
teúl,テウル
taxco,タスコ
playa,プラヤ
totatiche,トタティチェ
cholula,サン
rivadavia,チョルラ
orizaba,オリサバ
lagos,ラゴス
papantla,パパントゥラ
olarte,オラルテ
azcapotzalco,アスカポツァルコ
valladolid,バジャドリド
izamal,イサマル
mazamitla,マサミトゥラ
loreto,ロレト
creel,クリル
tecate,テカテ
pátzcuaro,パツクァロ
tepoztlán,テポストラン
tiburones,ティブロネス
rojos,ロホス
tacubaya,タクバヤ
cacaxtla,カカシュトラ
campeón,カンペオン
campeones,カンペオーネス
catorce,カトルセ
imagen,イマヘン
cañeros,カニェロス
mochis,モチス
garnacha,ガルナチャス
cuitzeo,ポルベニル
siete,シエテ
leyes,レイェス
pozos,ポソス
café,カフェ
olla,オジャ
almada,アルマーダ
revolución,レボルシオン
general,ヘネラル
gaytán,ガイタン
ciclón,シクロン
echeverría,エチェバリア
espino,エスピーノ
mariscal,マリスカル
serdán,セルダン
aerotrén,アエロトレン
italika,イタリカ
charros,チャロス
iquib,イキ
balam,バラム
metros,メトロス
ojuela,オハエラコウザン
pox,ポッシュ
xtreme,エクストリーム
latin,ラテン
american,アメリカン
wrestling,レスリング
chivas,チーバス
guantes,グアンテス
salbut,サルブーテ
international,インターナショナル
champions,チャンピオンズ
cup,カップ
roscón,ロスカ
zapatismo,サパティスモ
tucumbalam,トゥクムバラム
bolero,ボレロ
colhuacan,コルワカン
chamoyada,チャモヤーダ
nochistlán,ノチストラン
jalpa,ハルパ
cánovas,カノバス
mexicable,メヒカブレ
jala,ハラ
torneo,アビエルト
cabos,カボス
ingobernables,インゴベルナブレス
capitanes,カピタネス
helú,ヘルー
cablebús,カブレブス
capitalino,カピタリーノ
blanes,ブラナス
alto,アルト
ampurdán,テンポルダー
barcelona,バルセロナ
gerona,ジローナ
llansá,リャンサ
ripoll,リポイ
asturias,アストゥリアス
cantabria,カンタブリアシュウ
pirineos,ピレネーサンミャク
mislata,ミズラータ
madrid,マドリード
frontera,フロンテーラ
línea,リネア
concepción,コンセプション
galicia,ガリシア
iberoamericana,イベロアメリカーナ
portbou,ポルトボウ
mataró,マタロー
pontevedra,ポンテベドラ
nerja,ネルハ
navarra,ナバーラ
besalú,バザルー
ronda,ロンダ
malgrat,マルグラッド
zalla,サリャ
valmaseda,バルマセダ
athletic,アスレティック
euro,ユーロ
olot,ウロット
llagostera,リャゴステラ
alicante,アリカンテ
palmas,パルマス
canaria,カナリア
ebro,エブロ
getafe,ヘタフェ
coruña,コルーニャ
bohí,ボイ
pallars,パリャーズ
sobirá,スビラー
airlines,エアラインズ
group,グループ
almazán,アルマサン
vilassar,ビラスサー
granada,グラナダ
urgel,ウルジェイ
cataluña,カタルーニャ
ribagorza,リバゴールサ
málaga,マラガ
rioja,リオハ
tortosa,トゥルトーザ
cerdaña,サルダーニャ
mallorca,マヨルカ
ponferrada,ポンフェラーダ
gironés,ジロネース
pla,プラ
l'estany,レスターニ
extremadura,エストレマドゥーラシュウ
andalucía,アンダルシーア
pamplona,パンプローナ
santander,サンタンデール
bañolas,バニョラス
guipúzcoa,ギプスコアケン
ceuta,セウタ
melilla,メリリャ
huelva,ウエルバ
sabadell,サバデイ
gijón,ヒホン
llivia,リビア
orense,オウレンセ
movistar,モビスター
team,チーム
sefardí,セファルディム
alcorcón,アルコルコン
centellas,サンテーリャス
puigcerdá,プッチサルダー
occitania,オクシタニア
española,エスパニョーラ
waterpolo,デ
masculino,ウォーターポロ
almería,アルメリア
macaronesia,マカロネシア
elche,エルチェ
botafumeiro,ボタフメイロ
puente,プエンテ
villafranca,ビジャフランカ
barceloneta,バルセロネータ
portugalete,ポルトゥガレテ
lugo,ルーゴ
catoira,カトイラ
vilaboa,ビラボーア
mercadona,メルカドーナ
cadaqués,カダケス
sardañola,サルダニョーラ
vallés,バリェス
ador,アドール
arcángel,アルカンヘル
dumbría,ドゥンブリーア
alándalus,アンダルス
navantia,ナバンティア
vic,ビック
fuero,フエロ
constantí,クンスタンティー
rubí,ルビー
tarrasa,タラサ
occidental,オクシデンタル
comarca,コマルカ
soneira,ソネイラ
bildu,ビルドゥ
oriental,ウリアンタル
forcarey,フォルカレイ
morrazo,モラソ
oviedo,オビエド
compostela,コンポステーラ
cuadros,クアドロス
alcudia,アルクディア
oiz,オイスサン
isla,イスラ
rioseco,リオセコ
mañón,マニョン
logroño,ログローニョ
tenerife,テネリフェ
funicular,フニクラ
montjuic,モンジュイック
teruel,テルエル
sil,シル
páramo,パラモ
abengibre,アベンヒブレ
fuentealbilla,フエンテアルビージャ
castellón,カステリョン
plana,プラナ
mirinda,ミリンダ
zafra,サフラ
somport,ソンポルトトウゲ
agaete,アガエテ
casco,カスコ
viejo,ビエホ
tarragona,タラゴナ
lérida,リェイダ
maderada,モクザイリュウオク
golada,アゴラーダ
puenteareas,ポンテアレーアス
montsiá,ムンシアー
antequera,アンテケーラ
barcelonés,バルサルネス
albuera,アルブエラ
air,エア
nostrum,ノストラム
celler,サリェー
can,カン
cardedeu,カルダデウ
zara,ザラ
valdefresno,バルデフレスノ
alcañiz,アルカニス
estelada,アスタラーダ
zas,サス
paderne,パデルネ
zarauz,サラウツ
majadahonda,マハダオンダ
cármenes,カルメネス
geroa,ゲロア
bai,バイ
gramanet,グラマネート
camp,カンプ
nou,ノウ
badalona,バダロナ
hospitalet,ルスピタレート
llobregat,リュブラガート
besós,バゾス
berga,ベルガ
telefónica,テレフォニカ
balompié,バロンピエ
alaris,アラリス
cartagena,カルタヘナ
paradela,パラデーラ
sitges,シッチェス
coslada,コスラーダ
albaicín,アルバイシン
palos,パロス
ramuín,ラムイン
altadis,アルタディス
germade,シェルマーデ
jaizquíbel,ハイスキベル
friol,フリオル
corte,コルテ
inglés,イングレス
sport,スポルト
taboada,タボアーダ
esplugas,アスプルガズ
altea,アルテア
fonsagrada,フォンサグラーダ
muros,ムーロス
castelldefels,カステイダフェルス
cornellá,クルナリャー
prat,プラ
angliru,アングリル
amboto,アンボト
sant,サント
despí,ダスピ
casa,カサ
batlló,バトリョ
arbo,アルボ
cervelló,サルバリョー
baudilio,ボイ
seat,セアト
ibiza,イビサ
paradanta,パラダンタ
aldea,アルデア
sestao,セスタオ
river,リーベル
viladecans,ビラダカンス
burro,カタラン
catalán,カタラン
almadén,アルマデン
astorga,アストルガ
palau,パラウ
badajoz,バダホス
jaén,ハエン
cádiz,カディス
corcubión,コルクビョン
salamanca,サラマンカ
rota,ロタ
repsol,レプソル
sarria,サリア
verín,ベリン
amposta,アンポスタ
igualada,イグアラダ
marbella,マルベーリャ
amurrio,アムリオ
azpeitia,アスペイティア
don,ドン
odieta,オディエタ
mamá,ママン
algeciras,アルヘシラス
medinaceli,メディナセリ
triacastela,トリアカステーラ
villamartín,ビジャマルティン
sancho,サンチョ
arcos,アルコス
móstoles,モストレス
iberia,イベリア
aranjuez,アランフエス
tarazona,タラソナ
mondariz,モンダリス
womad,ウォーマッド
hispania,ヒスパニア
ferrol,フェロル
peseta,ペセタ
reus,レウス
candelaria,カンデラリア
campeonato,カンペオナート
regional,レヒオナル
centro,セントロ
romesco,ルメスク
calahorra,カラオラ
baztán,バスタン
ayerbe,アイェルベ
plazas,プラサス
soberanía,ソベラニア
orihuela,オリウエラ
alcobendas,アルコベンダス
baracaldo,バラカルド
arnedo,アルネド
manresa,マンレザ
benidorm,ベニドルム
peñón,ペニョン
alhucemas,アルセマス
gomera,ゴメラ
razón,ラソン
olivenza,オリベンサ
benalmádena,ベナルマデナ
ardoz,アルドス
hermanas,エルマーナス
bergondo,ベルゴンド
almuñécar,アルムニェーカル
baza,バサ
calviá,カルビア
raspeig,ラスペイグ
almendralejo,アルメンドラレホ
fuenterrabía,オンダリビア
sobrado,ソブラード
vicálvaro,ビカルバロ
guecho,ゲチョ
genil,ヘニル
torremolinos,トレモリーノス
fuengirola,フエンヒローラ
mijas,ミハス
urkulu,ウルクル
ares,アーレス
irún,イルン
andrach,アンドラッチ
estepona,エステポナ
alburquerque,アルブルケルケ
romareda,ロマレーダ
langreo,ラングレオ
ejido,エヒド
torrelavega,トレラベーガ
alcoy,アルコイ
arrecife,アレシフェ
mestalla,メスタージャ
duero,ドゥエロ
guadaíra,グアダイラ
éibar,エイバル
calatayud,カラタユー
caldelas,カルデーラス
tolosa,トロサ
roquetas,ロケタス
padrón,パドロン
rozas,ロサス
spanair,スパンエアー
bultaco,ブルタコ
lepe,レペ
barbastro,バルバストロ
villena,ビリェーナ
cuatro,クアトロ
business,ビジネス
area,エリア
llanes,リャネス
morisco,モリスコ
milà,ミラ
lucena,ルセーナ
meninas,メニーナス
mulhacén,ムラセンサン
batasuna,バタスナ
sanlúcar,サンルーカル
barrameda,バラメーダ
motril,モトリル
arzúa,アルスーア
riazor,リアソール
paterna,パテルナ
cetrería,タカガリ
teatro,テアトロ
pelota,バスク
vasca,ペロタ
perdido,ペルデュ
puertollano,プエルトリャノ
colombino,コロンビーノ
vanguardia,バングアルディア
sopelana,ソペラ
entrena,エントレナ
brava,ブラバ
metrovalencia,メトロバレンシア
ondárroa,オンダロア
raras,ラーラス
antigua,アンティグア
ardón,アルドン
eume,エウメ
deportivo,デポルティーボ
alavés,アラベス
tarifa,タリファ
torrevieja,トレビエハ
mugía,ムシーア
malpica,マルピカ
cózar,コサル
pincho,ピンチョ
moruno,モルノ
bierzo,ビエルソ
cangas,カンガス
onís,オニス
rubiana,ルビアー
caravaca,カラバカ
condado,コンダード
deyá,デイア
premio,プレミオ
zubizuri,スビスリキョウ
zumaya,スマイア
cotobad,コトバーデ
ikurriña,イクリニャ
toques,トケス
salou,サロウ
omañas,オマーニャス
estrella,エストレージャ
guadix,グアディクス
bardenas,バルデナス
reales,レアレス
pollensa,ポリェンサ
carral,カラル
meis,メイス
cualedro,クアレドロ
águilas,アギラス
peñafiel,ペニャフィエル
bola,ボーラ
oimbra,オインブラ
gandía,ガンディア
comet,コメット
rosal,ロサル
navia,ナビア
heliodoro,エリオドロ
fornelos,フォルネーロス
generalife,ヘネラリフェ
petín,ペティン
coirós,コイロス
ramiranes,ラミラス
castalia,カスタリア
reinosa,レイノーサ
betanzos,ベタンソス
marinaleda,マリナレーダ
arancón,アランコン
lejona,レイオア
pampaneira,パンパネイラ
pungín,プンシン
teide,テイデヤマ
codorníu,コドルニウ
ágreda,アグレダ
son,ソン
moix,モイシュ
eurocuerpo,オウシュウゴウドウグン
seo,ラ
romeral,ロメラル
écija,エシハ
almonaster,アルモナステール
chiclana,チクラーナ
división,ディビシオン
honor,オノール
rugby,ラグビー
gudiña,グディーニャ
noceda,ノセーダ
igüeña,イグエーニャ
musques,ムスキス
sar,サール
grisel,グリセル
cerdido,セルディード
montehermoso,モンテエルモーソ
irimo,イリモサン
peñaranda,ペニャランダ
bracamonte,ブラカモンテ
congosto,コンゴスト
molinaseca,モリーナセカ
sancedo,サンセード
folgoso,フォルゴーソ
criptana,クリプターナ
henares,エナレス
arrigorriaga,アリゴリアガ
rentería,エレンテリア
alhambra,アルハンブラキュウデン
sigüenza,シグエンサ
sagunto,サグント
guatimac,グアティマク
vianos,ビアーノス
mahón,マオー
rairiz,ライリス
trainera,トライネラ
noya,ノイア
país,パイス
jaca,ハカ
órdenes,オルデス
manacor,マナコル
aldealpozo,アルデアルポソ
telecinco,テレシンコ
godó,サバデル
artá,アルター
guardia,グアルダ
as,アス
oleiros,オレイロス
alcubilla,アルクビージャ
avellaneda,アベジャネーダ
requena,レケナ
rtve,スペインホウソウキョウカイ
boimorto,ボイモルト
interflora,インターフローラ
stolpersteine,ストルパーシュタイン
talgo,タルゴ
villanueva,ビジャヌエバ
valdeganga,バルデガンガ
ascó,アスコー
baloncesto,バロンセスト
fuenlabrada,フエンラブラダ
laguna,ラグーナ
basket,バスケット
abadín,アバディン
cacabelos,カカベーロス
maján,マハン
covelo,コベーロ
saski,サスキ
baskonia,バスコニア
abla,アブラ
albarracín,アルバラシン
ponga,ポンガ
betis,ベティス
trujillo,トルヒーリョ
bàsquet,バスケット
abegondo,アベゴンド
rosaleda,ロサレーダ
asiento,アシエント
abertis,アベルティス
bermeo,ベルメオ
martos,マルトス
llodio,リョディオ
cambados,カンバードス
finisterre,フィステーラ
úbeda,ウベダ
europa,エウロパ
arroba,アローバ
renaixença,ラナシェンサ
balaguer,バラゲール
médulas,メドゥラス
loja,ロハ
glòries,アグバール
acciona,アクシオナ
piñor,ピニョール
telde,テルデ
balonmano,バロンマーノ
ademar,アデマル
adif,アディフ
vilasantar,ビラサンタール
figuerola,フィガローラ
boiro,ボイロ
sadar,サダール
valldemosa,バルデモーサ
villamuriel,ビリャムリエル
cerrato,セラート
sóller,ソーリェル
outes,オウテス
almonte,アルモンテ
redondela,レドンデーラ
iberismo,イベリスモ
bétera,ベテラ
játiva,シャティバ
arosa,アロウサ
carballeda,カルバジェーダ
avia,アビア
alcanar,アルカナー
leganés,レガネス
cerámica,セラミカ
álava,アラバ
panadés,ペネデス
toén,トエン
inca,インカ
cee,セー
felanich,ファラニチュ
catanias,カタニアス
villarrobledo,ビリャロブレド
alcabón,アルカボン
desigual,デシグアル
mellid,メリーデ
fabada,ファバダ
abadiano,アバディーニョ
arteijo,アルテイショ
frigiliana,フリヒリアーナ
rianjo,リアンショ
carabanchel,カラバンチェル
mercadal,マルカダル
vicens,ビセンス
manzaneda,マンサネーダ
palmar,パルマル
troya,トロヤ
tercio,テルシオ
torcal,トルカル
