douglas,道格拉斯
acaster,阿卡斯特
watmore,瓦特莫尔
blackburn,布莱克本
fearon,费伦
grealish,基亚利殊
lowcock,洛科克
kearns,凯恩斯
holdenreid,霍尔顿里德
colm,柯尔姆
emerald,艾莫芮德
fennell,芬诺
huddleston,休德森
marchant,马钱特
johnkamen,约翰卡门
pursglove,普尔斯格罗夫
mcintosh,麦金托什
adekugbe,阿德库贝
albon,阿尔本
beighton,贝顿
tasker,塔斯克
dianne,黛安
niki,尼基
bowker,鲍克
robeson,罗伯逊
hugill,赫吉尔
waterhouse,沃特豪斯
emmerson,埃默森
shawn,肖恩
brooke,布鲁克
bettinelli,贝蒂内利
daly,戴利
brigden,布里格登
lolley,洛里
kieffer,基弗
weeks,维克斯
lucilla,露西拉
mcalinden,麦克安林德
mings,明斯
loveridge,洛弗里奇
amari'i,阿马里伊
tyrell,特利尔
belford,贝尔福德
pigott,皮戈特
alie,阿里
sesay,施沙
pelly,佩利
ruddock,拉多克
mpanzu,文宾素
highfield,海菲尔德
grimes,格莱姆斯
dommett,多梅特
o'nien,奥尼恩
pennington,宾宁顿
reham,莱罕姆
binnomwilliams,威廉斯
taron,泰隆
wallerbridge,沃勒布里奇
philp,菲利普
kellett,基特
keene,基恩
o'dowda,奥多达
diego,迪亚高
poyet,普耶
brownhill,布朗希尔
flex,弗莱克斯
mcgahey,麦克格雷
marozzi,马罗齐
demi,黛米
oli,奥利佛
mcburnie,麦克布尔尼
purrington,普林顿
onyedinma,昂耶丁马
mcmann,麦克曼
proud,普罗德
demarai,德马雷
boulter,博尔特
cadden,卡登
eamonn,埃蒙
brophy,布罗菲
camps,卡普斯
morrell,莫雷尔
giorgio,乔治
rasulo,拉苏洛
tudor,图德
alannah,阿兰娜
peaty,佩蒂
ady,阿迪
fewster,费乌斯特
tanser,坦斯尔
toney,托尼
ostlere,奥斯特莱尔
nazir,纳齐尔
afzal,阿夫扎
maddie,玛迪
hinch,欣奇
nile,尼尔
lacey,莱西
quince,奎因斯
gomez,戈麦斯
ledson,莱德森
brotton,布罗顿
airey,艾瑞
amal,艾玛
clooney,阿拉穆丁
devante,迪云迪
anneliese,安妮莉丝
millbank,米尔班克
ortwin,奥尔特温
hess,赫斯
jenrick,詹里克
rebekka,丽贝卡
cerfontyne,塞尔方蒂尼
jules,朱尔斯
wightman,怀特曼
lauri,劳里
owsley,奥斯利
matthey,马西
ashe,阿什
tulloch,塔洛克
jordy,佐迪
hiwula,希胡拿
haughton,霍顿
comer,科默
mcgeehan,麦基恩
kuhl,古尔
denny,丹尼
hudsonsmith,哈德逊史密斯
ugen,乌根
dunkley,邓克利
deancharles,迪恩查尔斯
corfield,克菲尔德
bree,布里
solanke,索兰克
shankland,沙克兰
quek,郭
bray,布雷
giselle,吉塞尔
ansley,安斯利
baily,贝利
cargill,卡基尔
rana,芮纳
mitter,米德
claudia,克劳迪娅
fragapane,弗拉加帕内
bryce,布莱斯
luckman,勒克曼
haines,海恩斯
dummigan,杜米甘
cranston,克兰斯顿
raglan,拉格兰
brooklyn,布鲁克林
bay,贝
ginnelly,坚利尼
cookson,库克森
jonjoe,庄祖
blackford,布莱克福德
swan,斯万
ruben,鲁宾
loftuscheek,路夫斯捷克
scipio,西皮奥
tinkler,廷克勒
rossiter,路薛达
towler,陶勒
hesketh,赫斯基
scales,斯凯尔斯
tomas,托马斯
suzanne,苏珊娜
farrington,法林顿
mj,乔丹
leah,利亚
hardie,哈迪
spittal,斯皮塔尔
beautyman,比乌蒂曼
dowell,道威尔
ethan,伊桑
gutmann,葛特曼
sheyi,舒尔
ojo,奥祖
toffolo,托佛罗
holgate,霍尔盖特
ainsley,艾斯利
maitlandniles,梅特兰尼尔斯
hedges,海吉斯
ahmad,艾哈迈德
hussain,侯赛因
oduwa,奥杜瓦
telfer,特尔弗
targett,塔格特
stacey,斯泰西
winks,威克斯
renshaw,伦肖
giarnni,贾尔尼
reginimoran,雷吉尼莫兰
tuck,塔克
rothwell,罗斯韦尔
cowgill,科吉尔
ilott,伊洛特
byers,拜尔斯
hamish,哈米什
tshibola,齐博拉
haenow,翰劳
hornbyforbes,霍恩比福布斯
onomah,奥劳马
gape,盖普
newlands,纽兰斯
grady,格拉迪
luer,卢尔
macey,麦西
ché,查
richardsonsellers,理查森塞勒斯
seager,西格
philpot,菲尔波特
prentis,普伦蒂斯
mead,米德
levison,利维森
dochertyhughes,多赫蒂休斯
ferrier,费里尔
arkless,亚克力斯
gethins,金尼斯
safoantwi,沙佛安特维
tolhurst,托赫斯特
joachim,约阿希姆
whaley,惠利
rishi,里希
sunak,苏纳克
cassells,卡斯尔斯
kiwomya,基沃姆亚
tilley,蒂利
wildsmith,威德史密斯
dominique,多米尼克
tipper,蒂珀
thornton,桑顿
pennycook,佩尼库克
argar,阿格
woodman,伍德曼
beaumont,博蒙特
ola,奥拉
aina,艾拿
wragg,瓦拉格
nus,努斯拉特
ghani,加尼
heappey,海皮
romeo,罗密欧
hollinrake,霍林拉克
mccrorie,麦克克罗里
zeichner,蔡克纳
dael,戴尔
naji,纳吉
nowar,诺瓦
roe,罗
nikita,妮基塔
parris,帕里斯
cartlidge,卡特利吉
calvertlewin,卡尔沃特勒温
geramipoor,格拉米波尔
cornick,科尼克
donelan,唐兰
double,达博
alberto,阿贝托
costa,科斯塔
chalk,乔克
suella,苏拉
braverman,布拉弗曼
dowden,道登
lyons,莱恩斯
mairs,梅尔斯
mhairi,玛丽
shelayna,舍莱娜
oskanclarke,奥斯坎克拉克
longbailey,隆贝利
somerville,萨默维尔
birch,伯奇
anya,安雅
taylorjoy,泰勒乔伊
fysh,费什
aramayo,阿拉马约
ranil,拉尼尔
jayawardena,贾亚瓦德纳
mak,麦
kalvin,凯尔文
oxford,奥斯科特
burgon,伯贡
dart,达特
brannagan,布拉纳甘
madders,马德斯
mcgrail,麦格雷尔
greenbank,格林班克
scrimgeour,斯克林杰
brianna,布里安娜
piggott,皮戈特
royston,罗伊斯顿
kumar,库玛
tugendhat,图根达特
thomassymonds,托马斯西蒙斯
milling,米林
warman,瓦曼
mia,米娅
goth,高斯
tarrant,塔兰特
gotrel,戈特雷尔
durant,杜兰特
gaia,盖亚
ogilvie,奥格尔维
gilliead,基赖特
brinn,布里恩
borthwickjackson,保夫域积逊
baggott,巴戈特
mccabe,麦凯布
marenbon,马伦本
erivo,艾利沃
kent,肯特
hindle,欣德尔
clarkesalter,克拉克索尔特
utermohlen,尤特莫伦
ademola,阿德莫拉
lookman,洛克文
lashana,拉沙娜
norrie,诺里
holding,霍尔丁
kemi,凯米
badenoch,巴德诺赫
chloé,克洛埃
tutton,图顿
sterry,史达利
redhead,雷德黑德
regéjean,雷吉让
mcrorie,麦克罗里
simms,西姆斯
christina,克里斯蒂娜
rutter,拉特
garratt,贾拉特
dallison,达利森
tymon,泰蒙
chilwell,捷维尔
cartervickers,卡达域基斯
frizzell,弗里泽尔
macaulay,麦考利
gillesphey,基利法尔
cukier,库克耶
coates,科茨
goldstein,戈尔茨坦
cutmorescott,卡特莫史考特
hamza,哈姆扎
choudhury,乔杜里
lindsayhague,林赛黑格
honan,菲利普斯
benadir,本阿迪尔
angelique,安淇莉克
rockas,罗卡斯
glasspool,格拉斯普尔
morfydd,莫菲德
sessegnon,塞塞尼翁
dacrescogley,戴克斯科格利
ampadu,岩柏度
thwaites,思韦茨
guz,古兹
houlden,霍尔登
bryony,布里奥尼
peacockfarrell,皮科克法雷尔
bigwood,比格伍德
seb,施巴斯坦
buddle,毕顿
lipa,黎波
bibby,毕比
rashford,拉舒福特
mcclenaghan,麦克莱纳根
butcher,布彻
lewie,刘易
bella,贝拉
cash,卡什
groom,格鲁姆
shona,肖娜
mccallin,麦卡林
choong,钟
lando,兰多
jarrod,查洛
neelam,妮琳
tracer,闪光
daryll,达里尔
neita,内塔
millie,米莉
bright,布赖特
caldecott,考尔德科特
lin,琳达
ellenby,艾伦比
hopton,霍普顿
stanway,斯坦韦
mclennan,麦克莱伦
lois,洛伊丝
toulson,图尔森
cowans,高曼
jovan,贾方
adepo,艾德波
annemarie,安玛莉
mcgee,麦基
ralston,拉斯通
vendy,文迪
braham,布拉汉姆
tan,谭
torjussen,托朱森
hemming,海明
macpherson,麦克弗森
willock,韦洛克
dafne,达芙妮
sammut,沙穆特
la'vere,拉维尔
corbinong,科尔宾翁
letitia,莱蒂希娅
christiansen,克里斯琴森
trent,特伦特
alexanderarnold,亚历山大阿诺德
fikayo,菲卡约
tomori,托莫里
lilah,莉拉
fear,费尔
carder,卡德尔
alwyn,欧文
colkett,高基治
zaghariratcliffe,扎加里拉特克利夫
frankopan,弗兰科潘
neah,妮亚
seonaid,肖奈德
oseman,欧斯曼
gibbswhite,基比斯韦特
turi,图里
ramsdale,拉姆斯代尔
fionn,菲昂
whittow,惠托
woodburn,活特本
jona,乔纳
efoloko,埃弗洛科
hawley,霍利
laviai,拉维埃
nielsen,尼尔森
eberechi,伊比尔治
eze,伊斯
mcatee,麦卡蒂
flynn,弗林
lowery,洛厄里
fankaty,芬卡迪
dabo,达保
courts,考茨
tilly,缇莉
ceri,凯丽
dujon,杜庄
sallyanne,萨莉
mctominay,麦汤明尼
zak,扎克
fridman,弗里德曼
stamp,史谭
ticktum,蒂克特姆
atherton,阿瑟顿
pidcock,皮德科克
brereton,布里尔顿
díaz,迪亚斯
harrop,夏洛普
longstaff,朗斯塔夫
swirad,史拉德
mai,迈
erling,埃尔林
haaland,哈兰德
cobb,科布
raye,蕾伊
mouat,莫阿特
solomondavies,所罗门戴维斯
angel,安杰尔
gomes,高美斯
glynncarney,格林卡尼
bradly,布拉德利
sinden,辛登
mukhtar,穆克达
bigham,比格姆
masterton,马斯特顿
duffield,达菲尔德
iké,伊凯
ugbo,乌格博
omar,奥马尔
reiss,赖斯
gosden,戈斯登
hepple,赫普尔
hudsonodoi,哈德森奥多伊
balinska,巴林斯卡
rhian,域安
still,史提
bethany,贝萨妮
walkerpeters,获加比达斯
jadon,杰登
sancho,桑乔
leyden,莱登
nixon,尼克松
mathilda,玛蒂尔达
hodgkinsbyrne,霍奇金斯伯恩
abbie,阿比
burghart,伯格哈特
antonee,安东尼
toman,托曼
lammie,拉米
jebbia,杰比亚
marion,玛丽昂
melvin,梅尔文
rekeem,拉基姆
trevoh,特雷弗
dasilva,达施华
stefflon,斯黛夫隆
tanfield,坦菲尔德
mount,芒特
yungblud,扬布拉德
alves,艾维斯
stuartbennett,斯图尔特本内特
cusack,库萨克
simpole,辛波尔
elijah,以利亚
feeney,芬尼
magennis,马格尼斯
carolyne,卡罗琳
larrington,拉林顿
guéhi,格希
sky,斯凯
jefferies,杰弗里斯
mcniven,麦克尼文
deakin,迪金
cantwell,坎特维尔
barratt,巴勒特
jupe,朱佩
prescod,普雷斯科德
ting,丁
nmecha,恩梅沙
beever,比弗
indica,英狄卡
etiebet,埃蒂贝特
eyre,艾尔
stocking,斯托金
imanilara,伊曼妮拉拉
lansiquot,兰斯科特
georgiou,佐治奥
rodon,朗顿
lakin,莱金
barras,巴拉斯
ciara,席亚拉
nketiah,尼基迪亚
sang,桑治
ackie,艾基
fentiman,芬蒂曼
horsburgh,霍斯伯勒
wheare,惠尔
hopkin,霍普金
sherman,舍曼
fieldman,菲尔德曼
brownless,珀内尔
órfhlaith,奥拉
begley,贝格利
wanbissaka,云比沙卡
wilby,威尔比
volanthen,瓦伦坦
matusevich,马图谢维奇
gracie,格雷西
connal,康纳尔
trueman,特鲁曼
mcneil,麦克尼尔
rudden,鲁登
skipp,史基比
coventry,高云查
abigail,阿比盖尔
barongracie,巴伦格雷西
djed,迪积
france,法兰斯
kellyman,凯莉曼
rabbi,拉比
matondo,马通多
chalotra,夏隆查
seddon,塞登
hoyt,霍伊特
brooksbank,布鲁斯班克
swindells,斯温德尔
mackey,麦基
kersten,克斯滕
jonah,乔纳
hauerking,霍尔金
maddox,马铎斯
machin,梅钦
amelie,艾蜜莉
bukayo,布卡约
saka,萨卡
clarkesmith,克拉克史密斯
ncuti,舒提
gatwa,加特瓦
caudery,考德里
mili,迈莉
olise,奥利斯
aaliyah,阿莉娅
lewispotter,刘易斯波特
geraldo,杰拉尔多
bajrami,巴伊拉米
hickey,希基
burrage,伯雷奇
hales,黑尔斯
schmidt,施密特
leask,利斯克
carrie,卡丽
mckellar,麦凯勒
nirmal,宁斯
purja,普尔加
chelsie,雀尔茜
raducanu,拉杜卡努
daszak,达萨克
townend,汤恩德
egginton,埃金顿
robyn,萝宾
fabien,法比恩
francesca,弗朗西丝卡
sholto,肖尔托
carnegie,卡内基
rudkin,拉德金
gadirova,加迪洛娃
mew,缪
corrin,科林
wynnegriffith,温格里菲思
rollinson,罗林森
muskett,马斯克特
isabelle,伊莎贝尔
petter,彼得
reekie,里基
ama,阿玛
pipi,皮皮
murkin,默金
neate,尼特
cowardholley,科沃德霍利
line,莱恩
gaskell,加斯克尔
jordi,佐迪
oseitutu,奥斯图图
nico,尼科
whyte,怀特
odin,奥丁
bellingham,贝林厄姆
golombok,葛伦伯克
prichard,培察
causier,考昔尔
cutter,卡特
aji,艾治
alese,艾利斯
jarrad,查拉特
branthwaite,班夫韦迪
roman,罗曼
cabango,卡班戈
neco,尼高
mccalmont,麦卡尔蒙特
bewickecopley,比伊克科普利
mayes,梅斯
japhet,查佛
tanganga,坦根加
freddy,弗雷迪
harwoodbellis,哈伍德贝利斯
tino,天奴
anjorin,安祖连
mesurier,梅西耶尔
edgarjones,埃德加琼斯
edoardo,艾杜亚度
mapelli,马佩利
mozzi,莫茨
hanbury,汉伯里
largan,拉甘
gullis,吉利斯
wakeford,威克福德
benton,本顿
tarry,塔里
colburn,科尔本
cain,凯恩
luis,路易斯
anoosheh,阿努谢
ashoori,阿舒里
stourton,史托顿
broja,波也
lamptey,兰普蒂
tidball,蒂德博尔
d'mani,迪曼尼
mangnall,曼格尼尔
jupp,积普
trott,特洛特
alhamadi,哈马迪
keely,姬莉
haydockwilson,海多克威尔逊
jamal,贾马尔
musiala,穆西亚拉
teden,泰登
mengi,门吉
comley,科姆利
tella,泰拉
ritu,瑞图
arya,艾莉亚
fallows,法洛斯
humberstone,亨伯斯顿
kiernan,基尔南
dewsburyhall,迪尤斯伯里哈尔
louie,路易
brier,布赖尔
mei,梅
li,李
kavell,卡维尔
bigbywilliams,比格比威廉斯
shortman,肖特曼
galitzine,葛拉辛
bonnington,博宁顿
peniston,佩尼斯顿
folarin,福拉林
balogun,巴洛根
delap,戴纳
tomás,托马斯
ángel,安赫尔
spendolinisirieix,斯彭多利尼西里埃
colwill,科尔威尔
locke,洛克
ty,泰
stirk,斯蒂克
hughie,修伊
chukwuemeka,楚克维梅卡
crowther,克劳瑟
shola,索拿
shoretire,索利泰尔
longelo,朗治奴
shafee,沙菲
elsheikh,艾尔谢赫
yeadon,耶登
sorba,索尔巴
august,奥古斯特
abubakar,阿布巴卡尔
salim,萨利姆
pevchikh,佩芙奇赫
azeez,阿泽兹
calvin,卡尔文
lina,莉娜
bearman,贝尔曼
veal,维尔
tagoe,塔戈
hamiltonparker,汉密尔顿帕克
jaden,积顿
philogene,菲路真
pinkpantheress,粉红豹女孩
plange,佩治
toomer,费查
ryder,莱德
finucane,菲纽肯
kobbie,科比
mainoo,梅努
yeargin,耶尔金
levi,李维
hector,赫克托
pardoe,帕多
livramento,利华文图
burstow,布士图
taz,塔兹
skylar,史盖勒
dobson,多布森
simons,西蒙斯
yemi,耶米
ludlow,拉德洛
doak,多克
cassell,卡斯尔
lola,洛拉
mitcham,米查姆
heidi,海迪
pattison,帕蒂森
shahzada,沙赫扎达
dawood,达伍德
ambler,安布勒
rico,里科
nwaneri,温拿尼
bolding,博尔丁
burras,布拉斯
frakewaterfield,弗雷克沃特菲尔德
alireza,阿里礼萨
akbari,阿克巴里
tinniswood,廷尼斯伍德
letby,莱比
amodadzie,阿莫达德奇
danns,丹斯
matos,马图斯
bauer,鲍尔
bertozzi,贝尔托西
mccain,麦凯恩
barack,贝拉克
obama,奥巴马
mitnick,米特尼克
mancuso,曼库索
picabo,皮卡布
street,斯特里特
delonge,德朗
ned,内德
coburn,柯本
cyrus,赛勒斯
kwolek,克沃勒克
foley,佛利
klawe,克拉维
koller,科勒
prince,普林斯
ruzena,露勋娜
bajcsy,巴伊奇
madison,麦迪逊
monroe,门罗
solanas,索拉纳斯
deval,德瓦尔
quincy,昆西
presley,普雷斯利
elena,艾蕾娜
kagan,卡根
clarence,克拉伦斯
sonia,索尼娅
sotomayor,索托马约尔
breyer,布雷耶
alito,阿利托
lovelace,拉芙蕾丝
sagan,萨根
jennette,詹妮特
mccurdy,麦柯迪
antonin,安东宁
scalia,斯卡利亚
homer,霍默
marge,玛琦
rockefeller,洛克菲勒
faris,法瑞丝
zach,扎克
gilford,基尔福德
maddow,玛多
mitt,米特
gilligan,吉利根
roosevelt,罗斯福
winters,温特斯
bloomberg,布隆伯格
axl,埃克索尔
polk,波尔克
chloë,克萝伊
moretz,摩蕾兹
knoll,诺尔
wonder,旺德
meryl,梅丽
streep,史翠普
corbin,柯宾
bleu,布鲁
serena,塞雷娜
borg,博格
costner,科斯特纳
mcduck,麦克达克
britney,布兰妮
spears,斯皮尔斯
berezin,别列津
meyer,迈耶
einstein,爱因斯坦
bardeen,巴丁
barbra,芭芭拉
streisand,史翠珊
adair,亚岱尔
venus,维纳斯
shafi,莎菲
goldwasser,戈德瓦塞尔
marlene,玛莲娜
dietrich,迪特利希
coveleski,柯弗列斯基
froese,弗罗塞
fischer,菲舍尔
kimmel,坎摩尔
lorring,洛林
clinton,克林顿
cosgrove,蔻思葛芙
herman,赫尔曼
melville,梅尔维尔
cuomo,库默
grohl,格罗尔
spitzer,斯皮策
springsteen,斯普林斯汀
gygax,吉盖克斯
mars,马尔斯
holzschlag,霍兹西拉格
pataki,保陶基
kurt,库尔特
cobain,柯本
haley,哈利
sanford,桑福德
capriati,卡普里亚蒂
warhol,沃荷
boehner,博纳
millard,米勒德
fillmore,菲尔莫尔
janis,珍妮丝
joplin,乔普林
cyndi,辛蒂
lauper,罗波
lincecum,林斯肯
greta,葛丽泰
garbo,嘉宝
juan,胡安
trippe,特里普
bart,巴特
walt,沃尔特
disney,迪士尼
éva,陶尔多什
tardos,埃娃
félix,费利克斯
sánchez,桑切斯
erik,埃里克
kynard,金纳德
madonna,麦当娜
carmelita,卡美莉塔
jeter,杰特
mario,马里奥
lindbergh,林德伯格
aries,阿里斯
merritt,梅里特
gatlin,加特林
edison,爱迪生
fermi,费米
buddy,巴迪
harpernelson,哈珀纳尔逊
soros,索罗斯
creamer,克莱莫
angelina,安吉丽娜
jolie,朱莉
claye,克莱耶
angelo,安杰洛
kerron,克伦
deedee,迪迪
trotter,特罗特
sanya,桑娅
richardsross,理查兹
allyson,艾丽森
chuck,查克
marcel,马塞尔
duchamp,杜尚
hendrix,亨德里克斯
ditto,迪托
polgar,苏珊
lemay,李梅
kanye,肯伊
eaton,伊顿
trey,崔
hardee,哈迪
spielberg,斯皮尔伯格
nikola,尼古拉
tesla,特斯拉
madoff,马多夫
delisle,德莱尔
fullerton,富勒顿
moby,莫比
bode,伯德
tupac,图帕克
shakur,夏库尔
marissa,梅丽莎
mayer,梅尔
noam,诺姆
chomsky,乔姆斯基
nimoy,尼莫伊
chet,切特
picard,皮卡德
bogart,博加特
braddy,布兰迪
buzz,巴兹
aldrin,奥尔德林
teller,泰勒
suhr,苏尔
brittney,布莉妮
reese,瑞斯
tess,泰丝
gerritsen,格里森
twain,吐温
cates,凯茨
biden,拜登
dix,迪克斯
liza,丽莎
minnelli,明内利
mitchum,米彻姆
swallow,丝瓦罗
igor,伊戈尔
stravinsky,斯特拉文斯基
lashawn,拉肖恩
pharrell,法瑞尔
evert,埃弗特
hanks,汉克斯
hillary,希拉里
wariner,韦林纳
armisen,阿米森
mcenroe,麦肯罗
seth,塞斯
meyers,迈耶斯
hader,哈德
etten,艾顿
sudeikis,苏戴西斯
fey,菲
schwarzenegger,施瓦辛格
sasha,萨莎
nicklaus,尼克劳斯
schroeder,施罗德
sampras,森柏斯
aloe,洛伊
blacc,布莱克
earhart,埃尔哈特
tarantino,塔伦蒂诺
anousheh,阿努什
ansari,安萨里
cass,卡斯
simonyi,西蒙尼
dana,达纳
geronimo,杰罗尼莫
agassi,阿加西
kaley,凯莉
cuoco,库柯
ira,艾拉
remsen,雷姆森
conant,科南特
chekhov,契诃夫
stallman,斯托曼
dizzy,迪齐
wetterhahn,韦特豪恩
mária,玛丽亚
telkes,泰尔克斯
milk,米尔克
von,冯
neumann,诺伊曼
oscar,奥斯卡
randy,兰迪
pausch,波许
kaepernick,卡佩尼克
elie,埃利
wiesel,维瑟尔
sachs,萨克斯
stiglitz,斯蒂格利茨
opie,欧佩
wasserman,沃瑟曼
schultz,舒尔茨
saul,索尔
bellow,贝洛
solis,索利斯
heitkamp,海特坎普
selena,赛琳娜
borman,博尔曼
lindsey,林赛
vonn,沃恩
ceelo,希洛
woody,伍迪
juliet,茱莉叶
boone,布恩
shephard,谢泼德
béla,巴托克
bartók,贝拉
art,阿特
garfunkel,葛芬柯
reagan,里根
gesell,格塞尔
molaison,莫莱森
jablonsky,贾布隆斯基
witwer,维特威
whitney,惠特尼
deluise,德路易斯
straume,斯特劳姆
keamy,克米
peckinpah,毕京柏
lapidus,莱帕达斯
toub,托布
schirra,施艾拉
delpy,蝶儿
budd,巴德
boetticher,伯蒂彻
rouben,鲁宾
mamoulian,马莫利安
luise,露薏丝
rainer,蕾娜
curtiz,寇蒂斯
sharpless,沙普利斯
curl,柯尔
cassavetes,卡萨维兹
grissom,格里森
zalman,萨曼
zalmay,扎勒米
khalilzad,哈利勒扎德
lorenzo,罗伦佐
lamas,拉玛斯
wynorski,怀诺斯基
standish,斯坦迪什
knowles,诺尔斯
tjalling,特亚林
koopmans,科普曼斯
wyler,惠勒
capra,卡普拉
macdiarmid,麦克德尔米德
penn,潘
gene,吉恩
hawkeye,鹰眼
pollack,波勒
miloš,米洛斯
forman,福曼
vincente,文森特
wilder,怀德
lumet,卢梅
allende,阿言德
lubitsch,刘别谦
bennington,班宁顿
fonda,方达
delson,达尔森
landis,兰迪斯
spike,斯派克
muller,马勒
ivory,艾佛利
ventimiglia,文提米利亚
kirksey,柯克西
lovell,洛弗尔
elmer,埃尔默
bernstein,伯恩斯坦
zane,赞恩
huett,霍埃特
shinoda,筿田
friedkin,弗莱德金
shenkman,申克曼
milius,米利厄斯
dehart,德哈特
hubbard,哈伯德
burroughs,巴勒斯
subrahmanyan,苏布拉马尼扬
chandrasekhar,钱德拉塞卡
indiana,印第安纳
anders,安德斯
rector,雷克托
bayer,拜尔
broch,布洛赫
illich,伊里奇
kelsen,凯尔森
fritz,弗里茨
heider,海德
duke,杜克
pujols,普荷斯
teitelbaum,泰特尔鲍姆
beamon,比蒙
moses,摩西
mises,米塞斯
veronica,维罗妮卡
lake,雷克
lang,朗
maya,玛雅
angelou,安杰卢
grabb,格拉布
alana,阿兰娜
rockwell,洛克威尔
vidor,维多
drucker,德鲁克
cenk,坚克
uygur,维吾尔
al,艾尔
oerter,奥特
ewry,尤里
neutra,诺伊特拉
munk,芒克
gleick,格雷克
bettelheim,贝特尔海姆
muggsy,马格西
bogues,博格斯
duhamel,杜默
morhaime,莫怀米
preminger,普雷明格
landsteiner,兰德施泰纳
wilhelm,威廉
reich,赖希
niffenegger,尼芬格
moxley,莫克斯雷
jobs,乔布斯
brengle,布伦格尔
caprice,凯普瑞丝
bourret,布瑞特
jovi,乔飞
hackman,哈克曼
pesci,佩西
