陈定,チンサダ
黄鹤楼,キツルロウ
重阳节,チョウヨウ
江铃汽车,コウリンキシャ
中华人民共和国商务部,チュウカジンミンキョウワコクショウムブ
偏关县,ヘンセキケン
中国邮政,チュウゴクユウセイ
天津特大桥,テンシントクダイキョウ
中国气象局,チュウゴクキショウキョク
王府井天主堂,ワンフウチンテンシュドウ
阿瓦提县,アーバードケン
中国联通,チュウゴクレンゴウツウシン
中华人民共和国国家安全部,チュウカジンミンキョウワコクコッカアンゼンブ
武乡县,タケサトケン
和顺县,カズジュンケン
海兴县,ウミオキケン
酉阳土家族苗族自治县,トリヒトゥチャゾクミャオゾクジチケン
深泽县,フカサワケン
龙井茶,リュウイチャ
青冈县,アオオカケン
无极县,ムキョクケン
义县,ギケン
平顺县,タイラジュンケン
定襄县,テイジョウケン
乡宁县,ゴウヤスシケン
自治州,ジチシュウ
东北边疆历史与现状系列研究工程,トウホクコウテイ
居庸关,キョイサオセキ
巴林左旗,バイリンヒダリハタ
中国民用航空局,チュウコクミンヨウコウクウキョク
尼雅遗址,ニヤイセキ
瑞星,ウイルスキラー
东乡族自治县,トウゴウゾクジチケン
屏边苗族自治县,ヘイアタリミャオゾクジチケン
燕山,ツバメサンサンミャク
寿阳县,コトブキヨウケン
陵川县,リョウカワケン
平陆县,ヒラクガケン
宁武县,ヤスシタケケン
河曲县,カマガリケン
丰宁满族自治县,ユタカヤスシマンゾクジチケン
建平县,ケンタイラケン
逊克县,ヘリクダカツケン
建昌县,タテアキラケン
西峡县,ニシカイケン
雷山县,ライザンケン
稷山县,キビヤマガタ
吴桥县,クレバシケン
成县,ナルケン
饶河县,ニョウカワケン
阿穆尔板块,アムールプレート
上海国际电影节,シャンハイコクサイエイガサイ
亚洲冰球联赛,アジアリーグアイスホッケー
成安县,ナリヤスケン
承德县,ウケタマワトクケン
成都武侯祠,セイトタケシコウホコラ
城步苗族自治县,ジョウアユミミャオゾクジチケン
澄城县,キヨシグスクケン
成都天诚足球俱乐部,セイトタカシマコトアシダマクラブ
蒲县,カバノケン
成都市体育中心,ナルトシタイイクチュウシン
兴县,オキケン
辽阳县,リョウヒケン
古尔班通古特沙漠,グルバンテュンギュトサバク
乌江,カラスエ
中华人民共和国建设部,チュウカジンミンキョウワコクケンセツブ
丰顺县,ユタカジュンケン
西丰县,ニシユタカケン
贵州茅台,キシュウカヤダイシュ
黄帝陵,キミカドリョウ
青岛胶州湾大桥,チンタオニカワシュウワンオオハシ
斯诺克中国公开赛,チュウゴクオープン
赫哲族,ナナイ
中国石油天然气股份,チュウゴクセキユテンネンキ
中国铁建,チュウゴクテッケン
中国海外发展,チュウゴクカイガイハッテン
中国邮政航空,チュウゴクユウセイコウクウ
建湖县,タテミズウミケン
中国西北航空,チュウゴクセイホクコウクウ
松阳县,ショウヨウケン
灵隐寺,レイコモテラ
城子崖遗址,シロコガケイセキ
巫山山脉,ミコヤマ
葛洲坝水利枢纽,カズラシュウダム
成武县,ナルタケケン
文水县,ブンスイケン
石楼县,イシロウケン
中国羽毛球公开赛,チュウゴクオープン
中国网通,チュウゴクモウドオリ
岚县,アラシケン
嘉荫县,ヨシミカゲケン
柳林县,ヤナギバヤシケン
城口县,シログチケン
城固县,シロカタケン
中国货运航空,チュウコッカウンコウクウ
中国交通建设公司,チュウゴクコウツウケンセツ
称多县,ショウタケン
华夏航空,ハナナツコウクウ
中国人寿保险,チュウゴクジンコトブキホケン
中欧国际工商学院,チュウオウコクサイコウショウガクイン
中国羽毛球大师赛,チュウゴクマスターズ
佛山世纪莲体育中心,セイキハチスタイイクチュウシン
克山县,カツヤマガタ
依安县,ヨヤスケン
集贤县,アツマリカシコケン
喀喇沁左翼蒙古族自治县,カラチンサヨクモンゴルゾクジチケン
泰来县,ヤスシライケン
中苏交恶,チュウソタイリツ
南乐县,ミナミラクケン
河南足球俱乐部,カナンスセリュウモンアシダマクラブ
香港特别行政区行政会议,ギョウセイカイギ
苏州市体育中心,ソシュウスポーツセンター
休宁县,キュウヤスシケン
金湖县,キムミズウミケン
中国神华能源,カミハナノウゲン
全椒县,ゼンハジカミケン
广饶县,ヒロニョウケン
宁海县,ヤスシウミケン
海盐县,ウミシオケン
中华人民共和国死刑制度,チュウカジンミンキョウワコクニオケルシケイ
林口县,ハヤシグチケン
象山县,ゾウザンケン
元氏县,モトシケン
桦南县,カバミナミケン
大黑山,ダイコクサン
克孜尔尕哈石窟,キジルガハセックツ
房山云居寺,クモイテラ
中华人民共和国国务院副总理,コクムインフクソウリ
中国共产党中央书记处,チュウゴクキョウサントウチュウオウショキショ
火焰山,カエンヤマ
海北藏族自治州,ウミキタチベットゾクジチシュウ
道真仡佬族苗族自治县,ミチザネコーラオゾクミャオゾクジチケン
长白山脉,チョウシロサンミャク
中国新华航空,チュウゴクシンハナコウクウ
西部大开发,セイブダイカイハツ
中国西部航空,チュウゴクセイブコウクウ
中国联合航空,チュウゴクレンゴウコウクウ
方山县,ホウヤマガタ
洪洞县,ヒロシホラケン
庆安县,ケイアンケン
射阳县,イヒケン
东海县,トウカイケン
黑山县,クロヤマケン
中华人民共和国国防部,チュウカジンミンキョウワコクコクボウブ
宁津县,ヤスシツケン
夏津县,ナツツケン
南陵县,ナンリョウケン
来安县,ライヤスケン
高青县,コウアオケン
中华人民共和国环境保护部,チュウカジンミンキョウワコクセイタイカンキョウブ
广济寺,ヒロスミテラ
南城县,ナンジョウケン
清流县,セイリュウケン
岳西县,タケニシケン
铜鼓县,ドウツヅミケン
湖口县,ミズウミグチケン
芦溪县,アシケイケン
华安县,ハナヤスケン
郎溪县,ロウケイケン
天津地铁,テンシンチカテツ
丹霞地貌,タンカスミチケイ
中国男子篮球职业联赛,チュウゴクプロバスケットボールリーグ
费县,ヒケン
平原县,ヘバラケン
青阳县,アオヨウケン
庐江县,イオリエケン
涡阳县,ウズヒケン
岳麓山,タケハヤマ
香港天文台,ホンコンテンモンダイ
天台县,テンダイケン
浦江县,ウラエケン
贡嘎山,ミニヤコンカ
新野县,シンノケン
微山县,ビヤマガタ
金乡县,キムゴウケン
庆元县,ケイモトケン
宁化县,ヤスシカケン
尤溪县,ユウケイケン
冠县,カンムリケン
齐河县,ヒトシカワケン
单县,タンケン
蒙阴县,コウムカゲケン
高唐县,コウトウケン
嘉祥县,ヨシミサチケン
中国国家男子排球队,バレーボールチュウカジンミンキョウワコクダンシダイヒョウ
极乐寺,ゴクラクジ
中国乒乓球超级联赛,チュウゴクタッキュウスーパーリーグ
莲花县,レンゲケン
怀宁县,フトコロヤスシケン
东平县,ヒガシダイラケン
宿松县,ヤドマツケン
东明县,トウメイケン
东阿县,ヒガシオモネケン
修水县,オサムミズケン
石城县,セキジョウケン
大秦景教流行中国碑,タイシンケイキョウリュウコウチュウゴクヒ
中国男子冰球代表队,アイスホッケーチュウゴクダイヒョウ
文县,ブンケン
中国社会科学院,チュウゴクシャカイカガクイン
云和县,クモカズケン
宁阳县,ヤスシヒケン
新乡县,シンゴウケン
天坛大佛,テンダンダイブツ
方正县,ホウセイケン
磐安县,イワヤスケン
开宝寺琉璃塔,ヒラキタカラテラトウ
佑宁寺,ゴンルンテラ
洛宁县,ラクヤスシケン
黎川县,ハジムカワケン
嵩县,ダケケン
鱼台县,サカナダイケン
通许县,ツウモトケン
兰考县,ランコウケン
大新华航空,ダイシンハナコウクウ
修武县,オサムタケケン
内黄县,ウチキケン
延津县,ノベツケン
峡江县,キョウコウケン
奉新县,タテマツシンケン
自治县,ジチケン
玉山县,タマヤマケン
利津县,トギツケン
兴教寺,キョウキョウテラ
太湖县,タイコケン
江汉平原,コウカンヘイゲン
安福县,ヤスフクケン
中国科学院,チュウゴクカガクイン
河北航空,カワキタコウクウ
白玉县,シラタマケン
中国共产党中央委员会组织部,チュウゴクキョウサントウチュウオウソシキブ
红安县,ベニヤスケン
新安县,シンヤスケン
民权县,ミンケンケン
汝阳县,ナンジヒケン
宜阳县,ムベヒケン
芒康县,マルカムケン
化隆回族自治县,カタカシカイゾクジチケン
人民英雄纪念碑,ジンミンエイユウキノネンヒ
天津津门虎足球俱乐部,テンシンツモントラアシダマクラブ
宁远县,ヤスシトオケン
格兰仕,ギャランツ
重庆航空,ターチンコウクウ
崇仁县,タカシヒトシケン
崇阳县,タカシヒケン
崇义县,タカシギケン
封丘县,フウオカケン
伊川县,イカワケン
商城县,ショウグスクケン
台前县,タイゼンケン
平安金融中心,ヘイアンコクサイキンユウチュウシン
中国共产党中央政治局,チュウゴクキョウサントウチュウオウセイジキョク
新县,シンケン
商水县,ショウスイケン
罗山县,ラザンケン
胡椒饼,コショウモチ
原阳县,ハラヨウケン
平舆县,ヒラコシケン
温县,ユタカケン
西华县,ニシハナケン
拉布吉康峰,ラブチェカン
平阴县,ヒラカゲケン
恒隆地产,ツネタカチサン
鸡足山,ケイソクサン
中山靖王墓,マンシロカンボ
英利绿色能源控股有限公司,ヒデトシリョクショクノウゲン
武陟县,タケノボルケン
社旗县,シャハタケン
善化寺,ゼンカテラ
江口县,エグチケン
安吉县,ヤスヨシケン
赵州桥,アンワタルキョウ
公民足球队,コウミンアシダマタイ
大庆油田,タイケイユデン
获嘉县,エヨシミケン
商河县,ショウカワケン
内乡县,ウチゴウケン
光山县,コウヤマケン
襄城县,ジョウグスクケン
叶县,ハケン
成都航空,セイトコウクウ
香港金融管理局,ホンコンキンユウカンリキョク
渠江,ミゾコウ
安化县,ヤスカケン
黄浦公园,キウラコウエン
安徽海螺水泥,アンキカイニシミドロ
西溪湿地,ニシケイシッチコウエン
淳安县,ジュンヤスケン
淳化县,ジュンカケン
西藏航空,チベットコウクウ
友谊峰,フィティンサン
江苏南京广播电视塔,チァンスーナンキンテレビトウ
昂船洲大桥,ストーンカッターズキョウ
敏珠林寺,ミンドルリンテラ
萨迦寺,サキャテラ
西平县,ニシヒラケン
远安县,トオヤスケン
新宁县,シンヤスシケン
英山县,エイヤマガタ
房县,ボウケン
公安县,コウアンケン
