セッシュウ,셋슈,sesshuu,sessyu
ヒダ,토비타,hida,tobita
テンオトコ,노부오,tenotoko,nobuo
タニザキ,다니자키,tanizaki,danijaki
サトタチ,비다쓰,satotachi,bidasseu
アントク,안토쿠,antoku,antoku
サガ,사가,saga,saga
ナルツトム,세이무,narutsutomu,seimu
コウタイラ,고헤이,koutaira,gohei
コウトリ,고토바,koutori,gotoba
ハネテンノウ,천황,hanetennou,ceonhwang
イソオ,이소오,isoo,isoo
ムサシ,무사시보,musashi,musasibo
ボウベンケイ,벤케이,boubenkei,benkei
カズツキ,와츠키,kazutsuki,waceuki
キヨシキ,키요키바,kiyoshiki,kiyokiba
バシュンスケ,슌스케,bashunsuke,syunseuke
ミツクニ,미쓰쿠니,mitsukuni,misseukuni
シモダ,시모다,shimoda,simoda
シシド,시시도,shishido,sisido
タクマ,다쿠마,takuma,dakuma
ヤブサキ,야부사키,yabusaki,yabusaki
イワダレ,이와다레,iwadare,iwadare
ホリベ,호리베,horibe,horibe
タケイサオ,다케쓰네,takeisao,dakesseune
リョウモト,스즈모토,ryoumoto,seujeumoto
キリタニ,키리타니,kiritani,kiritani
ミレイ,미레이,mirei,mirei
シンゼン,고사키,shinzen,gosaki
アカツキ,사토루,akatsuki,satoru
マツナカ,마쓰나카,matsunaka,masseunaka
ノブヒコ,노부히코,nobuhiko,nobuhiko
アリミチ,아루도,arimichi,arudo
オリド,오리토,orido,orito
ヤサク,야하기,yasaku,yahagi
シャユウリ,사유리,shayuuri,sayuri
ヒサヤ,히사야,hisaya,hisaya
タンバ,탄바,tanba,tanba
タケノ,다케노우치,takeno,dakenouci
ウチユタカ,유타카,uchiyutaka,yutaka
セイレン,기요카도,seiren,giyokado
ホマレシオット,요시오,homareshiotto,yosio
ミチノク,무쓰,michinoku,musseu
ソウヒカリ,무네미쓰,souhikari,munemisseu
ワキサカ,와키자카,wakisaka,wakijaka
ウエンツ,웬츠,uentsu,wenceu
アキラシ,에이지,akirashi,eiji
セイソク,마사노리,seisoku,masanori
ジョウキヨシ,조세이,joukiyoshi,josei
カワヨシミチ,요시미치,kawayoshimichi,yosimici
コトブキミヤツコ,도시조,kotobukimiyatsuko,dosijo
カツナリ,가쓰시게,katsunari,gasseusige
ヒョウエ,효에,hyoue,hyoe
ニシタニ,니시타니,nishitani,nisitani
ダザイ,다자이,dazai,dajai
タカノリ,고토쿠,takanori,gotoku
オウシン,오진,oushin,ojin
コウシロ,고시라카와,koushiro,gosirakawa
ガブモトチカ,모토치카,gabumotochika,motocika
ヨシシン,요시노부,yoshishin,yosinobu
キヨマサ,기요마사,kiyomasa,giyomasa
ハラミチダイ,미치히로,haramichidai,micihiro
シオリサイ,아리하라,shiorisai,arihara
ジョンマン,존,jonman,jon
ハルノリ,요잔,harunori,yojan
セン,센,sen,sen
モリユウ,모리,moriyuu,mori
トキオカ,도키오카,tokioka,dokioka
セキタカ,세키,sekitaka,seki
ヒロシコウ,히로타카,hiroshikou,hirotaka
コウミズ,고미즈노오,koumizu,gomijeunoo
オテンノウ,천황,otennou,ceonhwang
タイホウ,다이호,taihou,daiho
ビスイ,요시미즈,bisui,yosimijeu
カガミ,가가미,kagami,gagami
ヨシタカシ,요시무네,yoshitakashi,yosimune
イワマツ,이와마쓰,iwamatsu,iwamasseu
ソウシゲル,무네시게,soushigeru,munesige
シノダ,시노다,shinoda,sinoda
ナオシゲル,히사노리,naoshigeru,hisanori
ジョウアキラ,조,jouakira,jo
ハンミヤツコ,한조,hanmiyatsuko,hanjo
クマイ,쿠마이,kumai,kumai
トモリナ,유리나,tomorina,yurina
サトエイ,리에,satoei,rie
コミネ,고미네,komine,gomine
ツルミ,쓰루미,tsurumi,sseurumi
コンポン,네모토,konpon,nemoto
セヌマ,세누마,senuma,senuma
コトバシ,노리후미,kotobashi,norihumi
タカマサ,다카마사,takamasa,dakamasa
イエツナ,이에쓰나,ietsuna,iesseuna
ユウミ,유미,yuumi,yumi
イエシゲ,이에시게,ieshige,iesige
オトシ,케이,otoshi,kei
タニケイ,다니,tanikei,dani
ヨコミゾ,요코미조,yokomizo,yokomijo
ニトウ,니토,nitou,nito
モエノ,모에노,moeno,moeno
シヅカ,시즈카,shidzuka,sijeuka
タナ,타나베,tana,tanabe
ブセイライ,미쿠,buseirai,miku
チサト,치사토,chisato,cisato
マキグチ,마키구치,makiguchi,makiguci
ムタ,무타구치,muta,mutaguci
ストウ,스도우,sutou,seudou
サキモト,사키모토,sakimoto,sakimoto
フ,아유미,fu,ayumi
イワサ,이와사,iwasa,iwasa
トシイエ,도시이에,toshiie,dosiie
トウトヒロシ,다카히로,toutohiroshi,dakahiro
ウチダテ,우치다테,uchidate,ucidate
トモヨ,토모요,tomoyo,tomoyo
ヌノベ,누노베,nunobe,nunobe
ヒコウ,다카노리,hikou,dakanori
ナガヤ,나가야,nagaya,nagaya
オウ,왕,ou,wang
キヨシオコシ,기요오키,kiyoshiokoshi,giyooki
スギウチ,스기우치,sugiuchi,seugiuci
ミチヤ,미치이에,michiya,miciie
チカマツ,지카마쓰,chikamatsu,jikamasseu
モンザエモン,몬자에몬,monzaemon,monjaemon
リュウユキ,타츠유키,ryuuyuki,taceuyuki
ガカセイ,이에마사,gakasei,iemasa
テツザン,데쓰잔,tetsuzan,desseujan
マリカ,마리카,marika,marika
ナツノゾミ,나츠키,natsunozomi,naceuki
アズミ,아즈미,azumi,ajeumi
スオウ,스오,suou,seuo
フカヅ,후카츠,fukadzu,hukaceu
ハルノブ,하루노부,harunobu,harunobu
シゲアキ,시게아키,shigeaki,sigeaki
テイメイ,데이메이,teimei,deimei
ヒロシショウ,유토,hiroshishou,yuto
オキアユ,오키아유,okiayu,okiayu
カワキョウコ,쿄코,kawakyouko,kyoko
ツジイ,츠지이,tsujii,ceujii
トモヒコ,도모히코,tomohiko,domohiko
ヒカリキョウ,미쓰노리,hikarikyou,misseunori
カイモト,가이모토,kaimoto,gaimoto
サイワイジロウ,고지로,saiwaijirou,gojiro
ナカライ,나카라이,nakarai,nakarai
トウスイ,도스이,tousui,doseui
トモカ,도모카,tomoka,domoka
タダヤス,다다야스,tadayasu,dadayaseu
カワカツ,가와카쓰,kawakatsu,gawakasseu
ヨシノリヒコ,유키히코,yoshinorihiko,yukihiko
ツルタ,쓰루타,tsuruta,sseuruta
クニエ,쿠니에,kunie,kunie
ジュンニン,준닌,junnin,junnin
クルミ,구루미,kurumi,gurumi
ミズヤマ,즈이잔,mizuyama,jeuijan
ノリヒロ,노리히로,norihiro,norihiro
ジッソウ,짓소지,jissou,jissoji
テラアキオ,아키오,teraakio,akio
オオサワ,오오사와,oosawa,oosawa
オクハナ,오쿠,okuhana,oku
ローサ,로사,rōsa,rosa
ムラマツ,무라마쓰,muramatsu,muramasseu
ショウヒサ,고쿠보,shouhisa,gokubo
ホユウキ,히로키,hoyuuki,hiroki
サトホ,리호,satoho,riho
ゾウケン,야나가와,zouken,yanagawa
ワタルココロザシ,노부유키,watarukokorozashi,nobuyuki
モコミチ,모코미치,mokomichi,mokomici
ガショウショウ,마사카쓰,gashoushou,masakasseu
セキシュン,세키,sekishun,seki
シダ,시다,shida,sida
ミライ,미라이,mirai,mirai
フヒサ,후쿠무라,fuhisa,hukumura
ムラキヨシ,미즈키,murakiyoshi,mijeuki
コウオン,카논,kouon,kanon
ケンユウ,켄유,kenyuu,kenyu
オオイワ,오이와,ooiwa,oiwa
メイテンスメラギ,천황,meitensumeragi,ceonhwang
ハンタダシ,한제이,hantadashi,hanjei
マツクラ,마쓰쿠라,matsukura,masseukura
ヒサセイ,히사마사,hisasei,hisamasa
マモリタカシ,모리타카,mamoritakashi,moritaka
リョウエイ,료에이,ryouei,ryoei
ジュンノスケ,준노스케,junnosuke,junnoseuke
アカシ,아카시야,akashi,akasiya
イエサンマ,산마,iesanma,sanma
モリススム,모리,morisusumu,mori
ミズウミツキ,코즈키,mizuumitsuki,kojeuki
イクタ,이쿠타,ikuta,ikuta
コロモリナ,에리나,koromorina,erina
ミワ,미와,miwa,miwa
ハママツ,나카무라,hamamatsu,nakamura
レンゾクサツジンジケン,세이사쿠,renzokusatsujinjiken,seisaku
テラタカノブ,다카노부,teratakanobu,dakanobu
ウミニ,우미카,umini,umika
ヨシノ,요시노,yoshino,yosino
ナルミヤ,나리미야,narumiya,narimiya
ヒロシタカ,히로키,hiroshitaka,hiroki
シノブシゲル,오시나리,shinobushigeru,osinari
シュウゴ,슈고,shuugo,syugo
リユ,리유,riyu,riyu
ヤブヒロシ,야부,yabuhiroshi,yabu
フトシ,코타,futoshi,kota
ホミヤツコ,야스조,homiyatsuko,yaseujo
ミゾハタ,미조바타,mizohata,mijobata
ジュンタイラ,준페이,juntaira,junpei
キンノワカ,코토노와카,kinnowaka,kotonowaka
ヤブウチ,야부우치,yabuuchi,yabuuci
トキサダトモ,테이유우,tokisadatomo,teiyuu
インマツジ,마쓰지,inmatsuji,masseuji
クロサキ,구로사키,kurosaki,gurosaki
シュンペイ,슌페이,shunpei,syunpei
セイツヨシ,세이고,seitsuyoshi,seigo
ケンツヨシ,겐고,kentsuyoshi,gengo
イタルヒサシ,타츠히사,itaruhisashi,taceuhisa
トキコ,토키코,tokiko,tokiko
コウゲン,다카하라,kougen,dakahara
チョクヤスシ,나오히로,chokuyasushi,naohiro
マユコ,마유코,mayuko,mayuko
タケタチ,타케타츠,taketachi,taketaceu
ヨシセ,키치세,yoshise,kicise
ノブハル,노부하루,nobuharu,nobuharu
マコトワレ,세이고,makotoware,seigo
イヌヅカ,이누즈카,inudzuka,inujeuka
ツジオ,쓰지오,tsujio,sseujio
イサムイツキ,유키,isamuitsuki,yuki
タマダ,다마다,tamada,damada
チカラ,쓰토무,chikara,sseutomu
サワラ,사와라,sawara,sawara
カラサワ,카라사와,karasawa,karasawa
コトブキアキラ,토시아키,kotobukiakira,tosiaki
リキヤ,리키야,rikiya,rikiya
ノテッカン,뎃칸,notekkan,deskan
リョウスケ,료스케,ryousuke,ryoseuke
ヒデミ,호쓰미,hidemi,hosseumi
タキザワ,타키자와,takizawa,takijawa
ユユコ,유유코,yuyuko,yuyuko
アヤセ,아야세,ayase,ayase
チカオ,치카오,chikao,cikao
ニシカワ,니시카와,nishikawa,nisikawa
ショウワレ,쇼고,shouware,syogo
ヒサナガ,히사나가,hisanaga,hisanaga
タツトク,다쓰노리,tatsutoku,dasseunori
カワユウ,유,kawayuu,yu
ユウカイ,유스케,yuukai,yuseuke
オキタカシ,오키무네,okitakashi,okimune
モロイ,모로이,moroi,moroi
タヤマ,다야마,tayama,dayama
カタイ,가타이,katai,gatai
イヌワラベ,이누도,inuwarabe,inudo
タカシシン,스진,takashishin,seujin
ヤマデラ,야마데라,yamadera,yamadera
ハラシャ,하라,harasha,hara
ユウリ,사유리,yuuri,sayuri
カワタ,가와타,kawata,gawata
アキラヘイ,고헤이,akirahei,gohei
ガクガ,누카가,gakuga,nukaga
フクシロウ,후쿠시로,fukushirou,hukusiro
エリサイ,에리나,erisai,erina
サカオ,에이오,sakao,eio
キタジマ,기타지마,kitajima,gitajima
タイラススム,다이라노,tairasusumu,dairano
モン,마사카도,mon,masakado
オンナコウ,히카루,onnakou,hikaru
ハラリュウ,하라,hararyuu,hara
コウモト,고겐,koumoto,gogen
トミオ,도요오,tomio,doyoo
アラヤ,아라타니,araya,aratani
オオイ,오이,ooi,oi
チタカシ,도모타카,chitakashi,domotaka
カマタ,가마타,kamata,gamata
マツドノ,마쓰도노,matsudono,masseudono
モトボウ,모토후사,motobou,motohusa
メグロ,메구로,meguro,meguro
マサシ,쇼지,masashi,syoji
シュウゲツ,아키즈키,shuugetsu,akijeuki
タネチョウ,다네나가,tanechou,danenaga
キタザワ,기타자와,kitazawa,gitajawa
ナバ,나나미,naba,nanami
カワタロウ,다로,kawatarou,daro
イマサトシ,곤,imasatoshi,gon
クニヒコ,구니히코,kunihiko,gunihiko
マサチカ,오기마치,masachika,ogimaci
トヨヒト,도요히토,toyohito,doyohito
マサマサル,마사히로,masamasaru,masahiro
ムカイ,무카이,mukai,mukai
リ,오사무,ri,osamu
サヤ,이리에,saya,irie
ヨネダ,요네다,yoneda,yoneda
ヒサフジ,구도,hisafuji,gudo
セイチ,세이지,seichi,seiji
イワナミ,이와나미,iwanami,iwanami
タケレツ,부레쓰,takeretsu,buresseu
フクオカ,후쿠오카,fukuoka,hukuoka
シンカイ,신카이,shinkai,sinkai
ワカツキ,와카쓰키,wakatsuki,wakasseuki
テンム,덴무,tenmu,denmu
シバ,시바,shiba,siba
リョウタロウ,료타로,ryoutarou,ryotaro
ケイオヤ,다카치카,keioya,dakacika
ハカマダ,하카마다,hakamada,hakamada
イノウ,이노,inou,ino
チュウケイ,다다타카,chuukei,dadataka
ジャクチュウ,자쿠추,jakuchuu,jakucu
マレゼイ,기세노사토,marezei,gisenosato
ノサトヒロシ,유타카,nosatohiroshi,yutaka
アラタ,아라타,arata,arata
コトブキサン,코토부키,kotobukisan,kotobuki
インジケン,조산원,injiken,josanweon
カンタロウ,간타로,kantarou,gantaro
ヌサハラ,시데하라,nusahara,sidehara
キジュウロウ,기주로,kijuurou,gijuro
イエサダ,이에사다,iesada,iesada
クボタ,구보타,kubota,gubota
ホタル,호타루,hotaru,hotaru
サイカ,사야카,saika,sayaka
チョウイサム,조,chouisamu,jo
アサヤスシ,아사야스,asayasushi,asayaseu
リョウヨウ,노리히로,ryouyou,norihiro
アオエ,아오에,aoe,aoe
コウジョウ,에가미,koujou,egami
ミカコ,미카코,mikako,mikako
カナイ,가나이,kanai,ganai
ナカゴメ,나카고미,nakagome,nakagomi
タケ,가쿠,take,gaku
クラヌキ,구라누키,kuranuki,guranuki
カワマエ,가와마에,kawamae,gawamae
ウラカミ,우라카미,urakami,urakami
キョウジ,쓰네토키,kyouji,sseunetoki
シゲマツ,시게마쓰,shigematsu,sigemasseu
アイソウ,아이,aisou,ai
ムロイ,무로이,muroi,muroi
キサワ,기자와,kisawa,gijawa
ハラサキ,하라사키,harasaki,harasaki
カタノ,가타노사카,katano,gatanosaka
サカトモヒロ,도모히로,sakatomohiro,domohiro
チョクオコシ,나오키,chokuokoshi,naoki
リョウチ,레이지,ryouchi,reiji
カミヤマ,가미야마,kamiyama,gamiyama
シバザキ,시바사키,shibazaki,sibasaki
タカシココロザシ,미쓰유키,takashikokorozashi,misseuyuki
シマアデミール,아데미르,shimaademīru,ademireu
イイオ,이이오,iio,iio
セイヒロシ,마사히로,seihiroshi,masahiro
アク,아쿠,aku,aku
イソダ,이소다,isoda,isoda
ヨシワ,요시카즈,yoshiwa,yosikajeu
シゲキ,시게키,shigeki,sigeki
ヒロシキノ,히로키,hiroshikino,hiroki
リンツカサ,도모지,rintsukasa,domoji
ナオホン,나오모토,naohon,naomoto
ヤスヒロジュ,유키,yasuhiroju,yuki
シュンフトシ,슌타,shunfutoshi,syunta
リュウヒトシ,류지,ryuuhitoshi,ryuji
コウフトシ,고타,koufutoshi,gota
ヒラモト,히라모토,hiramoto,hiramoto
ヒラシゲ,히라시게,hirashige,hirasige
オオガミ,오가미,oogami,ogami
キショウ,쇼,kishou,syo
エイロウ,히데오,eirou,hideo
ヒカリナオ,미쓰나오,hikarinao,misseunao
ナラ,나라,nara,nara
イサムオサム,유지,isamuosamu,yuji
ロギ,미치키,rogi,miciki
スゴウ,스고,sugou,seugo
アツタ,아쓰타,atsuta,asseuta
ユウツジュ,유즈키,yuutsuju,yujeuki
モリタカシ,모리,moritakashi,mori
ヒラマ,히라마,hirama,hirama
イシヅカ,이시즈카,ishidzuka,isijeuka
ケイジ,게이지,keiji,geiji
タカミツ,다카미쓰,takamitsu,dakamisseu
コケグチ,고케구치,kokeguchi,gokeguci
タカシマレ,슌키,takashimare,syunki
ヒサコウ,히사타카,hisakou,hisataka
ヨウジ,요지,youji,yoji
カドワキ,카도와키,kadowaki,kadowaki
ヒサキョウ,히사오키,hisakyou,hisaoki
タユキ,유키,tayuki,yuki
ダイシロウ,다이시로,daishirou,daisiro
ノウコウ,요시유키,noukou,yosiyuki
ヒデヤ,히데야,hideya,hideya
キノトモ,기노,kinotomo,gino
ノリ,도모노리,nori,domonori
タスクアキラ,유스케,tasukuakira,yuseuke
ショウシキ,고시키부노,shoushiki,gosikibuno
モリシマ,모리시마,morishima,morisima
チエ,치에,chie,cie
オオナカ,오나카토미노,oonaka,onakatomino
シンノウセン,요시노부,shinnousen,yosinobu
ツカダ,쓰카다,tsukada,sseukada
セイアキラ,마사아키,seiakira,masaaki
タイラタカシ,다이라노,tairatakashi,dairano
タダヒコ,다다히코,tadahiko,dadahiko
ヤマガ,야마가,yamaga,yamaga
ジンゴ,니고,jingo,nigo
マヤコ,마야코,mayako,mayako
シノザキ,시노자키,shinozaki,sinojaki
ギンガ,긴가,ginga,ginga
バンジョウ,반조,banjou,banjo
ユウジロウ,유지로,yuujirou,yujiro
ノケイジカ,요시나오,nokeijika,yosinao
ミヤクニ,미야구니,miyakuni,miyaguni
ムクススム,료스케,mukususumu,ryoseuke
イノセ,이노세,inose,inose
セイサカリ,마사모리,seisakari,masamori
フサキチ,후사키치,fusakichi,husakici
マサタカシ,마사타카,masatakashi,masataka
クナイ,미야우치,kunai,miyauci
テルオサム,데루키,teruosamu,deruki
タテノ,다치노,tateno,dacino
シュンユウ,슌스케,shunyuu,syunseuke
カワケンタ,겐타,kawakenta,genta
セイリツ,시게타쓰,seiritsu,sigetasseu
モリヤス,모리야스,moriyasu,moriyaseu
フジシロ,후지시로,fujishiro,hujisiro
シンヨ,노부요,shinyo,nobuyo
タカモリ,타카모리,takamori,takamori
サヤケイ,사야카,sayakei,sayaka
ミナモトトオル,미나모토노,minamototooru,minamotono
イモウトコ,이모코,imoutoko,imoko
タワラヤ,다와라야,tawaraya,dawaraya
ソウイタル,소타쓰,souitaru,sotasseu
イイン,고레타다,iin,goretada
ヒジリヒトシ,마사토,hijirihitoshi,masato
テツタロウ,데쓰타로,tetsutarou,desseutaro
ノボルフトシ,고타,noborufutoshi,gota
カシワセ,가시와세,kashiwase,gasiwase
リュウミヤビ,류가,ryuumiyabi,ryuga
ハラミノル,미노루,haraminoru,minoru
ソウタケシ,무네타케,soutakeshi,munetake
トクタ,도쿠다,tokuta,dokuda
シュウセイ,슈세이,shuusei,syusei
ハレケイ,하루카게,harekei,harukage
スズタイラ,스즈히라,suzutaira,seujeuhira
ナカツカ,나카쓰카,nakatsuka,nakasseuka
タケツグ,다케지,taketsugu,dakeji
ヒデヤス,히데야스,hideyasu,hideyaseu
イサムカイ,유스케,isamukai,yuseuke
サチシ,요시히토,sachishi,yosihito
ヒロフミ,히로후미,hirofumi,hirohumi
ツネタカ,쓰네나리,tsunetaka,sseunenari
オオモト,오모토,oomoto,omoto
マコトモトコ,마키코,makotomotoko,makiko
セイケン,세이켄,seiken,seiken
ナガセ,나가세,nagase,nagase
マトノ,마도노,matono,madono
クルス,구루스,kurusu,guruseu
シュウモト,히데모토,shuumoto,hidemoto
シゲハル,시게하루,shigeharu,sigeharu
リョウハナ,스즈카,ryouhana,seujeuka
フチ,시라누이,fuchi,siranui
ヒマイ,마이,himai,mai
クミコ,쿠미코,kumiko,kumiko
シブヤ,시부타니,shibuya,sibutani
スバル,스바루,subaru,seubaru
ミヨコ,미요코,miyoko,miyoko
トモミチ,토모미치,tomomichi,tomomici
モギ,모테기,mogi,motegi
サトタカシ,도시미쓰,satotakashi,dosimisseu
イワヤ,이와야,iwaya,iwaya
ヒカリタイラ,고헤이,hikaritaira,gohei
アキラケイ,마사카게,akirakei,masakage
シオザワ,시오자와,shiozawa,siojawa
リヘイ,리헤이,rihei,rihei
キゲン,도시유키,kigen,dosiyuki
ノブタダ,노부타다,nobutada,nobutada
