глюкоза,グリュコーザ,glyukoza
вишнёва,ヴィシニョーワ,vishnyova
альбина,アルビナ,albina
ахатова,アハトワ,ahatova
белла,ベーラ,bella
ахмадулина,アフマドゥーリナ,ahmadulina
лебзяк,レブジアク,lebzyak
апти,アプティ,apti
аухадов,アウハドフ,auhadov
болдырев,ボルドゥイレフ,boldyrev
кондрашин,コンドラシン,kondrashin
сёмина,ショミナ,syomina
пелевин,ペレーヴィン,pelevin
памфилова,パンフィーロワ,pamfilova
ледяхов,レディアコフ,ledyahov
рейман,レイマン,reyman
ромашина,ロマシナ,romashina
фёдоров,フョードロフ,fyodorov
гавриил,ガブリール,gavriil
магнитский,マグニツキー,magnitskiy
пётр,ピョートル,pyotr
красилов,クリシロフ,krasilov
степанова,ステパノワ,stepanova
болотников,ボロトニコフ,bolotnikov
рогозин,ロゴージン,rogozin
генрих,ゲンリッヒ,genrih
альтшуллер,アルツシューラー,altshuller
богдан,ボグダン,bogdan
сергеев,セルゲーエフ,sergeev
иосиф,ヨシフ,iosif
хейфиц,ケイフィッツ,heyfic
севастьянов,セバスチャノフ,sevastyanov
лисица,リシッツァ,lisica
гамова,ガモワ,gamova
канаева,カナエワ,kanaeva
бареев,バレエフ,bareev
кустинская,カスティンスカヤ,kustinskaya
колобков,コロブコフ,kolobkov
гребешкова,グレベシュコワ,grebeshkova
потанин,ポターニン,potanin
вислова,ビスローバ,vislova
плисецкая,プリセツカヤ,pliseckaya
туган,トゥガン,tugan
сохиев,ソヒエフ,sohiev
хлопонин,フロポーニン,hloponin
гаврылюк,ガブリリュク,gavrylyuk
кондакова,コンダコワ,kondakova
харитонов,ハリトーノフ,haritonov
вагиз,ヴァギズ,vagiz
галиулин,ガリウリン,galiulin
катанандов,カタナンドフ,katanandov
булыкин,ブリキン,bulykin
ананиашвили,アナニアシヴィリ,ananiashvili
костенюк,コステニューク,kostenyuk
спирин,スピーリン,spirin
мацуев,マツーエフ,macuev
виталия,ビタリア,vitaliya
дьяченко,ディアチェンコ,dyachenko
любимов,リュビモフ,lyubimov
будянский,ブダャンスキー,budyanskiy
алина,アリーナ,alina
кабаева,カバエワ,kabaeva
ларк,ラーク,lark
жорж,ジョルジュ,zhorzh
коваль,コワリ,koval
замолодчиков,ザモロドチコフ,zamolodchikov
анита,アニータ,anita
цой,ツォイ,coy
заславская,ザスラフスカヤ,zaslavskaya
полунин,ポルニン,polunin
бударин,ブダーリン,budarin
морозова,モロゾワ,morozova
вешкурова,ベスクロワ,veshkurova
квочур,クボチャー,kvochur
моисеев,モイセーエフ,moiseev
абдулов,アブドゥロフ,abdulov
патрикеев,パトリケフ,patrikeev
мишин,ミーシン,mishin
вениамин,ベニヤミン,veniamin
баснер,バスネル,basner
польских,ポルスキフ,polskih
лейферкус,レイフェルクス,leyferkus
карполь,カルポリ,karpol
рустем,ロスタム,rustem
казаков,カザコフ,kazakov
трутнев,トルトネフ,trutnev
мутко,ムトコ,mutko
магомедали,マゴメダリ,magomedali
абт,アブト,abt
белковский,ベルコフスキー,belkovskiy
наговицын,ナゴヴィツィン,nagovicyn
меркушкин,メルクシキン,merkushkin
бечке,ベチケ,bechke
радион,ロディオン,radion
гатауллин,ガタウリン,gataullin
вера,ベラ,vera
базарова,バザロワ,bazarova
вилкова,ヴィルコワ,vilkova
володось,ヴォロドス,volodos
сураев,スラエフ,suraev
левников,レヴニコフ,levnikov
тома,トーマ,toma
голикова,ゴリコワ,golikova
пахмутова,パフムートワ,pahmutova
бахтияр,バフティヤル,bahtiyar
ахмедов,アフメドフ,ahmedov
мириана,ミリャナ,miriana
маркович,マルコヴィッチ,markovich
альминова,アルミノワ,alminova
акбаров,アクバロフ,akbarov
рогачёва,ロガチョワ,rogachyova
николаева,ニコラエワ,nikolaeva
пугачёв,パガチヨブ,pugachyov
бьянка,ビアンカ,byanka
ровный,ロヴニー,rovnyy
ардалион,アルダリオン,ardalion
игнатьев,イグナチェフ,ignatev
аблязин,アブリャジン,ablyazin
пивоварова,ピヴォヴァロヴァ,pivovarova
савельева,サベーリエワ,saveleva
толстоганова,トルストガノワ,tolstoganova
крачковская,クラチコフスカヤ,krachkovskaya
семионова,セミオノワ,semionova
слюсарева,スリュサレヴァ,slyusareva
шемякина,シェミャキナ,shemyakina
тарасов,タラソフ,tarasov
кудрявцева,クドゥリャフツェワ,kudryavceva
тарелкин,タレルキン,tarelkin
арясова,アリャソワ,aryasova
бессмертнова,ベスメルトノワ,bessmertnova
крячко,クリャーチコ,kryachko
авраам,アバン,avraam
руссо,ルッソ,russo
новодворская,ノヴォドヴォルスカヤ,novodvorskaya
соломенцев,ソロメンツェフ,solomencev
гальперин,ガルペリン,galperin
ефим,イェフィム,efim
бронфман,ブロンフマン,bronfman
ваенга,ベンガ,vaenga
каширина,カシリナ,kashirina
рустам,ルスタム,rustam
ибрагимбеков,イブラギムベコフ,ibragimbekov
питаевский,ピタエフスキー,pitaevskiy
гриньков,グリンコフ,grinkov
наместников,ナメスニコフ,namestnikov
олимпиада,オリンピアダ,olimpiada
иванова,イワノワ,ivanova
барсукова,バルスコワ,barsukova
ильин,イリン,ilin
юлианна,ユリアンナ,yulianna
авдеева,アヴデーエワ,avdeeva
берзин,ベルズィン,berzin
фёдорова,フェドローワ,fyodorova
подобедова,ポドベドワ,podobedova
сметанина,スメタニナ,smetanina
колокольцев,コロコリツェフ,kolokolcev
евстигнеев,エフスチグネーフ,evstigneev
гуцериев,グツェリエフ,guceriev
белова,ベロワ,belova
бикмаев,ビクマエフ,bikmaev
рукавишников,ルカビシュニコフ,rukavishnikov
филипп,フィリップ,filipp
янковский,ヤンコフスキー,yankovskiy
греф,グレフ,gref
глазков,グラズコフ,glazkov
абрамов,アブラモフ,abramov
филатов,フィラトフ,filatov
кассини,カッシーニ,kassini
жаботинский,ジャボチンスキー,zhabotinskiy
березовой,ベレゾボイ,berezovoy
губарев,グバレフ,gubarev
лавроненко,ラヴロネンコ,lavronenko
чухрай,チュフライ,chuhray
бесчастных,ベスチャツニフ,beschastnyh
калентьева,カレンティエヴァ,kalenteva
забелинская,ザベリンスカヤ,zabelinskaya
бессмертных,ベススメルトヌイフ,bessmertnyh
ярыгин,ヤリギン,yarygin
понамарёв,ポノマレフ,ponamaryov
табаков,タバコフ,tabakov
прохоренко,プロコーレンコ,prohorenko
яковлева,ヤコヴェレワ,yakovleva
метревели,メトレベリ,metreveli
бирюкова,ビリュコワ,biryukova
гладышева,グラディシェワ,gladysheva
рыбаков,ルイバコフ,rybakov
колыванов,コリヴァノフ,kolyvanov
котенёв,コテネフ,kotenyov
шаманов,シャマノフ,shamanov
гусинский,グシンスキー,gusinskiy
савичева,サーヴィチェヴァ,savicheva
игнатий,イグナティ,ignatiy
вишневецкий,ヴィシュネヴェツキー,vishneveckiy
швыдкой,シュヴィドコイ,shvydkoy
шахрай,シャクライ,shahray
канке,カンケ,kanke
фадеев,ファデーエフ,fadeev
джанибеков,ジャニベコフ,dzhanibekov
зыкина,ズィキナ,zykina
буланова,ブラーノヴァ,bulanova
андреев,アンドレーエフ,andreev
зураб,ズラブ,zurab
церетели,ツェレテリ,cereteli
дарькин,ダルキン,darkin
шпилевский,シュピレフスキー,shpilevskiy
софья,ソフィア,sofya
великая,ヴェリカヤ,velikaya
лиознова,リオズノワ,lioznova
виноградов,ヴィノグラードフ,vinogradov
яшин,ヤシン,yashin
писарева,ピサラワ,pisareva
журова,ジューロワ,zhurova
бутырская,ブッテルスカヤ,butyrskaya
меркулова,メルクロワ,merkulova
рудакова,ルダコーワ,rudakova
толкунова,トルクノーワ,tolkunova
исаак,イサーク,isaak
шварц,シュワルツ,shvarc
мехонцев,メコンチェフ,mehoncev
артёмов,アルチョーモフ,artyomov
миллер,ミレル,miller
яна,ヤナ,yana
батыршина,バテリシナ,batyrshina
солопов,ソロポフ,solopov
зульфикаров,ズルフィカーロフ,zulfikarov
грищук,グリシュク,grishchuk
самойлова,サモイロワ,samoylova
синявский,シニャフスキー,sinyavskiy
бубненкова,ブブネコヴァ,bubnenkova
гомес,ゴメス,gomes
анися,アニシャ,anisya
кирдяпкина,キルディアプキナ,kirdyapkina
примаков,プリマコフ,primakov
рагозина,ラゴシーナ,ragozina
сорокина,ソロキナ,sorokina
орлов,オルロフ,orlov
воронов,ボロノフ,voronov
золотухин,ゾロトキン,zolotuhin
манский,マンスキー,manskiy
фирсанов,フィルサノフ,firsanov
дюков,デュコフ,dyukov
фейгин,フェイギン,feygin
макарова,マカロワ,makarova
армен,アルメン,armen
джигарханян,ジガルハンヤン,dzhigarhanyan
семён,セミョン,semyon
могилевич,モギレヴィッチ,mogilevich
волошин,ボロシン,voloshin
достоевская,スニートキナ,dostoevskaya
кириллова,キリロワ,kirillova
габулов,ガブロフ,gabulov
зинаида,ジナイダ,zinaida
амосова,アモソワ,amosova
темирканов,テミルカーノフ,temirkanov
спартак,スパルタク,spartak
гогниев,ゴニエフ,gogniev
илона,イローナ,ilona
броневицкая,ブロンヴィッツカヤ,bronevickaya
рашковский,ラシュコフスキー,rashkovskiy
свиридов,スヴィリードフ,sviridov
аксёнов,アクショーノフ,aksyonov
муса,ムサ,musa
манаров,マナロフ,manarov
аллегрова,アレグロワ,allegrova
бестемьянова,ベステミアノワ,bestemyanova
волосожар,ボロソジャル,volosozhar
эбзеев,エブゼーエフ,ebzeev
радулов,ラドゥーロフ,radulov
самохина,サモキナ,samohina
лисин,リシン,lisin
зельдин,ゼルディン,zeldin
стрекалов,ストレカロフ,strekalov
белкин,ベルキン,belkin
моисей,モイセイ,moisey
вайнберг,ヴァインベルク,vaynberg
кислов,キスロフ,kislov
рюмин,リューミン,ryumin
тищенко,ティシチェンコ,tishchenko
рогожкин,ロゴシュキン,rogozhkin
