김일,金日
평택선,平泽线
경강선,京江线
당고개순교성지,堂岘殉教圣地
약천사,药泉寺
블랙아이드필승,黑眼必胜
영세교,永世教
관음전,观音殿
완도타워,莞岛塔
완도수목원,莞岛树木园
서울교통공사,首尔交通公社
육군동원전력사령부,大韩民国陆军动员战力司令部
주한미국공사관,美国驻大韩帝国公使馆
에어포항,浦项航空
부산광역시장,釜山广域市长
책거리,册巨里
성모당,大邱圣母堂
한국여자바둑리그,韩国女子围棋联赛
공범자들,共犯者们
울산신항선,蔚山新港线
용성전,龙星战
국뽕,国吹
용평돔,平昌圆顶体育馆
부산광역시현대미술관,釜山现代美术馆
광명동굴,光明洞窟
펄어비스,珍艾碧丝
복수노트,复仇笔记
에어로케이,可依航空
주한중국문화원,首尔中国文化中心
플라이강원,江原航空
노량대교,露梁大桥
영일만항선,迎日湾港线
별마당도서관,星空图书馆
파주군,坡州郡
아시아콘텐츠어워즈,亚洲内容大奖
에어프레미아,普莱米娅航空
국민의힘,国民力量
한국선거방송,韩国选举广播
서해선,西海线
달고나,韩式椪糖
대목장,大木匠
가야고분군,伽倻古坟群
조선변호사,朝鲜律师
이정문,李桢文
시대전환,时代转换
국민의미래,国民未来
한국의희망,韩国希望
김억,金亿
홍창수,德山昌守
무정,武亭
장웅,张雄
설경,薛京
박달,朴达
이현서,李𬀪瑞
류경,柳京
리용,李镛
강순,姜舜
금성,金成
금속,锦锡
명혁,明赫
부일,富日
춘미,春美
일호,日昊
길선,吉善
별희,别喜
봉철,奉哲
락겸,乐兼
은향,恩香
금숙,琴淑
동섭,东燮
영화,英花
문섭,文燮
송만,成万
은심,恩心
철미,哲美
신혁,信赫
철룡,哲龙
도만,道满
영섭,永燮
인모,仁模
배훈,培勋
기서,基瑞
석중,锡中
석선,锡宣
중린,仲麟
동규,东奎
동순,东淳
광숙,光淑
승철,承哲
의완,义琮
명옥,明玉
원세,元世
경흠,景钦
명식,明植
명화,明花
항섭,恒燮
남천,南天
창철,昌哲
련학,莲鹤
익수,益洙
성길,成吉
룡연,龙渊
광근,光根
형복,亨福
기선,基善
강환,江焕
상덕,尚德
불출,不出
일철,日哲
운호,云浩
광곤,光昆
창대,昌大
윤혁,允赫
동식,东植
광일,光日
춘섭,春燮
국향,国香
남향,南香
웅평,雄平
명선,命善
재남,在南
미래,美莱
금실,锦实
전위,前卫
명성,明成
일광,日光
승,宋
향심,向心
청성,青成
익규,尙根
순남,纯男
준옥,俊玉
싸이,朴载相
써니,李顺圭
제나,珍娜
우슈코비츠,乌什克维兹
윤건,尹健
민카,敏卡
순정황후,纯贞孝皇后
한무,韩武
최시원,始源
팝핀현준,南贤俊
이은,李恩
거룡,巨龙
김성희,成熙
이자스민,李贾斯敏
최열,崔冽
징거,郑河娜
제갈성렬,诸葛成烈
라힘,拉希姆
자파르,扎弗
밀로스,米洛舍
보산치치,博桑季奇
신이,申伊
박혜림,朴惠
김혁,金赫
문준영,俊英
박암,朴岩
박철,朴彻
최한,崔汉
박민,朴愍
김현,金玄
우니,乌妮
르콩트,勒孔特
패트릭,柏齐
맥더멋,麦德莫
이정,李正
알리,赵永进
켄지,金妍政
김훈,金薰
심민,新愍
신동빈,重光昭夫
지코,禹智皓
양파,洋葱
검정치마,黑裙子
이불,李昢
에바,伊娃
포피엘,博比埃尔
이송희일,李宋熙日
유현,刘贤
데니우송,德尼尔森
마르틴스,马丁斯
나시멘투,纳西门托
시몽이스,西蒙斯
해이,朴智妍
조윤서,尹瑞
유이,金幽珍
피터,彼得
김태헌,泰宪
그레이스,葛莉丝
박형식,炯植
미르,房哲镛
주석,朴柱硕
레베카,蕾贝卡
이본,李本
김호,金皓
김봉웅,金原峰雄
버벌진트,金辰泰
나미,罗美
현월,玄月
김장,张金
하쿠류,白龙
박화요비,火曜飞
유하,柳贺
황기,黄芪
김행,金杏
김환,金焕
조은별,恩星
주동식,宇田东植
남궁옥분,南宫玉粉
김라나,罗娜
런,宋元根
루이스,路易斯
초이,崔
매트,麦
김삼,金森
리민,李旻
김영만,金荣𣗊
밀톤,米尔顿
로드리게스,罗德里格斯
뮤지,李龙云
미티,洪承杓
김성태,金弼
박그리나,朴克莉娜
장익,张益
박마리아,朴玛利亚
박무,朴武
신동호,东澔
박실,朴实
김율,金燏
박승,朴升
지혁,宋志赫
박인선,朴仁
박웅,朴雄
박윤,朴允
힘찬,力灿
이슬비,贾媛
강지은,智恩
김진,金振
김채빈,彩彬
개코,金尹成
구잘,古查尔
투르수노바,图苏诺娃
금민,琴民
길미,吉美
방실이,芳实
요조,慎秀瑨
왕배,王裴
권해성,权敏
유원,陈亨
김갑,金甲
김겨울,金冬
조빈,赵斌
브루스,布鲁斯
빽가,白成贤
데니스,丹尼斯
락티오노프,拉克季奥诺夫
이정후,郑珝
상추,生菜
박산다라,朴珊德拉
백찬,白灿
소명,苏明
조석,赵奭
이협우,李协
윤한,润翰
지토,李炫露
이환,李焕
선우영빈,鲜于永彬
선우중호,鲜于仲皓
선하,安善夏
송복,宋复
송영,宋荣
이곤,李锟
진념,陈稔
자이언티,金海率
장도,张焘
장발,张勃
채건,蔡健
이혁,李赫
장진,张震
최령,崔昤
수혜,受慧
현쥬니,朱妮
아가,安秀智
청림,靑林
심신,沈信
심영,沈影
심일,沈镒
신카나리아,申卡纳里亚
주비,周备
신유,申侑
전운,田云
이선,李善
최자,崔子
적우,赤羽
전관,全宽
최수은,秀恩
최성,崔星
최흘,崔屹
춘자,春子
이성,李星
프라이머리,崔同训
오케이션,金志龙
유현영,柳𬀪荣
세바스티얀,塞巴斯蒂安
치미로티치,施米洛迪
최헌,崔宪
정양,郑杨
황정순,少数意见
오명,吴明
황헌,黄宪
이유애린,李欧艾琳
커피소년,咖啡少年
크리스티나,克里斯蒂娜
콘팔로니에리,孔法洛涅里
단지,单芝
형곤,金亨坤
이헌승,蔡焕
마크,段宜恩
박보드레,朴宝娣芮
허참,许参
한신,韩信
이수,李秀
허공,许空
허민,许闵
첸,金钟大
혜나,惠娜
이켠,李全
강성,姜成
유열,柳列
오용,吴龙
김양,金扬
강석,姜锡
이빈,宜宾
김석,金锡
곽범,郭范
김풍,金风
권영기,英基
무웅,武雄
유태웅,泰雄
키겐,李基源
진혜원,慧沅
서맨사,萨曼莎
푸터먼,福特曼
미,美
김민경,美岚
대도서관,大图书馆
임충,林忠
서민,徐珉
강진,姜振
민욱,闵旭
최윤희,允熙
제이엔,智善
민도희,都熙
무적핑크,无敌粉红
비키,薇琪
백진,白珍
기초자치단체장,基础地方自治团体首长
법륜,法轮师父
은교,银教
박광수,米奇光秀
혜령,惠岭
노수산나,卢秀珊娜
윤상,尹尚
손숙,孙淑
호란,蝴瓓
전현,全贤
오솔미,韩奎
신철,申哲
로이,罗伊
단우,丹宇
박만,朴满
케네스,肯尼斯
앤드류,安德鲁
이랑,李泷
정운,郑沄
황건,黄建
웬디,孙承欢
조이,朴秀荣
케이티,凯蒂
혁진,张赫晋
이미쉘,李米歇尔
김원,金原
장극,张克
호건,霍甘
서광,徐成光
이우태,李泰
에디,艾迪
킴,金
방미,芳美
유림,柳林
차엽,车烨
최영,崔英
김민철,灵魂钥匙
전영,田瑛
티나,提娜
정웅,郑雄
모그,李圣贤
구민,具珉
황설,黄楔
오멸,欧木耶
이나경,娜亚
다리오,戴利奥
김분금,风琴
김휘,金辉
신비,申菲
홍자,洪子
노민우,珉玗
래환,来桓
웨이,许敏善
서유경,有庆
김채원,彩媛
뷔,金泰亨
양이원영,梁李媛瑛
제청,帝青
조련,赵莲
조휘,赵辉
박서안,世濬
최성민,成旻
차훈,车勋
주니,祖尼
혁,爀
한민,韩敏
이혜빈,慧彬
허찬미,赞美
윤홍승,创
우수,宇洙
남경,金宣雅
이금조,金祚
김송,金松
유준,洪泰义
이동혁,楷灿
오준,吴俊
노덕,鲁德
허진,许真
최훈,崔薰
김송이,加频
콴,关
룩스,劳克斯
이해나,海娜
주엽,周烨
혜찬,海瓒
승봉,升奉
무협,武协
희옥,熙玉
시카,秀妍
원숭,元淳
호곤,镐坤
명세,明世
회택,会择
제명,济明
홍만,洪万
지욱,志旭
도균,徒均
세화,世和
종부,钟夫
진택,镇宅
희철,喜哲
정혜,炡慧
광태,光泰
학균,学均
기동,基栋
성혜,圣惠
익태,益泰
수철,寿澈
완서,婉緖
젠카,善花
도하,到何
상래,相来
한재,汉载
태식,泰植
권호,权虎
재창,载昌
인진,仁珍
택용,泽容
성백,晟伯
효석,孝锡
도호,道获
다래,达莱
규석,圭硕
리아,珠丽
선애,善爱
정권,鼎权
치곤,致坤
민섭,敏燮
건하,建夏
호순,浩顺
관우,宽友
통달,通达
동권,东权
경득,炅得
준성,俊盛
병탁,炳卓
은궐,银阙
승혜,承惠
완호,完虎
원룡,元龙
용환,龙涣
호원,浩沅
현세,贤世
정범,政秉
규만,圭满
용술,龙述
화용,和容
효실,孝实
메,金
이비,恩智
규혁,奎爀
훈아,勋儿
용욱,龙旭
미현,美贤
백철,白喆
효비,效妃
웅배,雄培
유택,裕宅
방울,芳蔚
신일,信日
대승,大承
무배,武裴
다울,多郁
다솜,多絮
동찬,东灿
을용,乙容
구라,贤东
귀화,贵华
그림,可林
도형,度亨
병채,秉在
춘수,春洙
정래,廷来
성집,晟集
호남,浩男
시중,时仲
흥철,兴哲
영랑,永郞
치송,致松
낙운,乐云
준재,濬在
철순,哲淳
지미,芝美
훈정,勋正
갑숙,甲淑
한윤,汉润
태풍,泰丰
상권,相权
꽃비,花雨
학규,鹤圭
남식,南湜
곡지,曲之
광춘,光村
목월,木月
민제,旼弟
려령,吕玲
중섭,仲燮
효기,孝基
현태,显泰
건태,健泰
이삭,李朔
노식,努植
상륭,常隆
영증,荣增
수행,秀行
화승,华胜
수창,秀昌
탁환,琸桓
훈민,训珉
태홍,台洪
순권,顺权
길식,吉植
성배,成培
수범,洙范
난새,难玺
청기,青基
시진,司金
병득,炳得
순호,淳镐
나루,娜茹
산에,山曀
대관,大琯
원수,垣洙
창우,仓佑
동조,东祚
정효,正孝
종덕,钟德
세근,世根
용권,容权
병지,秉址
상득,相得
찬휘,灿辉
왈보,曰甫
문탁,门卓
영후,泳厚
세계,世界
흥길,兴吉
만길,万吉
호승,浩承
창룡,昌龙
영균,镇奎
두호,斗浩
범현,凡铉
기범,起范
용신,镕臣
규호,奎浩
원경,源京
학래,学来
신희,善熙
상승,相承
흥실,兴实
용균,镛均
차만,次满
편,片
수일,秀日
현실,铉实
은영,恩英
정림,正林
기하,基夏
한진,韩真
의근,义根
명환,明桓
복,卜
봉암,奉岩
준임,俊任
화숙,花淑
제헌,制宪
현기,铉起
효영,孝荣
선욱,善旭
택환,泽焕
서보,栖甫
종권,容克旺
경복,敬福
평래,平来
정열,正烈
기근,基根
기백,基白
길용,佶勇
동률,东律
준홍,埈弘
순형,顺亨
인경,寅敬
희종,熙钟
기려,起吕
재안,宰安
윤복,润福
병오,炳旿
앵란,莺兰
진룡,震龙
상섭,想涉
일상,日尚
성봉,圣奉
병영,秉英
덕여,德汝
회성,恢成
종은,宗垠
전혁,全赫
긍연,兢衍
파니,琶腻
언정,言廷
낙훈,乐薰
상문,相文
성효,星孝
영익,英益
상근,商扦
대녕,大宁
무룡,戊龙
영관,永宽
귀자,贵子
미륵,弥勒
인촌,仁村
관훈,权勋
치용,致溶
하원,夏园
한빛,韩碧
왕표,王杓
종선,钟善
웅희,雄熙
진한,震澣
현연,玹连
윤겸,允谦
상병,祥炳
병직,秉直
윤열,润烈
용빈,溶彬
영이,荣伊
박사,博士
은결,恩杰
윤후,尹厚
임이,任伊
여희,耀熙
은순,银顺
희원,希沅
금봉,琴峰
석류,硕榴
상준,相俊
임표,临表
해경,海琼
홍열,洪烈
도원,东文
길성,吉声
순택,顺泰
대수,大洙
광종,光钟
문배,文培
길종,吉钟
가을,佳尔
대의,大义
잎새,叶玺
보관,甫官
규희,圭熙
용오,容旿
동화,童话
재권,在权
복동,复东
남석,南锡
해섭,海燮
동명,东鸣
만제,满堤
규삼,圭森
기림,起林
기배,杞培
성래,声来
소운,素云
수임,寿任
운도,云道
호왕,镐汪
연두,妍斗
대형,大炯
만기,万基
현옥,玄玉
세직,世直
성순,圣淳
동룡,丹润
정미,諪美
영로,荣鲁
태화,泰华
한라,汉拏
광로,广鲁
연자,莲子
원웅,元雄
이천,利天
재박,在博
지순,智顺
화정,化精
원제,元济
수라,秀罗
인욱,寅煜
능환,能焕
단아,多娜
대기,大棋
대범,大范
진오,镇午
길중,吉重
인제,仁济
덕규,德圭
기식,起式
기열,基烈
기욱,奇昱
승립,胜立
나율,拿燏
남조,南祚
혜규,慧圭
어령,御宁
민순,旻淳
택기,宅起
풍익,丰益
하중,夏中
경재,景梓
경한,庆汉
광균,光均
현직,铉稙
형중,炯中
해림,海琳
해송,海松
강헌,康宪
상봉,尚峰
영심,英心
환진,振焕
연숙,姸淑
동재,东再
동철,东喆
학민,学旻
학송,鹤松
학용,学容
한석,汉锡
해곤,海坤
효원,孝源
희재,希才
현심,贤心
채목,贤雅
능미,陵美
인훈,仁勋
수란,水兰
수윤,秀允
평우,平祐
홍걸,弘杰
홍업,弘业
필순,弼顺
봉조,凤朝
덕경,德景
일출,日出
안석,安石
철래,喆来
희지,熙智
호근,浩根
무연,武然
문호,文浩
진순,珍淳
말봉,末凤
근찬,根粲
사익,思翊
법래,范来
병걸,炳杰
병로,炳鲁
병조,炳朝
상흠,相钦
생민,生玟
석범,锡范
민좌,敏左
영혜,英惠
민자,敏子
맹곤,孟坤
명운,明恩
명윤,命润
명자,明子
명제,明帝
기석,基锡
예종,礼钟
백봉,白峰
범일,范镒
규박,圭博
동신,东信
병란,炳兰
판근,判根
순민,顺旻
부선,扶宣
상돈,相敦
수형,苏沈亨倬
미향,美香
규병,珪昞
승곤,承坤
일용,日龙
솔희,率熙
두진,斗轸
시찬,时灿
이머,世焕
