hebe,ɛbɛ
mathias,mɐtiɐʃ
winter,wintɛɾ
aguinelo,ɐɡʷinɛlo
olivério,oliveɾio
edison,ɛdizõ
minakawa,minɐkɐwɐ
adaílton,ɐdaj́ltõ
felisberto,fɛliʃbɛɾto
meurer,mewɾɛɾ
alessia,ɐlɛʃsiɐ
baldo,bɐldo
maccariello,mɐkkɐɾiɛllo
abner,ɐbnɛɾ
brinner,bɾinnɛɾ
thyere,tjɛɾɛ
malcom,mɐlkõ
arana,ɐɾɐnɐ
tencati,tɛnkɐti
rizzotto,ʁiʒzotto
walace,wɐlɐzɛ
quintino,kʷintino
jenison,ʒɛnizõ
taryn,tɐɾj̃
szpilman,sʒpilmɐ̃
gilvan,ʒilvɐ̃
safadão,sɐfɐdɐ̃w̃
hueglo,uɛɡlo
neris,nɛɾiʃ
húdson,udsõ
leston,lɛʃtõ
kahena,kɐɛnɐ
kunze,kunzɛ
heinrich,ɛjnʁik
hauptmann,awptmɐn
mosere,mozɛɾɛ
daronco,dɐɾonko
holneiker,olnɛjkɛɾ
marreiros,mɐʁɛjɾoʃ
martine,mɐɾtinɛ
grael,ɡɾɐɛl
schiavinato,skiɐvinɐto
ilana,ilɐnɐ
casoy,kɐzowj
scarpa,skɐɾpɐ
pansera,pɐnsɛɾɐ
virginio,viɾʒinio
pissolato,piʃsolɐto
qusai,kzaj
ali,ɐli
farsi,fɐɾsi
tati,tɐti
zaqui,zɐkʷi
isaquias,izɐkʷiɐʃ
jorgeh,ʒoɾʒɛ
giovanaz,ʒiovɐnɐʒ
melissa,mɛliʃsɐ
euclydes,ewkljdɛʃ
hatem,ɐtɛ̃
livia,liviɐ
meindl,mɛjndl
sidcley,sidklɛj
izidoro,izidoɾo
clayson,klɐjzõ
dankler,dɐnklɛɾ
pujals,puʒɐlʃ
lexa,lɛksɐ
celsinho,sɛlsino
ítalo,itɐlo
cauly,kawlj
marthina,mɐɾtinɐ
brandt,bɾɐndt
goes,ɡowɛʃ
lira,liɾɐ
guajajara,ɡɐʒɐʒɐɾɐ
rossberg,ʁoʃsbɛɾɡ
lukian,lukiɐ̃
geferson,ʒɛfɛɾsõ
sakuragui,sɐkuɾɐɡʷi
dhiego,diɛɡo
cardozo,kɐɾdozo
derick,dɛɾikk
micale,mikɐlɛ
minerato,minɛɾɐto
fufuca,fufukɐ
joesley,ʒowɛʃlɛj
kuc,kuk
erivelto,ɛɾivɛlto
flavia,flɐviɐ
núbia,nubiɐ
dominic,dominik
rosicley,ʁoziklɛj
mércio,meɾsio
mannarino,mɐnnɐɾino
hiran,iɾɐ̃
takeshi,tɐkɛʃi
yoandry,jowɐndɾj
bo,bo
bichette,bikɛttɛ
griphao,ɡɾipɐo
pâmela,pamɛlɐ
galiotte,ɡɐliottɛ
irmer,iɾmɛɾ
colleen,kollɛɛ̃
furgeson,fuɾʒɛzõ
takahashi,tɐkɐɐʃi
gina,ʒinɐ
valentina,vɐlɛntinɐ
ruan,ʁuɐ̃
estefano,ɛʃtɛfɐno
marcena,mɐɾsɛnɐ
marchi,mɐɾki
josias,ʒoziɐʃ
henzel,ɛnzɛl
d'andrea,dʼɐndɾɛɐ
azi,ɐzi
jandrei,ʒɐndɾɛj
chitolina,kitolinɐ
carniel,kɐɾniɛl
kalil,kɐlil
abdala,ɐbdɐlɐ
morelatto,moɾɛlɐtto
gianetti,ʒiɐnɛtti
matzembacher,mɐtzɛmbɐkɛɾ
álida,alidɐ
grubba,ɡɾubbɐ
érick,eɾikk
jacquin,ʒɐkkʷĩ
mundano,mundɐno
wolschik,wolskik
kiros,kiɾoʃ
stanlley,stɐnllɛj
raissa,ʁajʃsɐ
ivaldo,ivɐldo
abbott,ɐbbott
jara,ʒɐɾɐ
goldfajn,ɡoldfɐʒ
willemen,willɛmɛ̃
purificação,puɾifikɐsɐ̃w̃
yudy,judj
marengo,mɐɾɛnɡo
popp,popp
dellape,dɛllɐpɛ
buffara,buffɐɾɐ
duailibe,duajlibɛ
andrey,ɐndɾɛj
tolentino,tolɛntino
spohr,spoʁ
raymundo,ʁɐjmundo
dalbert,dɐlbɛɾt
talisson,tɐliʃsõ
glock,ɡlokk
halum,ɐlũ
severiano,sɛvɛɾiɐno
baroni,bɐɾoni
manato,mɐnɐto
georgemy,ʒɛoɾʒɛmj
alana,ɐlɐnɐ
whindersson,windɛɾsõ
sanábio,sɐnabio
ataíde,ɐtaj́dɛ
celina,sɛlinɐ
ronielson,ʁoniɛlsõ
samaia,sɐmɐjɐ
apolinário,ɐpolinaɾio
rafaelson,ʁɐfɐɛlsõ
empereur,ɛmpɛɾewɾ
everson,ɛvɛɾsõ
sardin,sɐɾdĩ
belloli,bɛlloli
bardi,bɐɾdi
parede,pɐɾɛdɛ
mailson,majlsõ
farías,fɐɾiɐʃ
angelotti,ɐnʒɛlotti
alok,ɐlok
ladeira,lɐdɛjɾɐ
castanhari,kɐʃtɐnɐɾi
sessler,sɛʃslɛɾ
mitidieri,mitidiɛɾi
conti,konti
monalysa,monɐljzɐ
cariús,kɐɾiẃʃ
lamas,lɐmɐʃ
mantuan,mɐntuɐ̃
artaxo,ɐɾtɐkso
cossa,koʃsɐ
jojo,ʒoʒo
maronttinni,mɐɾonttinni
zaga,zɐɡɐ
bremer,bɾɛmɛɾ
valdiram,vɐldiɾɐ̃
alerrandro,ɐlɛʁɐndɾo
barra,bɐʁɐ
mansa,mɐnsɐ
realino,ʁɛɐlino
taynara,tɐjnɐɾɐ
linden,lindɛ̃
iury,iwɾj
lírio,liɾio
raniel,ʁɐniɛl
rossatto,ʁoʃsɐtto
karine,kɐɾinɛ
iago,iɐɡo
borduchi,boɾduki
nunez,nunɛʒ
ibañez,ibɐñɛʒ
raffa,ʁɐffɐ
olávio,olavio
pally,pɐllj
zurawski,zuɾɐwski
pyerre,pjɛʁɛ
retzlaff,ʁɛtʒlɐff
fuzato,fuzɐto
barrella,bɐʁɛllɐ
witzel,witzɛl
baralhas,bɐɾɐlɐʃ
barbieri,bɐɾbiɛɾi
arissana,ɐɾiʃsɐnɐ
pataxó,pɐtɐksɔ
hang,ɐnɡ
bomfim,bomfĩ
zorzetto,zoɾzɛtto
silvero,silvɛɾo
hikari,ikɐɾi
isabella,izɐbɛllɐ
junio,ʒunio
erikson,ɛɾiksõ
lennon,lɛnnõ
felinto,fɛlinto
joanderson,ʒowɐndɛɾsõ
kikawa,kikɐwɐ
jardine,ʒɐɾdinɛ
gevú,ʒɛvu
martinelli,mɐɾtinɛlli
janones,ʒɐnonɛʃ
glauco,ɡlawko
obenauf,obɛnawf
dinucci,dinuksi
ranolfo,ʁɐnolfo
jose,ʒozɛ
giancarlo,ʒiɐnkɐɾlo
ednilson,ɛdnilsõ
scheffer,skɛffɛɾ
crestani,kɾɛʃtɐni
tiganá,tiɡɐna
marcella,mɐɾsɛllɐ
bragio,bɾɐʒio
morie,moɾiɛ
macario,mɐkɐɾio
tito,tito
reinier,ʁɛjniɛɾ
marcondes,mɐɾkondɛʃ
frisson,fɾiʃsõ
libonati,libonɐti
milos,miloʃ
lovat,lovɐt
vignoli,viɡnoli
carreira,kɐʁɛjɾɐ
adriel,ɐdʁiɛl
geovani,ʒɛovɐni
cupertino,kupɛɾtino
henry,ɛnʁj
fiuka,fiwkɐ
cazellato,kɐzɛllɐto
abraham,ɐbʁɐɐ̃
weintraub,wɛjntɾawb
sperling,spɛɾlinɡ
kathellen,kɐtɛllɛ̃
guerrieri,ɡʷɛʁiɛɾi
barroca,bɐʁokɐ
parisot,pɐɾizot
panta,pɐntɐ
borelli,boɾɛlli
hoefler,owɛflɛɾ
naressi,nɐɾɛʃsi
rafa,ʁɐfɐ
kalimann,kɐlimɐn
lauana,lawɐnɐ
catalá,kɐtɐla
hebert,ɛbɛɾt
oksman,oksmɐ̃
kalinka,kɐlinkɐ
schutel,skutɛl
khury,kuɾj
pec,pɛk
baniwa,bɐniwɐ
chú,ku
spadacio,spɐdɐzio
mikael,mikɐɛl
severo,sɛvɛɾo
burkatt,buɾkɐtt
colen,kolɛ̃
bianchi,biɐnki
pazuello,pɐzuɛllo
giulia,ʒiwliɐ
benite,bɛnitɛ
gessica,ʒɛʃsikɐ
kayane,kɐjɐnɛ
oinegue,owinɛɡʷɛ
iano,iɐno
paolo,pɐolo
capixaba,kɐpiksɐbɐ
colares,kolɐɾɛʃ
collet,kollɛt
heloisa,ɛlowizɐ
kawan,kɐwɐ̃
derik,dɛɾik
contar,kontɐɾ
xand,ʃɐnd
avião,ɐviɐ̃w̃
yasmin,jɐʃmĩ
bachour,bɐkowuɾ
felicio,fɛlizio
sertório,sɛɾtɔɾio
nabiyah,nɐbijɐ
be,bɛ
aias,ɐjɐʃ
barrozo,bɐʁozo
eurídice,ewɾidizɛ
thati,tɐti
netto,nɛtto
campiolo,kɐmpiolo
bala,bɐlɐ
stephany,stɛpɐnj
pim,pĩ
sater,sɐtɛɾ
nyvi,njvi
estephan,ɛʃtɛpɐ̃
barbara,bɐɾbɐɾɐ
timo,timo
tardeli,tɐɾdɛli
waldomiro,wɐldomiɾo
vergueiro,vɛɾɡʷɛjɾo
hariany,ɐɾiɐnj
leovigildo,lɛoviʒildo
lucio,luzio
jessica,ʒɛʃsikɐ
senra,sɛnʁɐ
kenneth,kɛnnɛt
alpert,ɐlpɛɾt
esteves,ɛʃtɛvɛʃ
gianluca,ʒiɐnlukɐ
petecof,pɛtɛkof
kennedy,kɛnnɛdj
prior,pɾioɾ
anlu,ɐnlu
thyane,tjɐnɛ
adrilles,ɐdʁillɛʃ
alvaro,ɐlvɐɾo
dascar,dɐʃkɐɾ
nestor,nɛʃtoɾ
chiesse,kiɛʃsɛ
nego,nɛɡo
taila,tajlɐ
deolane,dɛolɐnɛ
yndiara,jndiɐɾɐ
asp,ɐʃp
simionato,simionɐto
arakaki,ɐɾɐkɐki
celeste,sɛlɛʃtɛ
silvana,silvɐnɐ
daiara,dɐjɐɾɐ
tukano,tukɐno
wilton,wiltõ
rebolo,ʁɛbolo
leque,lɛkʷɛ
bortoleto,boɾtolɛto
pethit,pɛtit
samuele,sɐmuɛlɛ
vignato,viɡnɐto
bretas,bɾɛtɐʃ
sinovčić,sinovǩiḱ
rubiane,ʁubiɐnɛ
mileide,milɛjdɛ
mihaile,miajlɛ
dynho,djno
rabelo,ʁɐbɛlo
mckeidy,mkkɛjdj
lisita,lizitɐ
natali,nɐtɐli
pazete,pɐzɛtɛ
jaider,ʒajdɛɾ
esbell,ɛʃbɛll
yara,jɐɾɐ
kono,kono
du,du
sarita,sɐɾitɐ
veronice,vɛɾonizɛ
godói,ɡodõj̃
tadao,tɐdɐo
nardoni,nɐɾdoni
gi,ʒi
virgínia,viɾʒiniɐ
held,ɛld
lauren,lawɾɛ̃
laurentino,lawɾɛntino
bonorino,bonoɾino
vanderlan,vɐndɛɾlɐ̃
ednaldo,ɛdnɐldo
dragaud,dɾɐɡawd
manaira,mɐnajɾɐ
selvagem,sɛlvɐʒɛ̃
big,biɡ
tereza,tɛɾɛzɐ
getúlio,ʒɛtulio
serafim,sɛɾɐfĩ
tabatha,tɐbɐtɐ
brechane,bɾɛkɐnɛ
menin,mɛnĩ
lohan,loɐ̃
pederneiras,pɛdɛɾnɛjɾɐʃ
thiaguinho,tiɐɡʷino
pinna,pinnɐ
jerônimo,ʒɛɾonimo
gustavoegatotv,ɡʃtɐvowɛɡɐtotv
côrtes,koɾtɛʃ
senhorinho,sɛnoɾino
flores,floɾɛʃ
cintya,sintjɐ
jaciara,ʒɐziɐɾɐ
caperbat,kɐpɛɾbɐt
gallete,ɡɐllɛtɛ
bel,bɛl
kowarick,kowɐɾikk
ridauto,ʁidawto
danival,dɐnivɐl
gilma,ʒilmɐ
jailton,ʒajltõ
darwin,dɐɾwĩ
fabro,fɐbʁo
cortesão,koɾtɛzɐ̃w̃
soveral,sovɛɾɐl
bravo,bɾɐvo
luísa,luj́zɐ
célia,seliɐ
lawson,lɐwsõ
larcher,lɐɾkɛɾ
soledad,solɛdɐd
liberato,libɛɾɐto
pessanha,pɛʃsɐnɐ
defensor,dɛfɛnsoɾ
éderzito,edɛɾzito
spínola,spinolɐ
junqueiro,ʒunkʷɛjɾo
bernardino,bɛɾnɐɾdino
bratchikova,bɾɐtkikovɐ
conchita,konkitɐ
cintrón,sintɾɔ̃
adelino,ɐdɛlino
palma,pɐlmɐ
ginestal,ʒinɛʃtɐl
portas,poɾtɐʃ
anabela,ɐnɐbɛlɐ
tamagnini,tɐmɐɡnini
torga,toɾɡɐ
lio,lio
cá,ka
ni,ni
mariza,mɐɾizɐ
povinho,povino
ritta,ʁittɐ
hanna,ɐnnɐ
mamona,mɐmonɐ
lipke,lipkɛ
encarnação,ɛnkɐɾnɐsɐ̃w̃
caixinha,kajksinɐ
herman,ɛɾmɐ̃
soraia,soɾɐjɐ
albertina,ɐlbɛɾtinɐ
sergey,sɛɾʒɛj
yuran,juɾɐ̃
balsemão,bɐlsɛmɐ̃w̃
bustorff,buʃtoɾff
dinis,diniʃ
mondim,mondĩ
saleiro,sɐlɛjɾo
tê,te
anibal,ɐnibɐl
chalana,kɐlɐnɐ
júdice,ʒudizɛ
virgílio,viɾʒilio
judilson,ʒudilsõ
mamadu,mɐmɐdu
tuncará,tunkɐɾa
eunice,ewnizɛ
muñoz,muñoʒ
tropa,tɾopɐ
roseira,ʁozɛjɾɐ
seabra,sɛɐbʁɐ
batarda,bɐtɐɾdɐ
madruga,mɐdʁuɡɐ
linda,lindɐ
suza,suzɐ
minervino,minɛɾvino
pietra,piɛtʁɐ
kaúlza,kaẃlzɐ
adelaide,ɐdɛlajdɛ
constâncio,konstansio
liza,lizɐ
poças,posɐʃ
noémia,nowemiɐ
bock,bokk
lena,lɛnɐ
d'água,dʼaɡɐ
murinello,muɾinɛllo
oom,owõ
grilo,ɡɾilo
azenha,ɐzɛnɐ
nené,nɛne
calvário,kɐlvaɾio
isidro,izidʁo
teotónio,tɛotɔnio
cleofas,klɛofɐʃ
carloto,kɐɾloto
cotta,kottɐ
dolores,doloɾɛʃ
quim,kʷĩ
melancia,mɛlɐnsiɐ
rahul,ʁawl
pandharipande,pɐndɐɾipɐndɛ
granjo,ɡɾɐnʒo
vergílio,vɛɾʒilio
canijo,kɐniʒo
lasso,lɐʃso
esmaël,ɛʃmɐɛ̈l
branca,bɾɐnkɐ
leonel,lɛonɛl
montalvor,montɐlvoɾ
edite,ɛditɛ
caçador,kɐsɐdoɾ
ivens,ivɛnʃ
marceneiro,mɐɾsɛnɛjɾo
smith,smit
casquilha,kɐʃkʷilɐ
camané,kɐmɐne
menéres,mɛneɾɛʃ
cernadas,sɛɾnɐdɐʃ
tomané,tomɐne
magdolna,mɐɡdolnɐ
purgly,puɾɡlj
ianique,iɐnikʷɛ
grácio,ɡɾazio
óscar,ɔʃkɐɾ
leote,lɛotɛ
malato,mɐlɐto
bentes,bɛntɛʃ
farinha,fɐɾinɐ
cavalinhos,kɐvɐlinoʃ
ljubinko,lʒubinko
drulović,dɾuloviḱ
ferro,fɛʁo
jamila,ʒɐmilɐ
calisto,kɐliʃto
relvas,ʁɛlvɐʃ
solnado,solnɐdo
madalena,mɐdɐlɛnɐ
mille,millɛ
calado,kɐlɐdo
cerejeira,sɛɾɛʒɛjɾɐ
ruben,ʁubɛ̃
retornados,ʁɛtoɾnɐdoʃ
jacinto,ʒɐzinto
nadir,nɐdiɾ
irina,iɾinɐ
mantero,mɐntɛɾo
débora,deboɾɐ
tojeiro,toʒɛjɾo
soromenho,soɾomɛno
infante,infɐntɛ
taveira,tɐvɛjɾɐ
alhinho,ɐlino
candeias,kɐndɛjɐʃ
brassard,bɾɐʃsɐɾd
cris,kɾiʃ
huerta,uɛɾtɐ
elso,ɛlso
rolando,ʁolɐndo
garcês,ɡɐɾseʃ
vilhena,vilɛnɐ
micaela,mikɐɛlɐ
kévin,kevĩ
lucenzo,luzɛnzo
sarmento,sɐɾmɛnto
adans,ɐdɐnʃ
morgado,moɾɡɐdo
jorvan,ʒoɾvɐ̃
filomena,filomɛnɐ
cautela,kawtɛlɐ
lorène,loɾɛ̀nɛ
bazolo,bɐzolo
norton,noɾtõ
peseiro,pɛzɛjɾo
espinha,ɛʃpinɐ
otelo,otɛlo
negreiros,nɛɡʁɛjɾoʃ
pascoaes,pɐʃkowɐɛʃ
schipa,skipɐ
damas,dɐmɐʃ
herédia,ɛɾediɐ
homem,omɛ̃
cristo,kɾiʃto
navarro,nɐvɐʁo
ascensão,ɐʃsɛnsɐ̃w̃
salazar,sɐlɐzɐɾ
louçã,lowusɐ̃
luxúria,luksuɾiɐ
canibal,kɐnibɐl
altino,ɐltino
victória,viktɔɾiɐ
andala,ɐndɐlɐ
ágata,aɡɐtɐ
zita,zitɐ
salaviza,sɐlɐvizɐ
caeiro,kɐɛjɾo
cutileiro,kutilɛjɾo
jerónimo,ʒɛɾɔnimo
granger,ɡɾɐnʒɛɾ
kapinha,kɐpinɐ
ortigoso,oɾtiɡozo
ducla,duklɐ
claude,klawdɛ
hanse,ɐnsɛ
saboga,sɐboɡɐ
d'almeida,dʼɐlmɛjdɐ
margarida,mɐɾɡɐɾidɐ
suzy,suzj
unas,unɐʃ
rosário,ʁozaɾio
sisley,siʃlɛj
carolino,kɐɾolino
basto,bɐʃto
varão,vɐɾɐ̃w̃
florian,floɾiɐ̃
vilela,vilɛlɐ
alexis,ɐlɛksiʃ
amador,ɐmɐdoɾ
floro,floɾo
abdu,ɐbdu
conté,konte
zahovič,zɐoviǩ
dabó,dɐbɔ
janio,ʒɐnio
bikel,bikɛl
salomé,sɐlome
bastinhas,bɐʃtinɐʃ
rochinha,ʁokinɐ
lameiras,lɐmɛjɾɐʃ
raúl,ʁaẃl
manor,mɐnoɾ
solomon,solomõ
buta,butɐ
arraiolos,ɐʁɐjoloʃ
xande,ʃɐndɛ
carraça,kɐʁɐsɐ
murta,muɾtɐ
ireneu,iɾɛnew
diana,diɐnɐ
camacho,kɐmɐko
quintana,kʷintɐnɐ
posser,poʃsɛɾ
breyner,bɾɛjnɛɾ
shanna,sɐnnɐ
pelágio,pɛlaʒio
marinheiro,mɐɾinɛjɾo
mimicat,mimikɐt
verdasca,vɛɾdɐʃkɐ
centeno,sɛntɛno
paredes,pɐɾɛdɛʃ
dylan,djlɐ̃
reisinho,ʁɛjzino
miramar,miɾɐmɐɾ
conan,konɐ̃
osiris,oziɾiʃ
neemais,nɛɛmajʃ
bolas,bolɐʃ
capelo,kɐpɛlo
frazão,fɾɐzɐ̃w̃
romain,ʁomaj̃
vanina,vɐninɐ
guerillot,ɡʷɛɾillot
baribo,bɐɾibo
cravinho,kɾɐvino
kequyen,kɛkʷjɛ̃
lam,lɐ̃
gois,ɡowiʃ
patricia,pɐtʁiziɐ
pepê,pɛpe
rapazote,ʁɐpɐzotɛ
bolieiro,boliɛjɾo
raffaele,ʁɐffɐɛlɛ
storti,stoɾti
anri,ɐnʁi
egutidze,ɛɡtidzɛ
appleton,ɐpplɛtõ
lameira,lɐmɛjɾɐ
ganchas,ɡɐnkɐʃ
hector,ɛktoɾ
ressurreição,ʁɛʃsuʁɛjsɐ̃w̃
élisa,elizɐ
buisel,bujzɛl
reymão,ʁɛjmɐ̃w̃
carreiras,kɐʁɛjɾɐʃ
bondoso,bondozo
job,ʒob
isaiah,izɐjɐ
campbell,kɐmpbɛll
penetra,pɛnɛtʁɐ
saavedra,sɐɐvɛdʁɐ
evelise,ɛvɛlizɛ
albano,ɐlbɐno
bertino,bɛɾtino
capeta,kɐpɛtɐ
matchoi,mɐtkowi
rowling,ʁowlinɡ
machete,mɐkɛtɛ
iolanda,iolɐndɐ
maro,mɐɾo
chelsy,kɛlsj
shantel,sɐntɛl
novonor,novonoɾ
manicoré,mɐnikoɾe
crixás,kɾiksaʃ
gaúcha,ɡaẃkɐ
bagé,bɐʒe
novas,novɐʃ
pampas,pɐmpɐʃ
barradas,bɐʁɐdɐʃ
dia,diɐ
fico,fiko
leblon,lɛblõ
sinop,sinop
furacão,fuɾɐkɐ̃w̃
aperam,ɐpɛɾɐ̃
south,sowut
america,ɐmɛɾikɐ
cascavel,kɐʃkɐvɛl
cnpj,knpʒ
maracanã,mɐɾɐkɐnɐ̃
pão,pɐ̃w̃
açúcar,ɐsukɐɾ
lenk,lɛnk
hülse,ülsɛ
cruzeiro,kɾuzɛjɾo
encantado,ɛnkɐntɐdo
pemon,pɛmõ
ijuí,iʒuj́
gerais,ʒɛɾajʃ
torneio,toɾnɛjo
pedrosa,pɛdʁozɐ
premiere,pɾɛmiɛɾɛ
grossa,ɡɾoʃsɐ
lindas,lindɐʃ
embratur,ɛmbɾɐtuɾ
eládio,ɛladio
povo,povo
braúnas,bɾaẃnɐʃ
stammtisch,stɐmmtiʃk
vereda,vɛɾɛdɐ
corpo,koɾpo
olímpia,olimpiɐ
auriflama,awɾiflɐmɐ
lamego,lɐmɛɡo
guaratinguetá,ɡɐɾɐtinɡʷɛta
erechim,ɛɾɛkĩ
desportiva,dɛʃpoɾtivɐ
atlética,ɐtletikɐ
peruíbe,pɛɾuj́bɛ
schürig,sküɾiɡ
sobradinho,sobʁɐdino
caratinga,kɐɾɐtinɡɐ
coari,kowɐɾi
mirassol,miɾɐʃsol
guanabara,ɡɐnɐbɐɾɐ
redonda,ʁɛdondɐ
embu,ɛmbu
artes,ɐɾtɛʃ
jacareí,ʒɐkɐɾɛj́
democratas,dɛmokʁɐtɐʃ
ivaiporã,ivajpoɾɐ̃
montes,montɛʃ
claros,klɐɾoʃ
diadema,diɐdɛmɐ
talian,tɐliɐ̃
quente,kʷɛntɛ
canudos,kɐnudoʃ
saquarema,sɐkɐɾɛmɐ
morros,moʁoʃ
rocinha,ʁozinɐ
ferrovia,fɛʁoviɐ
centroatlântica,sɛntɾowɐtlantikɐ
manga,mɐnɡɐ
ibirité,ibiɾite
álvares,alvɐɾɛʃ
divinópolis,divinɔpoliʃ
eldorado,ɛldoɾɐdo
aquaria,ɐkɐɾiɐ
republicanos,ʁɛpublikɐnoʃ
itapecerica,itɐpɛzɛɾikɐ
ubá,uba
maré,mɐɾe
capitólio,kɐpitɔlio
dourada,dowuɾɐdɐ
pacaembu,pɐkɐɛmbu
mundurucus,munduɾukuʃ
itaituba,itajtubɐ
aracati,ɐɾɐkɐti
maracanãzinho,mɐɾɐkɐnɐ̃zino
abadia,ɐbɐdiɐ
dourados,dowuɾɐdoʃ
boomerang,bowomɛɾɐnɡ
porã,poɾɐ̃
claro,klɐɾo
platina,plɐtinɐ
paraíso,pɐɾaj́zo
itaquaquecetuba,itɐkɐkʷɛzɛtubɐ
imperatriz,impɛɾɐtʁiʒ
guarapuava,ɡɐɾɐpuɐvɐ
pomerode,pomɛɾodɛ
parintins,pɐɾintinʃ
cosmópolis,koʃmɔpoliʃ
araçoiaba,ɐɾɐsowjɐbɐ
miss,misʃ
arandu,ɐɾɐndu
negro,nɛɡʁo
mostardas,moʃtɐɾdɐʃ
mauá,mawa
sertão,sɛɾtɐ̃w̃
placar,plɐkɐɾ
navio,nɐvio
amparo,ɐmpɐɾo
eisenbahn,ɛjzɛnbɐ̃
visconde,viʃkondɛ
mairiporã,majɾipoɾɐ̃
engesa,ɛnʒɛzɐ
bozano,bozɐno
iguatu,iɡɐtu
morumbi,moɾumbi
tucuruí,tukuɾuj́
jussiape,ʒuʃsiɐpɛ
esperança,ɛʃpɛɾɐnsɐ
gavião,ɡɐviɐ̃w̃
matis,mɐtiʃ
andradas,ɐndɾɐdɐʃ
formação,foɾmɐsɐ̃w̃
adamantina,ɐdɐmɐntinɐ
manhuaçu,mɐnuɐsu
campeche,kɐmpɛkɛ
paragominas,pɐɾɐɡominɐʃ
colinas,kolinɐʃ
poá,powa
raulino,ʁawlino
durival,duɾivɐl
rodeio,ʁodɛjo
alfenas,ɐlfɛnɐʃ
linhares,linɐɾɛʃ
colatina,kolɐtinɐ
brasiliense,bɾɐziliɛnsɛ
caatinga,kɐɐtinɡɐ
adelmar,ɐdɛlmɐɾ
estadio,ɛʃtɐdio
scarpelli,skɐɾpɛlli
itália,italiɐ
mirangaba,miɾɐnɡɐbɐ
sapucaia,sɐpukɐjɐ
exaltasamba,ɛzɐltɐzɐmbɐ
barreiras,bɐʁɛjɾɐʃ
jijoca,ʒiʒokɐ
jericoacoara,ʒɛɾikowɐkowɐɾɐ
garça,ɡɐɾsɐ
riachão,ʁiɐkɐ̃w̃
uberaba,ubɛɾɐbɐ
passo,pɐʃso
sobrado,sobʁɐdo
lábrea,labʁɛɐ
armação,ɐɾmɐsɐ̃w̃
búzios,buzioʃ
além,ɐlẽ
sumaré,sumɐɾe
jaguarão,ʒɐɡɐɾɐ̃w̃
lucarelli,lukɐɾɛlli
luzia,luziɐ
borja,boɾʒɐ
iguatama,iɡɐtɐmɐ
cavati,kɐvɐti
vacaria,vɐkɐɾiɐ
gramado,ɡɾɐmɐdo
walmir,wɐlmiɾ
vaqueiro,vɐkʷɛjɾo
ferroban,fɛʁobɐ̃
goytacazes,ɡowjtɐkɐzɛʃ
itambé,itɐmbe
ferronorte,fɛʁonoɾtɛ
ilhabela,ilɐbɛlɐ
quilombo,kʷilombo
campas,kɐmpɐʃ
areado,ɐɾɛɐdo
laranjeiras,lɐɾɐnʒɛjɾɐʃ
felixlândia,fɛlislandiɐ
guararema,ɡɐɾɐɾɛmɐ
promissão,pɾomiʃsɐ̃w̃
telêmaco,tɛlemɐko
borba,boɾbɐ
ajuricaba,ɐʒuɾikɐbɐ
sabará,sɐbɐɾa
esportiva,ɛʃpoɾtivɐ
teatro,tɛɐtʁo
spaulo,spawlo
jussara,ʒuʃsɐɾɐ
ituiutaba,itujutɐbɐ
gravataí,ɡɾɐvɐtaj́
altamira,ɐltɐmiɾɐ
doresópolis,doɾɛzɔpoliʃ
pouso,powuzo
nambiquaras,nɐmbikɐɾɐʃ
passabém,pɐʃsɐbẽ
itaguaí,itɐɡaj́
tenentismo,tɛnɛntiʃmo
itacambira,itɐkɐmbiɾɐ
hortolândia,oɾtolandiɐ
alta,ɐltɐ
viamão,viɐmɐ̃w̃
alvorada,ɐlvoɾɐdɐ
negra,nɛɡʁɐ
guanhães,ɡɐnɐ̃j̃ʃ
arroio,ɐʁowjo
flamarion,flɐmɐɾiõ
jaíba,ʒaj́bɐ
macaé,mɐkɐe
três,tɾeʃ
corações,koɾɐsõj̃ʃ
friburgo,fɾibuɾɡo
taguatinga,tɐɡɐtinɡɐ
luziânia,luzianiɐ
meriti,mɛɾiti
americana,ɐmɛɾikɐnɐ
itapevi,itɐpɛvi
campinho,kɐmpino
jê,ʒe
venécia,vɛneziɐ
hsbc,sbk
paty,pɐtj
alferes,ɐlfɛɾɛʃ
capim,kɐpĩ
guaçu,ɡɐsu
tarumirim,tɐɾumiɾĩ
maximiliano,mɐksimiliɐno
ultrapar,ultɾɐpɐɾ
guanás,ɡɐnaʃ
guaíba,ɡaj́bɐ
cachoeirinha,kɐkowɛjɾinɐ
oeste,owɛʃtɛ
pinhais,pinajʃ
américa,ɐmeɾikɐ
latina,lɐtinɐ
logística,loʒiʃtikɐ
eliel,ɛliɛl
andaraí,ɐndɐɾaj́
esteio,ɛʃtɛjo
barras,bɐʁɐʃ
guaraci,ɡɐɾɐzi
gestal,ʒɛʃtɐl
itápolis,itapoliʃ
itaeté,itɐɛte
laguna,lɐɡnɐ
abaetetuba,ɐbɐɛtɛtubɐ
pontalina,pontɐlinɐ
marabá,mɐɾɐba
botucatu,botukɐtu
tupã,tupɐ̃
mombuca,mombukɐ
araguari,ɐɾɐɡɐɾi
cajari,kɐʒɐɾi
carrero,kɐʁɛɾo
world,woɾld
trinta,tɾintɐ
cairu,kajɾu
uiramutã,ujɾɐmutɐ̃
muriaé,muɾiɐe
