douglas,dʌɡləs
tureck,tɹɪk
fishburne,fɪʃbɹ̩n
clift,klɪft
khaled,kɑlɛd
hosseini,howsejini
nader,nejdɹ̩
valentina,vælɪntinə
lisitsa,lajzɪtsə
kilmore,kɪlmɔɹ
leerhsen,lɪɹsən
sewall,suəl
marija,mɛɹid͡ʒə
gimbutas,ɡɪmbjutəs
lerman,lɛɹmən
cronin,kɹownɪn
giuseppe,d͡ʒɪsɛpi
kayden,kejdən
kross,kɹɔs
lezley,lɛzli
zen,zɛn
najimy,nɑd͡ʒəmi
gottfried,ɡɔtfɹid
wickes,wɪks
lynndie,lɪndi
seyla,sejlə
benhabib,bɛnhəbib
momsen,mɑmsən
jensen,d͡ʒɛnsən
nussbaum,nʌsbawm
dressler,dɹɛslɹ̩
foch,fɑk
yamagata,jɑmɑɡɑtə
chao,t͡ʃaw
portnoy,pɔɹtnoj
arden,ɑɹdən
daniela,dɑnjɛlə
ruah,ɹuə
sandburg,sændbɹ̩ɡ
sills,sɪlz
shaler,ʃejlɹ̩
racquel,ɹækɛl
darrian,dæɹiən
brinkley,bɹɪŋkli
sofia,sowfiə
greenspan,ɡɹinspæn
frantz,fɹænts
jaimie,d͡ʒejmi
scottie,skɑti
pippen,pɪpən
palance,pɑləns
jana,d͡ʒænə
blount,blawnt
carmella,kɑɹmɛlə
decesare,dɪt͡ʃɛsɑɹi
carteris,kɑɹtɹ̩ɪs
holloman,hɑlowmən
raylene,ɹejlin
grammer,ɡɹæmɹ̩
vedder,vɛdɹ̩
gaston,ɡæstən
strobino,stɹowbinow
beach,bit͡ʃ
danilova,dənəlowvə
jenette,d͡ʒənɛt
weatherly,wɛðɹ̩li
lewton,lutən
jeb,d͡ʒɛb
showalter,ʃowəltɹ̩
hench,hɛnt͡ʃ
teena,tinə
goldenthal,ɡowldɪnθəl
hamm,hæm
kaczynski,kət͡ʃɪnski
gabby,ɡæbi
giffords,ɡifɹ̩dz
neyo,nejow
benicio,bɛnɪsiow
toro,tɔɹow
ludacris,ludækɹɪs
korbut,kɔɹbət
newsted,nustɪd
sheedy,ʃidi
babashoff,bɑbæʃɔf
putnam,pʌtnəm
barbeau,bɑɹbow
torrey,tɔɹi
devitto,dɪvitow
traylor,tɹejlɹ̩
whitson,wɪtsən
jessy,d͡ʒɛsi
yellen,jɛlən
draves,dɹejvz
scagliotti,skæɡliowti
haraway,hɑɹəwej
peterson,pitɹ̩sən
dewhurst,dɛwɹ̩st
marilynne,mɑɹəlajn
teter,titɹ̩
akerlof,ækɹ̩lɔf
kellan,kɛlən
serratos,sɹ̩ətowz
busy,bɪzi
philipps,fɪlɪps
reems,ɹiimz
eartha,ɹ̩θə
kitt,kɪt
marcheline,mɑɹt͡ʃɛlən
sevigny,sɪvɪɡni
hagen,hejɡən
normand,nɔɹmənd
barsi,bɑɹsi
mingna,mɪɡnə
wen,wɛn
roxann,ɹɑksæn
annalynne,ænəlajn
mccord,məkɔɹd
drexel,dɹɛksəl
seka,sikə
alyn,æln
nas,næz
chryste,kɹɪst
gaines,ɡejnz
callie,kɔli
khouri,kawɹi
walrath,wɔlɹəθ
satriani,sætɹiɑni
hefner,hɛfnɹ̩
doren,dɔɹən
wil,wɪl
wheaton,witən
pollard,pɑlɹ̩d
erykah,ɛɹ̩əkə
badu,bɑdu
linney,lɪni
mena,minə
suvari,suvɑɹi
nichelle,nɪt͡ʃɛl
jorgensen,d͡ʒɔɹɡənsən
quimby,kwɪmbi
donelson,dɑnɪlsən
behrs,bɛɹz
alter,ɔltɹ̩
seychelle,sejt͡ʃɛl
russi,ɹusi
tallchief,tælt͡ʃəf
cowens,kawənz
wiley,wajli
post,powst
pierre,piɛɹ
l'enfant,lɛnfənt
radnor,ɹædnɹ̩
devendra,dɛvɛndɹə
banhart,bænhɑɹt
wilke,wɪlk
iva,ivə
toguri,towɡɹ̩i
d'aquino,dəkwinow
selma,sɛlmə
vanderbilt,vændɹ̩bɪlt
stults,stʌlts
gretchen,ɡɹɛt͡ʃən
mol,mɔl
ruben,ɹubən
boykin,bojkɪn
bohuslav,bowhjuslɑv
martinů,mɑɹtənů
knepper,nɛpɹ̩
becca,bɛkə
corrie,kɔɹi
alivisatos,ələvɪzətowz
mirkin,mɹ̩kɪn
tucci,tut͡ʃi
heatherton,hɛðɹ̩tən
fairchild,fɛɹt͡ʃajld
retton,ɹɛtən
taube,tɔb
aj,æ
michalka,majt͡ʃækə
cam,kæm
gigandet,ɡɪɡɑndɪt
astrid,æstɹɪd
varnay,vɑɹnej
aly,ejli
chesbro,kɛsbɹow
schafer,ʃejfɹ̩
zuniga,zuniɡə
farmiga,fɑɹmajɡə
keough,kiow
teegarden,tiɡɑɹdən
hesseman,hɛsəmən
bernhard,bɹ̩nhɑɹd
benanti,bɛnɑnti
grossman,ɡɹowsmən
aileen,ajlin
wuornos,wuɔɹnowz
sadam,sɑdəm
jorge,hɔɹhej
garcia,ɡɑɹsiə
safire,səfajɹ
kadee,kædi
dulles,dʌləs
chon,t͡ʃɑn
vega,vejɡə
dilfer,dɪlfɹ̩
berkman,bɹ̩kmən
aldean,ɔldən
gareis,ɡæɹiz
leah,liə
dizon,dɪzən
belknap,bɛlnæp
romina,ɹəminə
mccole,məkowl
bartusiak,bɑɹtusiæk
bushnell,bʊʃnəl
amandla,əmɑndlə
stenberg,stɛnbɹ̩ɡ
mack,mæk
january,d͡ʒænjuɛɹi
trejo,tɹejjow
shantel,ʃæntɛl
vansanten,vænsɑntən
tonya,tɑnjə
plummer,plʌmɹ̩
margo,mɑɹɡow
harshman,hɑɹʃmən
buckethead,bʌkɪðhɛd
tamlyn,tæmlɪn
tomita,towmitə
flynt,flɪnt
witt,wɪt
sawyer,sɔjɹ̩
mihajlo,mihlow
pupin,pupɪn
ludlum,lʌdləm
ribisi,ɹɪbisi
evancho,ɛvɑnkow
trohman,tɹowmən
dessler,dɪslɹ̩
ayres,ɛɹz
bissett,bɪsɪt
bowden,bowdən
munn,mʌn
loleatta,lɑlætə
reno,ɹinow
tyne,tajn
antrel,æntɹəl
rolle,ɹowl
batten,bætən
nita,nitə
naldi,nɑldi
mitzi,mɪtsi
arngrim,ɑɹŋɡɹɪm
makenzie,mejkɛnzi
short,ʃɔɹt
kelsey,kɛlsi
easterbrook,istɹ̩bɹʊk
alana,ɑlænə
garza,ɡɑɹzə
swann,swɑn
bix,bɪks
beiderbecke,bajdɹ̩bɪk
luu,luu
luvana,luvɑnə
gretsch,ɡɹɛt͡ʃ
leibovitz,libəvɪts
corina,kɔɹ̩inə
morariu,mɹɹiu
mix,mɪks
diskerud,dɪskɹ̩əd
beau,bow
caplan,kæplən
polo,powlow
stacie,stæki
orrico,ɔɹikow
peltz,pɛlts
rauch,ɹɔt͡ʃ
camille,kəmil
paglia,pæɡliə
tamika,tɑmɪkə
catchings,kæt͡ʃɪŋz
malle,mæl
strasberg,stɹæsbɹ̩ɡ
tallulah,tælulə
bankhead,bæŋkhɛd
ouspenskaya,awspɛnskajə
compson,kɑmpsən
verna,vɹ̩nə
keena,kinə
mcclintock,məɡlɪntɑk
néstor,ɛnéstɔɹ̩
carbonell,kɑɹbownɛl
ashlynn,æʃlɪn
yennie,jɛni
cindy,sɪndi
matarazzo,mɑtɑɹɑzow
marié,mɑɹié
digby,dɪɡbi
tatishvili,ttɪʃvili
calamity,kəlæməti
hannigan,hænɪɡən
akins,əkɪnz
zorro,zɔɹow
silverstone,sɪlvɹ̩stown
meester,mistɹ̩
philbin,fɪlbɪn
frederica,fɹɛdɹ̩ikə
stade,stejd
salk,sɔk
saoirse,səwɹ̩s
loni,lowni
heiden,hajdən
fiorina,fiɔɹinə
susana,susɑnə
martinez,mɑɹtinɛz
quinlan,kwɪnlən
dyan,dajən
consuelo,kənsuɛlow
philips,fɪləps
paz,pɑz
lenchantin,lɛnt͡ʃæntɪn
tilly,tɪli
jami,d͡ʒɑmi
gertz,ɡɹ̩ts
metcalf,mɛtkæf
tai,taj
dudek,dudɪk
rosemarie,ɹowzmɹ̩i
jong,d͡ʒɔŋ
tianna,tiænə
bartoletta,bɑɹtowlɛtə
cobie,kowbi
smulders,smʌdɹ̩z
crow,kɹow
jada,d͡ʒɑdə
pinkett,pɪŋkɪt
zulay,zul
henao,hejnaw
miličević,miličɛvić
broccoli,bɹɑkəli
newmar,numɑɹ̩
norelius,nɔɹiliɪs
harnois,hɑɹnwɑ
larisa,lɹisə
oleynik,owlejinɪk
schuldiner,ʃʌldɪnɹ̩
holzman,howlzmən
jeri,d͡ʒɛɹi
francia,fɹɑnt͡ʃə
bosworth,bɔzwɹ̩θ
autumn,ɔtəm
reeser,ɹisɹ̩
glau,ɡlaw
sweetin,switɪn
thora,θɔɹə
resor,ɹɪzɹ̩
stefanie,stɛfæni
mchenry,məkɛnɹi
johnathon,d͡ʒɑnəθən
schaech,ʃɪk
yaphet,jæfət
kotto,kɑtow
vassilieva,væsəlivə
asplund,æsplənd
wretzky,ɹɛtski
isabelle,ɪzəbɛl
fuhrman,fʊɹmən
genie,d͡ʒini
july,d͡ʒulaj
canyon,kænjən
sabrina,səbɹinə
orgen,ɔɹɡən
lucinda,lusɪndə
quaid,kwejd
labarbera,lɑbɑɹbɛɹə
dianna,dajænə
agron,æɡɹən
zuleyka,zjulikə
rivera,ɹɪvɛɹə
welling,wɛlɪŋ
salli,sæli
mathis,mæθɪs
cho,t͡ʃow
l'engle,lɪŋəl
colbie,kowlbi
caillat,kejlæt
perabo,pɹ̩ɑbow
strait,stɹejt
gugino,ɡud͡ʒinow
messing,mɛsɪŋ
elliman,ɛlɪmən
castleman,kæsəlmən
meara,miɹə
harrelson,hɛɹɪlsən
bonney,bɑni
callies,kæliz
fogelberg,fowɡəlbɹ̩ɡ
marchand,mɑɹkhænd
allie,æli
deberry,dibɛɹi
snodgress,snɑdɡɹɛs
hartman,hɑɹtmən
meagan,miəɡən
devine,dəvajn
delany,dɛləni
lorraine,lɹ̩ejn
bertinelli,bɹ̩tənɛli
jacir,d͡ʒət͡ʃɹ
vinessa,vajnɪsə
rosen,ɹowzən
saint,sejnt
varon,vɑɹɔn
elle,ɛl
destinee,dɛstɪni
martindale,mɑɹtɪndejl
silverman,sɪlvɹ̩mæn
jewel,d͡ʒuəl
tricia,tɹɪʃə
helfer,hɛlfɹ̩
bosh,bɑʃ
caviezel,kejvizəl
moog,muɡ
sherry,ʃɛɹi
stringfield,stɹɪŋfild
napolitano,nɑpowlitɑnow
shepp,ʃɛp
paulson,pɔlsən
winger,wɪŋɹ̩
apple,æpəl
kavner,kævnɹ̩
hattie,hæti
mcdaniel,məkdænjəl
lupe,lup
ontiveros,owntivɛɹowz
schaeffer,ʃɛfɹ̩
oÿ,owÿ
carlson,kɑɹlsən
awesome,ɑsəm
kong,kɔŋ
jubal,d͡ʒubəl
early,ɹ̩li
hemings,hɛmɪŋz
faber,fejbɹ̩
alawlaki,əlɔlɑki
moennig,mowɛnɪɡ
yeardley,jɪɹdli
partch,pɑɹt͡ʃ
shull,ʃʌl
spelling,spɛlɪŋ
schuler,ʃulɹ̩
rothhammer,ɹɔθhæmɹ̩
witten,wɪtən
lochte,lɑkt
said,sɛd
hilarie,hɪlɹ̩i
maiara,majɑɹə
yamaguchi,jɑmɑɡut͡ʃi
odetta,ədɛtə
gypsy,d͡ʒɪpsi
hincapie,hɪnkəpi
botsford,bɑtsfɹ̩d
meriwether,mɛɹɪwɛðɹ̩
grinder,ɡɹajndɹ̩
szohr,ʃɑɹ
haylie,hejli
hershey,hɹ̩ʃi
currie,kɹ̩i
phillis,fɪlɪs
antin,æntɪn
rodman,ɹɑdmən
baranski,bɹ̩ænski
novotná,nəvɑtná
hennig,hɛnɪɡ
wilhelmina,wɪlhɛlminə
cholodenko,t͡ʃələdɛŋkow
harnell,hɑɹnəl
hansis,hænsɪs
tress,tɹɛs
macneille,məknil
ferraro,fɹ̩ɑɹow
tayyiba,tejiibə
haneefpark,hejnifpɑɹk
azar,ɑzɑɹ
nafisi,nɑfisi
india,ɪndiə
arie,ɛɹi
phair,fɛɹ
hendrickson,hɛndɹɪksən
krysten,kɹajsən
viola,vajowlə
atwood,ætwʊd
daveigh,dəvej
jazmine,d͡ʒæzmən
corcoran,kɔɹkɹ̩ən
riesgraf,ɹizɡɹəf
scottarruda,skɑtɑɹudə
francena,fɹɑnsɛnə
mccorory,məkɹɔɹi
patinkin,pətɪŋkɪn
favre,fejvɹ̩
mo'nique,mɑnik
plimpton,plɪmptən
castro,kæstɹow
marzel,mɑɹzəl
viveca,vajvɛkə
lindfors,lɪndfɹ̩z
bernanke,bɹ̩næŋk
mcgillis,məɡɪləs
mahaffey,məhæfi
latasha,lɑtɑʃə
colander,kowləndɹ̩
heard,hɹ̩d
alva,ælvə
noë,nowë
nicholle,nɪkɑl
copeland,kowplənd
maila,mejlə
nurmi,nʊɹmi
jobeth,d͡ʒəbɛθ
fogel,fowɡəl
kristinia,kɹɪstɪniə
debarge,dɪbɑɹɡ
dyanne,dajɑn
larter,lɑɹtɹ̩
hasselhoff,hæsəlhɔf
roeper,ɹowpɹ̩
bello,bɛlow
sela,sɛlə
edelstein,ɛdəlstajn
gade,ɡejd
chanda,t͡ʃændə
mcfarland,məkfɑɹlənd
willow,wɪlow
peg,pɛɡ
stana,stænə
katic,kætɪk
kalpana,kælpænə
chawla,t͡ʃɔlə
roxana,ɹɑksænə
saberi,sejbɛɹi
fire,fajɹ̩
matthau,mæθaw
dandridge,dændɹɪd͡ʒ
perrine,pɹ̩ɹini
hooks,hʊks
sweet,swit
leelee,lili
sobieski,sowbiɛski
azaria,ɑzɛɹiə
gena,d͡ʒɛnə
octavia,ɑktejviə
sholem,ʃowləm
aleichem,əlajkəm
sheri,ʃɛɹi
zombie,zɑmbi
barkin,bɑɹkɪn
swanson,swɑnsən
hecht,hɛkt
badler,bædəlɹ̩
hoblit,hɑblɪt
satir,sætɹ
diggy,dɪɡi
crain,kɹejn
buffalo,bʌfəlow
stoner,stownɹ̩
wyomia,wajowmiə
tyus,tjus
spektor,spɛktɹ̩
inger,ɪŋɹ̩
tylo,tajlow
harmon,hɑɹmən
mcgrady,məɡɹejdi
segel,siɡəl
spring,spɹɪŋ
byington,bajɪŋtən
makarova,mɑkɹ̩owvə
ilene,ɪlin
chaiken,t͡ʃejkən
wynn,wɪn
siri,sɪɹi
hustvedt,hʌstvt
casals,kɑsəlz
mcphee,məkfi
alberto,ælbɹ̩tow
kaline,kəlin
dinah,dajnə
eboli,ɛbɑli
ellingson,ɛlɪŋsən
misipeka,mɪsɪpikə
locke,lɑk
guaty,ɡwæti
kress,kɹɛs
yasbeck,jæsbɛk
magnuson,mæɡnəsən
anika,ənajkə
noni,nɑni
bracco,bɹækow
chastain,ʃəstejn
landers,lændɹ̩z
mattis,mætɪs
chiles,t͡ʃajlz
wuhrer,wʊɹɹ̩
sullavan,sʌləvən
swoosie,swusi
kurtz,kɹ̩ts
langenkamp,lejŋɡənkæmp
perri,pɹ̩ɹi
naya,najə
mcmaster,məkmæstɹ̩
bujold,bjud͡ʒowld
kristy,kɹɪsti
keibler,kiblɹ̩
rothrock,ɹɔθɹək
warnes,wɔɹnz
port,pɔɹt
eudora,judɔɹə
welty,wɛlti
groza,ɡɹowzə
struthers,stɹʌðɹ̩z
hennen,hɛnən
izabella,ɪzəbɛlə
miko,majkow
vick,vɪk
staley,stejli
audra,ɔdɹə
didion,dɪdiən
hyapatia,hajɑpejʃiə
téa,tiéə
leoni,lɛowni
roma,ɹowmə
maffia,mæfiə
stiers,stajɹ̩z
alisha,ælɪʃə
klass,klæs
palahniuk,pæləniək
ronstadt,ɹɑnstæt
lil',lɪl
yunjin,jʌnd͡ʒɪn
cristine,kɹɪstin
marlo,mɑɹlow
posner,powznɹ̩
brande,bɹænd
sierra,siɛɹə
weitz,wits
shalane,ʃəlejn
farrow,fɛɹow
debi,dɛbi
mazar,mɑzɹ
esperanza,ɛspɹ̩ɑnzə
spalding,spɔldɪŋ
kiley,kajli
adriana,ejdɹiænə
caselotti,kəsəlɑti
cytherea,sɪθɹ̩iə
baclanova,bæklənowvə
sherman,ʃɹ̩mən
reba,ɹibə
mcentire,mækəntajɹ
luner,lunɹ̩
boorem,bʊɹəm
romijn,ɹowmɪn
sutta,sʌtə
békésy,biékejésaj
pieterse,pitɹ̩s
caulkins,kɔlkɪnz
seimone,simown
reiner,ɹajnɹ̩
lapira,læpɪɹə
lakin,lækɪn
moniz,mɑnɪz
terra,tɛɹə
juli,d͡ʒuli
molla,mɑlə
leder,lɛdɹ̩
barere,bæɹɛɹ
jonze,d͡ʒɑnz
savanna,səvænə
janine,d͡ʒənin
lindemulder,lɪndɪmədɹ̩
farr,fɑɹ
ritt,ɹɪt
ona,ənɑ
vassey,væsi
schaal,ʃɑl
kavanaugh,kævənɔ
feldon,fɛldən
cordell,kɔɹdɛl
swit,swɪt
crouse,kɹaws
lasseter,læsitɹ̩
mallon,mælən
place,plejs
losey,lɑsi
flea,fli
tillie,tɪli
elise,əlis
gilman,ɡɪlmən
uffie,ʌfi
lio,liow
hoffs,hɔfs
asbille,əsbɪl
proskouriakoff,pɹɔskʊɹiəkɔf
uris,jɹ̩ɪs
maione,majowni
saltzman,sɔltsmən
polito,powlitow
sônia,ɛsôniə
braga,bɹɑɡə
sacagawea,səkɑɡejwiə
marisol,mɛɹɪsɑl
stand,stænd
watie,wæti
sternhagen,stɹ̩nhəɡən
cheeseborough,t͡ʃizbɹ̩ow
gabaldon,ɡɑbɑldɔn
harsanyi,hɑɹsənji
markowitz,mɑɹkəwɪts
yma,jmɑ
sumac,sumæk
reiko,ɹikow
aylesworth,ejlɪswɹ̩θ
marcille,mɑɹsɪl
renta,ɹɛntə
ninn,nɪn
nikodinov,nɪkədənɑv
arsène,ɑɹzèni
pujo,pud͡ʒow
spiro,spɪɹow
agnew,æɡnu
chrissie,kɹɪsi
hynde,hɪnd
brigham,bɹɪɡəm
fuzzy,fʌzi
zoeller,zowlɹ̩
earlene,ɹ̩lin
ljungqvist,lʌnɡkvɪst
davidovich,dejvɪdəvɪt͡ʃ
lepke,lɛpk
buchalter,bʌkəltɹ̩
wersching,wɹ̩sɪŋ
lagravenese,ləɡɹejviniz
illeana,ɪlinə
hawayo,həwejjow
takata,tɑkɑtə
arleen,ɑɹlin
daddy,dædi
yankee,jæŋki
cormac,kɔɹmək
cava,kɑvə
muldaur,mʌldɔɹ
seaton,sitən
dunham,dʌnəm
gless,ɡlɛs
askren,æskɹ̩ən
annemann,ænmən
claudette,klowdɛt
thorogood,θɹəɡʊd
sali,sɑli
huerta,hwɛɹtʌ
granik,ɡɹɑnɪk
ketchum,kɛt͡ʃəm
crombie,kɹɑmbi
gam,ɡæm
kitty,kɪti
maricich,mæɹɪt͡ʃɪt͡ʃ
bellis,bɛlɪs
jerald,d͡ʒɛɹəld
schilling,ʃɪlɪŋ
gluck,ɡlʌk
bahar,bəhɹ
soomekh,sumək
foluke,fowluk
gunderson,ɡʌndɹ̩sən
bloodgood,blʌdɡʊd
kiyoko,kɪajowkow
clunie,kluni
hamel,hæməl
levinson,lɛvɪnsən
upshaw,ʌpʃɔ
raini,ɹejni
rossellini,ɹɑsɛlini
talcott,tælkət
sassen,sæsən
bibb,bɪb
rickles,ɹɪkəlz
guill,ɡɪl
evsey,ɛvsi
domar,dəmɑɹ
ivanka,ɪvɑŋkə
bravo,bɹɑvow
wahlgren,wɑlɡɹən
ksenia,ksɛniə
debby,dɛbi
hardin,hɑɹdɪn
mamet,mæmət
cobrin,kɑbɹɪn
zdrok,zdɹɑk
mullin,mʌlɪn
brit,bɹɪt
marling,mɑɹlɪŋ
ramone,ɹəmown
fiorentino,fiɔɹɛntinow
zinka,zɪŋkə
milanov,milənɑv
koepp,kowp
tia,tiə
texada,tɛksɑdə
catt,kæt
riggin,ɹɪɡɪn
marmon,mɑɹmən
silko,sɪlkow
keke,kik
karla,kɑɹlə
bonoff,bownɔf
megyn,mɛɡən
neske,nɛsk
delbert,dɛlbɹ̩t
cerina,t͡ʃɛɹinə
sonja,sownjə
henie,hini
ellefson,ɛlɪfsən
nagelsen,nejɡəlsən
saundra,sɔndɹə
bordallo,bɔɹdælow
romer,ɹowmɹ̩
holzer,howlzɹ̩
machado,mət͡ʃɑdow
higdon,hɪɡdən
mcdormand,məkdɔɹ̩mənd
wynton,wɪntən
marsalis,mɑɹsəlɪs
lupone,lupowni
seidelman,sajdəlmən
gantt,ɡænt
gillette,d͡ʒɪlɛt
karlie,kɑɹli
kloss,klɔs
kinney,kɪni
veneman,vɛnmən
livingston,lɪvɪŋstən
cline,klajn
cab,kæb
calloway,kælowwej
mcpeak,məkpik
stabler,stejbəlɹ̩
pritzker,pɹɪtskɹ̩
vonda,vɑndə
hoya,hojə
germano,d͡ʒɹ̩mɑnow
ziskin,zɪskɪn
phillippe,fɪləp
ramm,ɹæm
mantegna,mæntəɡnə
kaitlin,kejtlɪn
mazursky,məzɹ̩ski
yelchin,jɛlt͡ʃɪn
zea,zi
schachter,ʃæktɹ̩
balan,bejlən
zwick,zwɪk
dacascos,dækɑskowz
mikan,mikæn
swoopes,swups
robeson,ɹowbɪsən
troche,tɹɑt͡ʃ
highsmith,hajsmɪθ
lachey,læt͡ʃi
mctiernan,məktajɹnən
hakeem,hejkim
olajuwon,əlajd͡ʒuɑn
huey,hjui
christgau,kɹɪstɡaw
maicel,mejɪsɛl
malonewallace,mələnwɔləs
gwendolyn,ɡwɛndəlɪn
massaro,məsɑɹow
affleck,æflɪk
meucci,mut͡ʃi
steiger,stajɡɹ̩
vartan,vɑɹtən
trafton,tɹæftən
caruso,kɹ̩usow
pryor,pɹajɹ̩
hinrich,hɪnɹɪk
salling,sɔlɪŋ
ferbos,fɹ̩bowz
kirilenko,kɹələŋkow
stanton,stæntən
moglen,mowɡələn
o'grady,ɑɡɹɑdi
jillian,d͡ʒɪljən
marilu,mɑɹəlu
henner,hɛnɹ̩
fokine,fowkin
fendick,fɛndɪk
witty,wɪti
mooney,muni
tibbets,tɪbɪts
stratas,stɹætəz
debbi,dɛbi
menke,mɛŋk
valkenburgh,vejlkənbɹ̩ɡ
lalaurie,lælɔɹi
garwood,ɡɑɹwʊd
clarissa,klɹ̩ɪsə
chun,t͡ʃʌn
lawvere,lɔvɛɹ
goffman,ɡɑfmən
anselmo,ɑnsɛlmow
cranch,kɹænt͡ʃ
silverberg,sɪlvɹ̩bɹ̩ɡ
proof,pɹuf
hollister,hɑlɪstɹ̩
pressel,pɹɛsəl
liana,liɑnə
liberato,libɹ̩ɑtow
mofford,mɔfɹ̩d
randi,ɹændi
lasser,læsɹ̩
hotchkiss,hɑt͡ʃkɪs
wightman,wajtmən
hamlin,hæmlɪn
lasswell,læswɛl
evgeni,ɛvd͡ʒɛni
malkin,mælkɪn
pointer,pojntɹ̩
ester,ɛstɹ̩
d'errico,dɛɹikow
reitman,ɹajtmən
rockmond,ɹɑkmənd
culpo,kʌlpow
kelis,kɛlɪs
knoxville,nɑksvɪl
hawk,hɔk
zaillian,zejljən
stormare,stɔɹmɛɹ
misha,mɪʃə
sendak,sɛndæk
coachman,kowt͡ʃmən
rasheed,ɹəʃid
hansell,hænsəl
soraya,sɔɹajə
sambora,sæmbɔɹə
fahey,fæhi
suplee,supli
parish,pæɹɪʃ
maribel,mæɹɪbɛl
vinson,vɪnsən
amar'e,æmɑɹ
stoudemire,studəmajɹ
mageina,mæɡnə
tovah,təvə
deshannon,dɛʃænən
monahan,mɑnəhæn
crystle,kɹɪsəl
lightning,lajtnɪŋ
andijewska,ændɪuskə
ferreira,fɛɹejɹə
doubleday,dʌbəldej
irma,ɹ̩mə
maría,mɑɹíə
conchita,kownkitə
leguizamo,ləɡəzɑmow
samberg,sæmbɹ̩ɡ
otunga,owtʌŋɡə
mccoughtry,məkawtɹi
ayda,ejdə
hal,hæl
holbrook,howlbɹʊk
stinson,stɪnsən
barone,bɹ̩own
drexler,dɹɛkslɹ̩
rockmore,ɹɑkmɔɹ
raines,ɹejnz
shauna,ʃɔnə
jilliane,d͡ʒɪliæn
shante,ʃænti
funicello,fjunəsɛlow
provine,pɹowvini
zelazny,zɪlɑzni
scarecrow,skɑɹɛkɹow
mikhail,mɪkejl
baryshnikov,bɹ̩ɪʃnɪkɑv
darabont,dæɹəbownt
masters,mæstɹ̩z
stump,stʌmp
ronee,ɹowni
blakley,blækli
o'dea,ɑdiə
hedda,hɛdə
sandahl,sændɑl
bynum,bɪnəm
faison,fejzən
sager,sejɡɹ̩
ahn,æn
gaby,ɡæbi
bauchens,bowkənz
mitchel,mɪt͡ʃəl
musso,musow
twoface,tʊfejs
piven,pajvən
keach,kit͡ʃ
tayshaun,tejʃawn
delta,dɛltə
torsten,tɔɹstən
tana,tænə
ernestine,ɹ̩nɪstin
melba,mɛlbə
liston,lɪstən
millett,mɪlɪt
azealia,ɑziliə
garatti,ɡɑɹɑti
verbinski,vɹ̩bɪnski
jindal,d͡ʒɪndəl
hulce,hʌls
littell,lɪtəl
crews,kɹuz
judee,d͡ʒudi
sill,sɪl
hagerty,hæd͡ʒɹ̩ti
prentiss,pɹɛntɪs
albina,ɑlbinə
osipowich,əsəpəɪt͡ʃ
sabara,sɑbɑɹə
verne,vɹ̩n
troyer,tɹojɹ̩
rajon,ɹæd͡ʒən
rondo,ɹɑndow
pandora,pændɔɹə
peaks,piks
domhoff,dɑmhɔf
davarryl,dəvɑɹɹəl
duesenberry,duzənbɛɹi
nathans,næθənz
krusiec,kɹʌsik
henne,hɛn
taussig,tawsɪɡ
vickrey,vɪkɹi
wyle,wajl
forsythe,fɔɹsajð
sarsgaard,sɑɹsɡɑɹd
lindvall,lɪndvəl
wald,wɔld
galecki,ɡælɛki
gata,ɡɑtə
kamsky,kæmski
arbuckle,ɑɹbəkəl
appling,æpəlɪŋ
barre,bɛɹi
bomer,bowmɹ̩
momoa,mowmowə
smale,smejl
maiman,mejmən
o'quinn,ɑkwɪn
yamashita,jɑmɑʃitə
salenger,sælɛŋd͡ʒɹ̩
spade,spejd
yordan,jɔɹdən
niemi,nimi
balsam,bɔlsəm
mindy,mɪndi
okounkov,owkawŋkɑv
gelfand,ɡɛlfənd
bonita,bownitə
plante,plænt
tarbell,tɑɹbɛl
bugsy,bʌɡzi
siegel,siɡəl
bakshi,bækʃi
gallup,ɡæləp
birkhoff,bɹ̩khɔf
sousa,suzə
barth,bɑɹθ
farragut,fɛɹəɡət
fres,fɹz
oquendo,owkwɛndow
pepper,pɛpɹ̩
daredevil,dɛɹdɛvəl
lehman,limən
cournand,kɔɹnænd
strassman,stɹæsmən
burl,bɹ̩l
ives,ajvz
ludlow,lʌdlow
raymund,ɹejmənd
favreau,fəvɹow
raimi,ɹejmi
tao,taw
zagarino,zɑɡɹ̩inow
nyquist,nɪkwɪst
festinger,fɛstɪŋɹ̩
bowersox,bowɹ̩sɑks
pólya,piólajɑ
gazzara,ɡɑtsɑɹə
josé,d͡ʒowzé
cazale,kæzɑl
fehn,fɛn
mihaly,mɪhəli
csikszentmihalyi,ksɪkʃɛntməhəlji
asch,æʃ
wilkens,wɪlkənz
maravich,mɛɹævɪt͡ʃ
mundt,mʌnt
krause,kɹɔs
falchuk,fælt͡ʃək
crippen,kɹɪpən
kenton,kɛntən
feliciano,fəlisiɑnow
ferid,fɹɪd
murad,mjʊɹæd
zimbardo,zɪmbɑɹdow
farnsworth,fɑɹnswɹ̩θ
remy,ɹɛmi
emeka,ɛməkə
okafor,owkəfɹ̩
lemieux,ləmju
odom,owdəm
wyeth,wajɛθ
swisten,swɪsən
lovitz,lɑvɪts
ewing,juɪŋ
parkhurst,pɑɹkhɹ̩st
gerwig,ɡɹ̩wɪɡ
yeager,jejɡɹ̩
lamarcus,lɑmɹkəs
