イチロー,it͡ɕiɾoː
ヘグリマチ,heɡɯɾʲimat͡ɕi
コウリョウマチ,koɯɾʲoɯmat͡ɕi
スサミマチ,sɯsamʲimat͡ɕi
マシコマチ,maɕikomat͡ɕi
コザガワマチ,kozaɡaɰamat͡ɕi
シモニタマチ,ɕimoɲitamat͡ɕi
タテシナマチ,tateɕinamat͡ɕi
カミトミダマチ,kamʲitomʲidamat͡ɕi
タカノマチ,takanomat͡ɕi
マツブシマチ,mat͡sɯbɯɕimat͡ɕi
ナメカワマチ,namekaɰamat͡ɕi
タジリマチ,taʑiɾʲimat͡ɕi
ミノワマチ,mʲinoɰamat͡ɕi
タダオカマチ,tadaokamat͡ɕi
ワカミヤマチ,ɰakamʲijamat͡ɕi
マンガタイショウ,maŋɡataiɕoɯ
ナンセイマチ,naãseːmat͡ɕi
マナブテンソク,manabɯteẽsokɯ
シャカイミンシュレンゴウ,ɕakaimʲiĩɕɯɾeŋɡoɯ
キソマチ,kʲisomat͡ɕi
タツノマチ,tat͡sɯnomat͡ɕi
ミナミエツゼンマチ,mʲinamʲiet͡sɯzemmat͡ɕi
ムラタマチ,mɯɾatamat͡ɕi
ヨウノマチ,joɯnomat͡ɕi
ユウサマチ,jɯːsamat͡ɕi
ナカドマリマチ,nakadomaɾʲimat͡ɕi
タンバグン,tambaɡɯɴ
ソトヶハマチョウ,sotoɡahamat͡ɕoɯ
オオワニマチ,oːɰaɲimat͡ɕi
カホクマチ,kahokɯmat͡ɕi
ヤマベマチ,jamabemat͡ɕi
ザオウマチ,d͡zaoɯmat͡ɕi
モガミマチ,moɡamʲimat͡ɕi
アジヶサワマチ,aʑiɡasaɰamat͡ɕi
フカウラマチ,ɸɯkaɯɾamat͡ɕi
イタヤナギマチ,itajanaɡʲimat͡ɕi
カワマタマチ,kaɰamatamat͡ɕi
クマトリマチ,kɯmatoɾʲimat͡ɕi
シマモトマチ,ɕimamotomat͡ɕi
カワキタマチ,kaɰakʲitamat͡ɕi
オオイシダマチ,oːiɕidamat͡ɕi
フナガタマチ,ɸɯnaɡatamat͡ɕi
ミナミカワチグン,mʲinamʲikaɰat͡ɕiɡɯɴ
ヤヨイマチ,jajoimat͡ɕi
ニッケンセッケイ,ɲikkeẽsekkeː
シモカマガリマチ,ɕimokamaɡaɾʲimat͡ɕi
ヨリキ,joɾʲikʲi
カイタマチ,kaitamat͡ɕi
チュウザンマチ,t͡ɕɯːzammat͡ɕi
イイデマチ,iːdemat͡ɕi
ハママツマチ,hamamat͡sɯmat͡ɕi
ワオウジ,ɰaoɯʑi
シズクイシマチ,ɕizɯkɯiɕimat͡ɕi
サカキマチ,sakakʲimat͡ɕi
ショウナイマチ,ɕoɯnaimat͡ɕi
フジサキマチ,ɸɯʑisakʲimat͡ɕi
タキノウエマチ,takʲinoɯemat͡ɕi
ヨイチマチ,joit͡ɕimat͡ɕi
オコッペマチ,okoppemat͡ɕi
タカハママチ,takahamamat͡ɕi
アズシママチ,azɯɕimamat͡ɕi
マツシママチ,mat͡sɯɕimamat͡ɕi
オイラセマチ,oiɾasemat͡ɕi
タゴマチ,taɡomat͡ɕi
マギ,maɡʲi
イカホマチ,ikahomat͡ɕi
ココロザシコウカイ,kokoɾozaɕikoɯkai
イイシグン,iːɕiɡɯɴ
アナミズマチ,anamʲizɯmat͡ɕi
オオアライマチ,oːaɾaimat͡ɕi
アマルメマチ,amaɾɯmemat͡ɕi
オブセマチ,obɯsemat͡ɕi
ハシカミマチ,haɕikamʲimat͡ɕi
キソグン,kʲisoɡɯɴ
タカスマチ,takasɯmat͡ɕi
トウベツマチ,toɯbet͡sɯmat͡ɕi
コダイラマチ,kodaiɾamat͡ɕi
マムロガワマチ,mamɯɾoɡaɰamat͡ɕi
アブマチ,abɯmat͡ɕi
シナノマチ,ɕinanomat͡ɕi
トノショウマチ,tonoɕoɯmat͡ɕi
セラマチ,seɾamat͡ɕi
ヒキガワマチ,çikʲiɡaɰamat͡ɕi
アカユマチ,akajɯmat͡ɕi
リクグンコウクウシカンガッコウ,ɖʲikɯɡɯŋkoɯkɯːɕikaŋɡakkoɯ
オチャノミズ,ot͡ɕanomʲizɯ
カンエイジ,kaãeːʑi
エンガルマチ,eŋɡaɾɯmat͡ɕi
ユウベツマチ,jɯːbet͡sɯmat͡ɕi
シラオイマチ,ɕiɾaoimat͡ɕi
カノアシグン,kanoaɕiɡɯɴ
チュウノトマチ,t͡ɕɯːnotomat͡ɕi
シカマチ,ɕikamat͡ɕi
ノトマチ,notomat͡ɕi
マツノマチ,mat͡sɯnomat͡ɕi
カミイタマチ,kamʲiːtamat͡ɕi
ナオシママチ,naoɕimamat͡ɕi
ミズマキマチ,mʲizɯmakʲimat͡ɕi
ニッサン,ɲissaɴ
シーマ,ɕiːma
ニチカンキョウドウセンゲン,ɲit͡ɕikaŋkʲoɯdoɯseŋɡeŋ
アラシヤマ,aɾaɕijama
ヒラタマチ,çiɾatamat͡ɕi
シナガワヤド,ɕinaɡaɰajado
カワサキヤド,kaɰasakʲijado
タタラセイテツ,tataɾaseːtet͡sɯ
ハグロマチ,haɡɯɾomat͡ɕi
トベマチ,tobemat͡ɕi
アマギマチ,amaɡʲimat͡ɕi
ナカトサマチ,nakatosamat͡ɕi
ニッポンアート,ɲippoõaːto
シアター,ɕiataː
ギルド,ɡʲiɾɯdo
アルテピアッツァ,aɾɯtepʲiatt͡sa
ホクリクドウ,hokɯɾʲikɯdoɯ
カナタケマチ,kanatakemat͡ɕi
クニドミマチ,kɯɲidomʲimat͡ɕi
キモツキマチ,kʲimot͡sɯkʲimat͡ɕi
キジョウマチ,kʲiʑoɯmat͡ɕi
ヤクシママチ,jakɯɕimamat͡ɕi
イタノマチ,itanomat͡ɕi
カミヤママチ,kamʲijamamat͡ɕi
ミナミタネマチ,mʲinamʲitanemat͡ɕi
サイジョウハン,saiʑoɯhaɴ
ヤシロチョウ,jaɕiɾot͡ɕoɯ
カンダジンボウマチ,kandaʑimboɯmat͡ɕi
ナガサキマチ,naɡasakʲimat͡ɕi
リョウテイ,ɖʲoɯteː
ササマチ,sasamat͡ɕi
アヤチョウ,ajat͡ɕoɯ
ナガシママチ,naɡaɕimamat͡ɕi
ユウミズマチ,jɯːmʲizɯmat͡ɕi
ウエジママチ,ɯeʑimamat͡ɕi
トクシュイアンシセツキョウカイ,tokɯɕɯiaãɕiset͡sɯkʲoɯkai
イセタン,isetaɴ
ミヤキマチ,mʲijakʲimat͡ɕi
クロシオマチ,kɯɾoɕiomat͡ɕi
キタジママチ,kʲitaʑimamat͡ɕi
モトミヤマチ,motomʲijamat͡ɕi
ホウキジ,hoɯkʲiʑi
ハサミマチ,hasamʲimat͡ɕi
サカマチ,sakamat͡ɕi
オニキタマチ,oɲikʲitamat͡ɕi
トクノシママチ,tokɯnoɕimamat͡ɕi
クワナハン,kɯɰanahaɴ
ニホンバシカブトマチ,ɲihombaɕikabɯtomat͡ɕi
ジュウケンドウ,d͡ʑɯːkendoɯ
ジンギカン,d͡ʑiŋɡʲikaɴ
ヒライズミ,çiɾaizɯmʲi
セタカマチ,setakamat͡ɕi
トーセ,toːse
アサヒタケシ,asaçitakeɕi
カミオカマチ,kamʲiokamat͡ɕi
カノセマチ,kanosemat͡ɕi
マツヤママチ,mat͡sɯjamamat͡ɕi
カンゼオンジ,kand͡zeond͡ʑi
カイグンヘイガッコウ,kaiɡɯɯ̃heːɡakkoɯ
シマバラワン,ɕimabaɾaɰaɴ
ウダイジン,ɯdaiʑiŋ
ミナミマチ,mʲinamʲimat͡ɕi
クマコウゲンマチ,kɯmakoɯɡemmat͡ɕi
ヨナバルマチ,jonabaɾɯmat͡ɕi
イタバシヤド,itabaɕijado
ココロザシソチカイ,kokoɾozaɕisot͡ɕikai
シンブツシュウゴウ,ɕimbɯt͡sɯɕɯːɡoɯ
シオダマチ,ɕiodamat͡ɕi
シンニンシキ,ɕiɲɲiĩɕikʲi
カツヌママチ,kat͡sɯnɯmamat͡ɕi
シュントウ,ɕɯntoɯ
トウアプラン,toɯapɯɾaɴ
ソウドオリ,soɯdoːɾʲi
ボウノツマチ,boɯnot͡sɯmat͡ɕi
キケンジョウホウ,kʲikend͡ʑoɯhoɯ
アジアドウ,aʑiadoɯ
グラントウキョウ,ɡɯɾantoɯkʲoɯ
ジョウホウホンブ,d͡ʑoɯhoɯhombɯ
コロモガエ,koɾomoɡae
ミズグチマチ,mʲizɯɡɯt͡ɕimat͡ɕi
ギャロップ,ɡʲaɾoppɯ
アートランド,aːtoɾando
サンデンシ,sandeẽɕi
クガマチ,kɯɡamat͡ɕi
コウガマチ,koɯɡamat͡ɕi
クシビキマチ,kɯɕibʲikʲimat͡ɕi
クサツヤド,kɯsat͡sɯjado
セタグン,setaɡɯɴ
マツシタソンジュク,mat͡sɯɕitasond͡ʑɯkɯ
ヨウスコウプレート,joɯsɯkoɯpɯɾeːto
ナカヘチマチ,nakahet͡ɕimat͡ɕi
トウジョウマチ,toɯʑoɯmat͡ɕi
エヌディーキューブ,enɯdiːkʲɯːbɯ
クナイマチ,kɯnaimat͡ɕi
コウナンマチ,koɯnammat͡ɕi
カンコクダケ,kaŋkokɯdake
ミヤノエツヤド,mʲijanoet͡sɯjado
ナライヤド,naɾaijado
ニッポンユウセンタイショウ,ɲippoõjɯːsentaiɕoɯ
ブケ,bɯke
チカン,t͡ɕikaɴ
バウムクーヘン,baɯmɯkɯːheŋ
コヤマイケ,kojamaike
カナンマチ,kanammat͡ɕi
ツルタマチ,t͡sɯɾɯtamat͡ɕi
サンエックス,saãekkɯsɯ
シバコウエン,ɕibakoɯeŋ
クマノガワマチ,kɯmanoɡaɰamat͡ɕi
オマエザキ,omaezakʲi
ヨシモトコウギョウホールディングス,joɕimotokoɯɡʲoɯhoːɾɯdiŋɡɯsɯ
シキブショウ,ɕikʲibɯɕoɯ
オチアイヤド,ot͡ɕiaijado
ハカタワン,hakataɰaɴ
テイキョウレキ,teːkʲoɯɾekʲi
テツドウジョウホウシステム,tet͡sɯdoɯʑoɯhoɯɕisɯtemɯ
アジムマチ,aʑimɯmat͡ɕi
ヒョウブショウ,çoɯbɯɕoɯ
ヌマクママチ,nɯmakɯmamat͡ɕi
ダイニッポンセイネントウ,daiɲippoõseːnentoɯ
シモカワマチ,ɕimokaɰamat͡ɕi
タカシママチ,takaɕimamat͡ɕi
アベノミクス,abenomʲikɯsɯ
メマンベツマチ,memambet͡sɯmat͡ɕi
オウショウセン,oɯɕoɯseŋ
カミナリモン,kamʲinaɾʲimoɴ
タダノ,tadano
リュウボシセン,ɖʲɯːboɕiseŋ
コトウマチ,kotoɯmat͡ɕi
クッチャロコ,kɯtt͡ɕaɾoko
クママチ,kɯmamat͡ɕi
マゴマサヨシ,maɡomasajoɕi
ヨシハルイン,joɕihaɾɯiŋ
ヨシムラサトエ,joɕimɯɾasatoe
ダーブロウユウシャ,daːbɯɾoɯjɯːɕa
サクラダネネ,sakɯɾadanene
カザマトオル,kazamatoːɾɯ
サトウマサオ,satoɯmasao
ムトウユウギ,mɯtoɯjɯːɡʲi
ミツオカマサミ,mʲit͡sɯokamasamʲi
アシャビ,aɕabʲi
キムカクエイ,kʲimɯkakɯeː
サージ,saːʑi
チョウシュウリョク,t͡ɕoɯɕɯːɾʲokɯ
シブエチュウサイ,ɕibɯet͡ɕɯːsai
マドモアゼル,madomoazeɾɯ
ツヨシコブシ,t͡sɯjoɕikobɯɕi
アンマタカヨシ,ammatakajoɕi
ヘイゼン,heːzeŋ
マチイヒサユキ,mat͡ɕiːçisajɯkʲi
ドクター,dokɯtaː
ライト,ɖaito
トリ,toɾʲi
レインボー,ɖeːmboː
エリアナ,eɾʲiana
ルロオ,ɖɯɾoː
ナメカワヤスオ,namekaɰajasɯo
ダンス,daãsɯ
ウィルソン,ɰiɾɯsoɴ
アナレイブン,anaɾeːbɯɴ
マゴイ,maɡoi
ジュンニョ,d͡ʑɯɲɲo
カタナ,katana
ユミット,jɯmʲitto
ヨズダー,jozɯdaː
オオスガ,oːsɯɡa
サルワレ,saɾɯɰaɾe
イブセ,ibɯse
アイサ,aisa
コウナイ,koɯnai
アサゴエ,asaɡoe
ケンモツ,kemmot͡sɯ
ワカタ,ɰakata
ヒサトシ,çisatoɕi
ノムラヨロズヒトシ,nomɯɾajoɾozɯçitoɕi
サカクラ,sakakɯɾa
サダアカツキ,sadaːkat͡sɯkʲi
ジョウヒカリ,d͡ʑoɯçikaɾʲi
ジンマク,d͡ʑimmakɯ
イマダ,imada
キヨオカ,kʲijoːka
イシクラ,iɕikɯɾa
ツネノハナ,t͡sɯnenohana
ツジアキラ,t͡sɯʑiakʲiɾa
アカソ,akaso
カシヒガシ,kaɕiçiɡaɕi
オリハラ,oɾʲihaɾa
タジ,taʑi
ヒカリヒロ,çikaɾʲiçiɾo
キュウゾウ,kʲɯːzoɯ
ヨシノボリ,joɕinoboɾʲi
イケヒロ,ikeçiɾo
ノヤマススムマツ,nojamasɯsɯmɯmat͡sɯ
ウチヨシヒコ,ɯt͡ɕijoɕiçiko
アケト,aketo
タカド,takado
ジビシン,d͡ʑibʲiɕiŋ
タユタカ,tajɯtaka
キョウアツシ,kʲoɯat͡sɯɕi
ジキシン,d͡ʑikʲiɕiŋ
サトシオノレ,satoɕionoɾe
ウタロウ,ɯtaɾoɯ
トモトキ,tomotokʲi
シュンギク,ɕɯŋɡʲikɯ
コクショウ,kokɯɕoɯ
ゴウダ,ɡoɯda
マタカシ,matakaɕi
シロノ,ɕiɾono
ウチサナエ,ɯt͡ɕisanae
ミツオキ,mʲit͡sɯokʲi
ジツタカ,d͡ʑit͡sɯtaka
ツジジュン,t͡sɯʑiʑɯɴ
カガク,kaɡakɯ
ワキバン,ɰakʲibaɴ
ジュンチュウ,d͡ʑɯnt͡ɕɯː
ウミキタ,ɯmʲikʲita
トモマツ,tomomat͡sɯ
マシゲル,maɕiɡeɾɯ
ハシバ,haɕiba
ヒデカツ,çidekat͡sɯ
ウシチョウ,ɯɕit͡ɕoɯ
シタオ,ɕitao
タヒロキ,taçiɾokʲi
ゼンヒロシ,d͡zeẽçiɾoɕi
シワス,ɕiɰasɯ
ノオウ,noːɯ
マタミヤツコ,matamʲijat͡sɯko
ハタヤマ,hatajama
シンサトル,ɕiĩsatoɾɯ
タノ,tano
ナカイサム,nakaisamɯ
ケイタロウ,keːtaɾoɯ
シュンヒロシ,ɕɯɯ̃çiɾoɕi
サクジロウ,sakɯʑiɾoɯ
タカムレ,takamɯɾe
イツエ,it͡sɯe
イサムガタナ,isamɯɡatana
マミチ,mamʲit͡ɕi
コクテン,kokɯteŋ
コケイ,kokeː
ノショウジジュウ,noɕoɯʑiʑɯː
オギス,oɡʲisɯ
ヤココロザシ,jakokoɾozaɕi
キクタロウ,kʲikɯtaɾoɯ
コヌマ,konɯma
ターキー,taːkʲiː
ユウキヨシ,jɯːkʲijoɕi
タケツル,taket͡sɯɾɯ
コカキ,kokakʲi
クボナイ,kɯbonai
シュウチ,ɕɯːt͡ɕi
スガヤマ,sɯɡajama
イモト,imoto
バンノリ,bannoɾʲi
シュゾウノスケ,ɕɯzoɯnosɯke
チョウノ,t͡ɕoɯno
シマカオリ,ɕimakaoɾʲi
イクサワ,ikɯsaɰa
オハル,ohaɾɯ
コセキ,kosekʲi
テンプウ,tempɯː
マロサト,maɾosato
ウチミサ,ɯt͡ɕimʲisa
トヨゾウ,tojozoɯ
ミツナリ,mʲit͡sɯnaɾʲi
ハルボク,haɾɯbokɯ
イシズミ,iɕizɯmʲi
フドウ,ɸɯdoɯ
ハヤシバ,hajaɕiba
ミチゲン,mʲit͡ɕiɡeŋ
イヘエ,iheː
ギンジロウ,ɡʲind͡ʑiɾoɯ
カワフチ,kaɰaɸɯt͡ɕi
トシタダ,toɕitada
チョウヘイ,t͡ɕoɯheː
イカリヤ,ikaɾʲija
デビット,debʲitto
イオカ,ioka
カリベ,kaɾʲibe
ハミルトンゲイリー,hamʲiɾɯtoŋɡeːɾʲiː
イクヤ,ikɯja
ミドリウ,mʲidoɾʲiɯ
イエロウ,ieɾoɯ
グケイ,ɡɯkeː
ナカウラ,nakaɯɾa
ジュリアン,d͡ʑɯɾʲiaɴ
マナツ,manat͡sɯ
リョウタク,ɖʲoɯtakɯ
シンタク,ɕintakɯ
リオサム,ɖʲiosamɯ
カンセツ,kaãset͡sɯ
ミヤツコ,mʲijat͡sɯko
ハチス,hat͡ɕisɯ
クマセツ,kɯmaset͡sɯ
コトブキフトシ,kotobɯkʲiɸɯtoɕi
ワオン,ɰaoɴ
コウハク,koɯhakɯ
コウサカ,koɯsaka
マレタロウ,maɾetaɾoɯ
ケンシロウ,keẽɕiɾoɯ
ヒデジロウ,çideʑiɾoɯ
モトシンスケ,motoɕiĩsɯke
サカイタダシ,sakaitadaɕi
トシエ,toɕie
ウミノ,ɯmʲino
チカラチュウシゲル,t͡ɕikaɾat͡ɕɯːɕiɡeɾɯ
ツジシン,t͡sɯʑiɕiŋ
カケイトシ,kakeːtoɕi
イナヅマ,inazɯma
ヒロウエ,çiɾoɯe
ナミミギエモン,namʲimʲiɡʲiemoɴ
ミナモトジュン,mʲinamotoʑɯɴ
ナツ,nat͡sɯ
ショウロクノスケ,ɕoɯɾokɯnosɯke
ミナミハテ,mʲinamʲihate
チュウリツ,t͡ɕɯːɾʲit͡sɯ
ヒデヒロ,çideçiɾo
ヤズミ,jazɯmʲi
ユウヒロシ,jɯːçiɾoɕi
テツタ,tet͡sɯta
ナカリョウ,nakaɾʲoɯ
ハライサゴ,haɾaisaɡo
テラキミエ,teɾakʲimʲie
ヤスイチ,jasɯit͡ɕi
カンヌキ,kannɯkʲi
タクラノスケ,takɯɾanosɯke
ミキヒコ,mʲikʲiçiko
ソウカイ,soɯkai
コタカ,kotaka
ヌマジュンコ,nɯmaʑɯŋko
ナラシゲ,naɾaɕiɡe
キヒロシ,kʲiçiɾoɕi
ミサヨ,mʲisajo
モリミ,moɾʲimʲi
ノボリヨシヒコ,noboɾʲijoɕiçiko
ノヤママサノブ,nojamamasanobɯ
ダンジョ,dand͡ʑo
キサン,kʲisaɴ
ノリマサ,noɾʲimasa
ツジヨコ,t͡sɯʑijoko
タカミチ,takamʲit͡ɕi
コンク,koŋkɯ
ユカイ,jɯkai
ゼン,d͡zeŋ
オアキラ,oakʲiɾa
テイタロウ,teːtaɾoɯ
クリツカ,kɯɾʲit͡sɯka
トモシュウ,tomoɕɯː
キミコトノリ,kʲimʲikotonoɾʲi
ウメタロウ,ɯmetaɾoɯ
ジョウブ,d͡ʑoɯbɯ
ツカサオサム,t͡sɯkasaosamɯ
ムネフユ,mɯneɸɯjɯ
チナンシ,t͡ɕinaãɕi
イマザワ,imazaɰa
ウメミヤ,ɯmemʲija
サコ,sako
ゼンツカ,d͡zent͡sɯka
クボウ,kɯboɯ
パパイヤ,papaija
フナハラ,ɸɯnahaɾa
チョウセイ,t͡ɕoɯseː
サクラジョウ,sakɯɾaʑoɯ
タイラアイ,taiɾaːi
バーンズ,baːnd͡zɯ
マツナエ,mat͡sɯnae
ハヤフネ,hajaɸɯne
シマジリ,ɕimaʑiɾʲi
アンイコ,aãiko
エノキダ,enokʲida
ハクア,hakɯa
ミギツキ,mʲiɡʲit͡sɯkʲi
ミフネ,mʲiɸɯne
ハグロ,haɡɯɾo
ヤマセイジ,jamaseːʑi
ヤスネン,jasɯneŋ
フトシコトブキ,ɸɯtoɕikotobɯkʲi
ヤマチュウアキラ,jamat͡ɕɯːakʲiɾa
ユウキサイ,jɯːkʲisai
ゼンオサム,d͡zeẽosamɯ
アキラコウ,akʲiɾakoɯ
ヨシダイスケ,joɕidaisɯke
メシアイ,meɕiai
オカヤス,okajasɯ
ミネメグミ,mʲinemeɡɯmʲi
サカガク,sakaɡakɯ
ホシコ,hoɕiko
アルバート,aɾɯbaːto
ミナミタダシ,mʲinamʲitadaɕi
ドウタイラ,doɯtaiɾa
ダンノ,danno
オカエイジ,okaeːʑi
トリシマ,toɾʲiɕima
モトウジ,motoɯʑi
ノシュウ,noɕɯː
シゲルノヤマカミナリ,ɕiɡeɾɯnojamakamʲinaɾʲi
インコウ,iŋkoɯ
ジョウユキオ,d͡ʑoɯjɯkʲio
ハレジュン,haɾeʑɯɴ
クマゾウ,kɯmazoɯ
スエヒロシ,sɯeçiɾoɕi
ギンコ,ɡʲiŋko
アラシケイ,aɾaɕikeː
トクミツ,tokɯmʲit͡sɯ
アイサゴ,aisaɡo
アズマトミ,azɯmatomʲi
コクタ,kokɯta
ヒロシセイ,çiɾoɕiseː
ベイベイコ,beːbeːko
イイザワ,iːzaɰa
インチョウヒョウエ,int͡ɕoɯçoɯe
イソノ,isono
アカマ,akama
エビナ,ebʲina
ヒウラ,çiɯɾa
ミウ,mʲiɯ
ウラヤマ,ɯɾajama
エグサ,eɡɯsa
ジントウト,d͡ʑintoɯto
ケンオオヤケ,keẽoːjake
マモルミヤ,mamoɾɯmʲija
タカラ,takaɾa
タケシュウ,takeɕɯː
リョウシゲル,ɖʲoɯɕiɡeɾɯ
シモモト,ɕimomoto
キメン,kʲimeŋ
チカラヒデキ,t͡ɕikaɾaçidekʲi
チンケン,t͡ɕiŋkeŋ
ツクタ,t͡sɯkɯta
オツヨシ,ot͡sɯjoɕi
キロウ,kʲiɾoɯ
キタバ,kʲitaba
キミオ,kʲimʲio
ササザワ,sasazaɰa
ヒダリホ,çidaɾʲiho
ハギモト,haɡʲimoto
トツアン,tot͡sɯaɴ
ユタカシン,jɯtakaɕiŋ
マサトシギュンドゥズ,masatoɕiɡʲɯndɯzɯ
キヨサワ,kʲijosaɰa
サイワイタロウ,saiɰaitaɾoɯ
メグミナシハナ,meɡɯmʲinaɕihana
ツウセイ,t͡sɯːseː
センシゲル,seẽɕiɡeɾɯ
コウノゾム,koɯnozomɯ
ヤマダイミヤツコ,jamadaimʲijat͡sɯko
シツハト,ɕit͡sɯhato
ス,sɯ
ワダカマモモ,ɰadakamamomo
シュンダイ,ɕɯndai
ジュリエッタ,d͡ʑɯɾʲietta
オオツジ,oːt͡sɯʑi
テツノスケ,tet͡sɯnosɯke
チュウゾウ,t͡ɕɯːzoɯ
ミヤアキラシンノウ,mʲijaːkʲiɾaɕinnoɯ
ヤギヌマ,jaɡʲinɯma
インショウ,iĩɕoɯ
ウミオオトリ,ɯmʲioːtoɾʲi
ヤマサキ,jamasakʲi
シュンセイ,ɕɯɯ̃seː
コウエイ,koɯeː
マンハ,maãha
カキョウ,kakʲoɯ
シャクトオル,ɕakɯtoːɾɯ
キンエダ,kʲiĩeda
キンフウ,kʲiĩɸɯː
ゴウタダシ,ɡoɯtadaɕi
スズラ,sɯzɯɾa
キカリン,kʲikaɾʲiŋ
コトニシキ,kotoɲiɕikʲi
コウムネ,koɯmɯne
ヤマワキ,jamaɰakʲi
クニヒサ,kɯɲiçisa
イワゴウ,iɰaɡoɯ
ボウオモ,boɯomo
ヤマキョク,jamakʲokɯ
ニイサト,ɲiːsato
モリマサル,moɾʲimasaɾɯ
ヨリユキコウ,joɾʲijɯkʲikoɯ
ニシキコウヨシミ,ɲiɕikʲikoɯjoɕimʲi
ヨシマナ,joɕimana
ヤナカ,janaka
プサンカイキョウ,pɯsaŋkaikʲoɯ
カクスウ,kakɯsɯː
セイコーホールディングス,seːkoːhoːɾɯdiŋɡɯsɯ
ケイレツキギョウ,keːɾet͡sɯkʲiɡʲoɯ
トクベツコウゲキタイ,tokɯbet͡sɯkoɯɡekʲitai
イセヒトシオウ,iseçitoɕioɯ
テンダイシュウ,tendaiɕɯː
ホドヶタニヤド,hodoɡataɲijado
ソフトバンクグループカブシキガイシャ,soɸɯtobaŋkɯɡɯɾɯːpɯkabɯɕikʲiɡaiɕa
ビワ,bʲiɰa
コウミョウゼンテラ,koɯmʲoɯzenteɾa
ペンタックス,pentakkɯsɯ
ジャニーズ,d͡ʑaɲiːzɯ
エンタテイメント,entateːmento
サバイバル,sabaibaɾɯ
ゲーム,ɡeːmɯ
バイオハザード,baiohazaːdo
ニッポングンセイドレイセイヲサバクジョセイコクサイセンパンホウテイ,ɲippoŋɡɯɯ̃seːdoɾeːseːosabakɯʑoseːkokɯsaisempaãhoɯteː
ハイビジョン,haibʲiʑoɴ
キサノタスク,kʲisanotasɯkɯ
ネオジオ,neoʑio
エアージャパン,eaːʑapaɴ
カブシキガイシャファミリーマート,kabɯɕikʲiɡaiɕaɸamʲiɾʲiːmaːto
キカイジママチ,kʲikaiʑimamat͡ɕi
ショウコクジ,ɕoɯkokɯʑi
マルハン,maɾɯhaɴ
ブンカコウロウシャ,bɯŋkakoɯɾoɯɕa
ジェイ,d͡ʑeː
ストーム,sɯtoːmɯ
ジュピター,d͡ʑɯpʲitaː
キョウトゴショ,kʲoɯtoɡoɕo
シネマジック,ɕinemaʑikkɯ
キョウトフリツイカダイガク,kʲoɯtoɸɯɾʲit͡sɯikadaiɡakɯ
ドイツトウヨウブンカケンキュウキョウカイ,doit͡sɯtoɯjoɯbɯŋkakeŋkʲɯːkʲoɯkai
トヨタジドウショッキ,tojotaʑidoɯɕokʲkʲi
シントウカイカク,ɕintoɯkaikakɯ
タレント,taɾento
グレフ,ɡɯɾeɸɯ
タダカンダスワ,tadakandasɯɰa
ビリオネア,bʲiɾʲionea
ボーイズ,boːizɯ
クラブ,kɯɾabɯ
ミツオカジドウシャ,mʲit͡sɯokaʑidoɯɕa
キョウトサンギョウダイガク,kʲoɯtosaŋɡʲoɯdaiɡakɯ
ニッポンエイガダイガク,ɲippoõeːɡadaiɡakɯ
タカナワ,takanaɰa
ソフトバンクカブシキガイシャ,soɸɯtobaŋkɯkabɯɕikʲiɡaiɕa
マンヨウセン,maãjoɯseŋ
サイジョウミタケ,saiʑoɯmʲitake
ハートフル,haːtoɸɯɾɯ
イトーヨーカドウ,itoːjoːkadoɯ
ヨウガ,joɯɡa
エイガゲイジュツキョウカイ,eːɡaɡeːʑɯt͡sɯkʲoɯkai
マツザカヤ,mat͡sɯzakaja
アートディンク,aːtodiŋkɯ
トドウフケンチジ,todoɯɸɯkent͡ɕiʑi
ギョジ,ɡʲoʑi
タイセイケンセツ,taiseːkeẽset͡sɯ
カナヅエン,kanazɯeŋ
カサハラマチ,kasahaɾamat͡ɕi
ケツメイダンジケン,ket͡sɯmeːdand͡ʑikeŋ
スギチャン,sɯɡʲit͡ɕaɴ
ヤマザキマリ,jamazakʲimaɾʲi
イチゴミルク,it͡ɕiɡomʲiɾɯkɯ
ジェシー,d͡ʑeɕiː
テイサトシ,teːsatoɕi
カイケイ,kaikeː
カオリクミコ,kaoɾʲikɯmʲiko
ツジアユミ,t͡sɯʑiajɯmʲi
ガモウヒロシ,ɡamoɯçiɾoɕi
ヤブウチユウ,jabɯːt͡ɕijɯː
ノウイン,noɯiŋ
コウケイ,koɯkeː
アツミサオリ,at͡sɯmʲisaoɾʲi
サキウレシ,sakʲiɯɾeɕi
タカナシシズエ,takanaɕiɕizɯe
ヨコザワケイコ,jokozaɰakeːko
タンケイ,taŋkeː
アンネン,anneŋ
シュウブン,ɕɯːbɯɴ
タニナオミ,taɲinaomʲi
イカリゲンドウ,ikaɾʲiɡendoɯ
ギョウゼン,ɡʲoɯzeŋ
オトキチ,otokʲit͡ɕi
メイリア,meːɾʲia
ハナクマユウサク,hanakɯmajɯːsakɯ
タケカワユキヒデ,takekaɰajɯkʲiçide
エトオミユキ,etoːmʲijɯkʲi
マリウスハ,maɾʲiɯsɯha
タチバナヒカリ,tat͡ɕibanaçikaɾʲi
イワサキチヒロ,iɰasakʲit͡ɕiçiɾo
ヤシキタカジン,jaɕikʲitakaʑiŋ
サクラマヤ,sakɯɾamaja
コミネリサ,komʲineɾʲisa
アライキヨコ,aɾaikʲijoko
